"output_area","ALL PEOPLE","Good Health","Fairly Good Health","Not Good Health"
"60RF002091",84,55,20,9
"60RF002092",107,65,20,22
"60RF002093",119,84,29,6
"60RF002094",70,50,16,4
"60RF002095",63,30,15,18
"60RF002096",58,34,15,9
"60RF002097",83,48,23,12
"60RF002098",51,31,14,6
"60RF002099",107,77,21,9
"60RF002100",103,76,25,2
"60RF002101",62,49,10,3
"60RF002102",114,79,29,6
"60RF002103",80,53,16,11
"60RF002104",118,75,29,14
"60RF002105",98,64,20,14
"60RF002106",100,76,16,8
"60RF002107",59,30,19,10
"60RF002108",50,17,20,13
"60RF002109",67,48,11,8
"60RF002110",132,71,32,29
"60RF002111",109,83,18,8
"60RF002112",179,115,40,24
"60RF002113",68,54,6,8
"60RF002114",120,61,30,29
"60RF002115",121,77,25,19
"60RF002116",79,37,24,18
"60RF002117",201,149,39,13
"60RF002118",58,34,14,10
"60RF002119",127,80,24,23
"60RF002120",89,44,28,17
"60RF002121",94,25,42,27
"60RF002122",64,32,22,10
"60RF002123",62,51,8,3
"60RF002124",169,72,34,63
"60RF002125",133,109,20,4
"60RF002126",123,97,21,5
"60RF002127",138,107,23,8
"60RF002128",108,68,26,14
"60RF002129",140,84,44,12
"60RF002130",196,129,47,20
"60RF002131",133,90,36,7
"60RF002132",136,101,24,11
"60RF002133",123,90,19,14
"60RF002134",102,80,16,6
"60RF002135",132,103,16,13
"60RF002136",156,121,25,10
"60RF002137",98,72,21,5
"60RF002138",227,118,73,36
"60RF002139",115,87,20,8
"60RF002140",181,122,41,18
"60RF002141",99,65,28,6
"60RF002142",126,92,26,8
"60RF002143",93,71,12,10
"60RF002144",99,65,26,8
"60RF002145",110,86,19,5
"60RF002146",122,96,19,7
"60RF002147",112,74,30,8
"60RF002148",110,74,27,9
"60RF002149",179,124,37,18
"60RF002150",144,104,30,10
"60RF002151",179,126,42,11
"60RF002152",262,187,54,21
"60RF002153",89,58,19,12
"60RF002154",138,108,21,9
"60RF002155",94,68,19,7
"60RF002156",67,49,15,3
"60RF002157",118,73,32,13
"60RF002158",68,15,33,20
"60RF002159",88,64,15,9
"60RF002160",61,39,17,5
"60RF002161",126,80,30,16
"60RF002162",68,21,30,17
"60RF002163",134,62,54,18
"60RF002164",96,74,12,10
"60RF002165",169,134,23,12
"60RF002166",152,81,39,32
"60RF002167",192,150,25,17
"60RF002168",92,48,33,11
"60RF002169",231,180,38,13
"60RF002170",150,111,27,12
"60RF002171",91,73,11,7
"60RF002172",153,87,47,19
"60RF002173",86,44,24,18
"60RF002174",78,35,29,14
"60RF002175",107,59,25,23
"60RF002176",86,56,23,7
"60RF002177",184,149,29,6
"60RF002178",189,152,28,9
"60RF002179",136,74,47,15
"60RF002180",109,95,13,1
"60RF002181",115,73,28,14
"60RF002182",50,25,16,9
"60RF002183",166,143,20,3
"60RF002184",135,99,30,6
"60RF002185",141,119,14,8
"60RF002186",203,173,28,2
"60RF002187",195,157,31,7
"60RF002188",159,148,9,2
"60RF002189",134,109,19,6
"60RF002190",150,99,29,22
"60RF002191",84,49,16,19
"60RF002192",151,129,15,7
"60RF002193",85,29,37,19
"60RF002194",51,47,3,1
"60RF002195",182,127,41,14
"60RF002196",104,73,22,9
"60RF002197",96,67,20,9
"60RF002198",150,127,17,6
"60RF002199",100,77,18,5
"60RF002200",96,63,25,8
"60RF002201",140,75,49,16
"60RF002202",70,40,19,11
"60RF002203",284,193,65,26
"60RF002204",140,85,33,22
"60RF002205",77,46,19,12
"60RF002206",197,135,35,27
"60RF002207",77,36,28,13
"60RF002208",86,52,26,8
"60RF002209",159,125,23,11
"60RF002210",112,48,35,29
"60RF002211",62,17,19,26
"60RF002212",122,94,23,5
"60RF002213",59,38,15,6
"60RF002214",108,74,25,9
"60RF002215",90,48,23,19
"60RF002216",101,59,33,9
"60RF002217",114,76,26,12
"60RF002218",54,36,10,8
"60RF002219",91,56,21,14
"60RF002220",99,72,18,9
"60RF002221",278,234,37,7
"60RF002222",202,173,17,12
"60RF002223",146,115,22,9
"60RF002224",102,86,14,2
"60RF002225",71,57,12,2
"60RF002226",160,127,29,4
"60RF002227",70,48,21,1
"60RF002228",104,70,22,12
"60RF002229",117,78,31,8
"60RF002230",163,133,23,7
"60RF002231",164,130,29,5
"60RF002232",95,67,21,7
"60RF002233",120,66,31,23
"60RF002234",156,130,16,10
"60RF002235",160,134,24,2
"60RF002236",216,134,28,54
"60RF002237",157,121,26,10
"60RF002238",182,161,16,5
"60RF002239",162,129,25,8
"60RF002240",159,131,19,9
"60RF002241",168,126,33,9
"60RF002242",252,183,49,20
"60RF002243",74,57,15,2
"60RF002244",109,78,23,8
"60RF002245",87,58,20,9
"60RF002246",65,39,16,10
"60RF002247",65,40,16,9
"60RF002248",121,88,24,9
"60RF002249",129,113,14,2
"60RF002250",164,128,28,8
"60RF002251",123,86,27,10
"60RF002252",97,81,12,4
"60RF002253",66,37,17,12
"60RF002254",91,50,21,20
"60RF002255",83,48,21,14
"60RF002256",86,61,15,10
"60RF002257",147,114,25,8
"60RF002258",112,87,23,2
"60RF002259",100,78,20,2
"60RF002260",164,104,42,18
"60RF002261",52,37,8,7
"60RF002262",189,120,44,25
"60RF002263",212,164,36,12
"60RF002264",73,46,16,11
"60RF002265",121,93,20,8
"60RF002266",118,50,43,25
"60RF002267",62,36,20,6
"60RF002268",92,64,14,14
"60RF002269",150,79,47,24
"60RF002270",103,62,26,15
"60RF002271",190,114,47,29
"60RF002272",66,24,21,21
"60RF002273",105,59,26,20
"60RF002274",283,190,74,19
"60RF002275",176,122,34,20
"60RF002276",164,138,19,7
"60RF002277",61,45,11,5
"60RF002278",193,161,27,5
"60RF002279",180,166,13,1
"60RF002280",197,181,9,7
"60RF002281",172,151,18,3
"60RF002282",140,120,18,2
"60RF002283",101,91,5,5
"60RF002284",149,117,26,6
"60RF002285",148,114,29,5
"60RF002286",219,184,28,7
"60RF002287",71,50,12,9
"60RF002288",158,142,15,1
"60RF002289",87,76,11,0
"60RF002290",145,122,19,4
"60RF002291",201,173,25,3
"60RF002292",133,93,33,7
"60RF002293",122,86,22,14
"60RF002294",231,169,48,14
"60RF002295",117,76,31,10
"60RF002296",83,49,22,12
"60RF002297",122,67,38,17
"60RF002298",75,41,22,12
"60RF002299",249,156,64,29
"60RF002300",169,150,17,2
"60RF002301",151,135,14,2
"60RF002302",158,132,22,4
"60RF002303",120,98,18,4
"60RF002304",165,146,13,6
"60RF002305",153,129,18,6
"60RF002306",139,114,24,1
"60RF002307",173,146,17,10
"60RF002308",165,129,26,10
"60RF002309",171,144,23,4
"60RF002310",144,118,15,11
"60RF002311",304,196,63,45
"60RF002312",160,108,40,12
"60RF002313",111,82,22,7
"60RF002314",133,92,31,10
"60RF002315",130,93,20,17
"60RF002316",180,131,33,16
"60RF002317",130,79,38,13
"60RF002318",65,42,18,5
"60RF002319",146,123,17,6
"60RF002320",185,159,19,7
"60RF002321",157,126,26,5
"60RF002322",124,94,20,10
"60RF002323",73,63,7,3
"60RF002324",176,100,57,19
"60RF002325",90,44,35,11
"60RF002326",112,65,33,14
"60RF002327",91,64,20,7
"60RF002328",175,117,36,22
"60RF002329",59,45,7,7
"60RF002330",322,250,52,20
"60RF002331",142,95,30,17
"60RF002332",113,70,31,12
"60RF002333",281,203,55,23
"60RF002334",77,74,2,1
"60RF002335",124,78,28,18
"60RF002336",141,93,34,14
"60RF002337",90,31,31,28
"60RF002338",50,25,16,9
"60RF002339",118,62,34,22
"60RF002340",89,64,13,12
"60RF002341",173,141,23,9
"60RF002342",90,72,13,5
"60RF002343",92,54,14,24
"60RF002344",134,70,36,28
"60RF002345",108,71,27,10
"60RF002346",133,97,20,16
"60RF002347",91,72,9,10
"60RF002348",176,125,38,13
"60RF002349",129,74,36,19
"60RF002350",131,94,30,7
"60RF002351",77,43,15,19
"60RF002352",68,45,15,8
"60RF002353",122,67,30,25
"60RF002354",154,84,40,30
"60RF002355",74,52,12,10
"60RF002356",87,62,21,4
"60RF002357",96,58,22,16
"60RF002358",189,145,29,15
"60RF002359",202,162,27,13
"60RF002360",107,95,10,2
"60RF002361",91,60,23,8
"60RF002362",50,38,10,2
"60RF002363",67,41,14,12
"60RF002364",150,90,40,20
"60RF002365",57,50,6,1
"60RF002366",195,157,30,8
"60RF002367",99,63,26,10
"60RF002368",62,50,6,6
"60RF002369",155,85,45,25
"60RF002370",235,149,56,30
"60RF002371",108,73,18,17
"60RF002372",201,140,38,23
"60RF002373",145,90,33,22
"60RF002374",105,75,22,8
"60RF002375",144,112,29,3
"60RF002376",124,104,16,4
"60RF002377",116,66,35,15
"60RF002378",150,123,24,3
"60RF002379",83,62,18,3
"60RF002380",207,122,53,32
"60RF002381",115,71,31,13
"60RF002382",84,62,14,8
"60RF002383",156,113,29,14
"60RF002384",133,81,31,21
"60RF002385",70,41,15,14
"60RF002386",94,59,20,15
"60RF002387",95,57,23,15
"60RF002388",124,48,44,32
"60RF002389",133,65,49,19
"60RF002390",51,40,8,3
"60RF002391",123,29,52,42
"60RF002392",128,78,30,20
"60RF002393",119,93,21,5
"60RF002394",148,95,29,24
"60RF002395",189,143,34,12
"60RF002396",59,38,13,8
"60RF002397",125,84,26,15
"60RF002398",145,51,49,45
"60RF002399",73,31,25,17
"60RF002400",98,80,11,7
"60RF002401",61,39,18,4
"60RF002402",99,55,28,16
"60RF002403",89,57,23,9
"60RF002404",98,81,16,1
"60RF002405",395,224,136,35
"60RF002406",112,98,9,5
"60RF002407",103,74,18,11
"60RF002408",72,52,15,5
"60RF002409",55,19,20,16
"60RF002410",73,45,21,7
"60RF002411",171,124,29,18
"60RF002412",83,43,21,19
"60RF002413",254,163,49,42
"60RF002414",251,178,52,21
"60RF002415",143,87,34,22
"60RF002416",61,48,10,3
"60RF002417",202,184,14,4
"60RF002418",161,139,21,1
"60RF002419",146,118,25,3
"60RF002420",206,181,22,3
"60RF002421",151,109,34,8
"60RF002422",137,107,17,13
"60RF002423",133,124,5,4
"60RF002424",166,147,15,4
"60RF002425",186,143,34,9
"60RF002426",71,55,11,5
"60RF002427",122,85,25,12
"60RF002428",94,66,20,8
"60RF002429",177,71,68,38
"60RF002430",187,154,27,6
"60RF002431",237,186,40,11
"60RF002432",195,175,15,5
"60RF002433",177,151,20,6
"60RF002434",152,142,8,2
"60RF002435",146,131,13,2
"60RF002436",129,96,28,5
"60RF002437",120,86,26,8
"60RF002438",147,119,21,7
"60RF002439",205,175,26,4
"60RF002440",188,149,31,8
"60RF002441",68,41,18,9
"60RF002442",178,145,27,6
"60RF002443",113,94,15,4
"60RF002444",74,26,33,15
"60RG000001",121,88,24,9
"60RG000002",81,59,20,2
"60RG000003",87,65,16,6
"60RG000004",59,48,9,2
"60RG000005",92,82,8,2
"60RG000006",109,75,26,8
"60RG000007",170,134,20,16
"60RG000008",104,82,21,1
"60RG000009",94,61,23,10
"60RG000010",79,59,16,4
"60RG000011",201,164,28,9
"60RG000012",134,102,26,6
"60RG000013",117,89,20,8
"60RG000014",115,82,29,4
"60RG000015",76,42,21,13
"60RG000016",91,72,15,4
"60RG000017",191,146,34,11
"60RG000018",112,100,11,1
"60RG000019",129,108,14,7
"60RG000020",116,88,24,4
"60RG000021",92,72,14,6
"60RG000022",89,59,26,4
"60RG000023",147,110,29,8
"60RG000024",122,95,16,11
"60RG000025",151,130,18,3
"60RG000026",134,101,23,10
"60RG000027",202,129,58,15
"60RG000028",73,61,8,4
"60RG000029",112,82,19,11
"60RG000030",160,123,29,8
"60RG000031",137,103,27,7
"60RG000032",95,68,19,8
"60RG000033",153,112,29,12
"60RG000034",151,102,35,14
"60RG000035",106,70,28,8
"60RG000036",89,62,16,11
"60RG000037",86,51,27,8
"60RG000038",81,56,23,2
"60RG000039",83,62,20,1
"60RG000040",143,110,27,6
"60RG000041",83,66,14,3
"60RG000042",123,96,21,6
"60RG000043",134,105,21,8
"60RG000044",89,71,17,1
"60RG000045",149,119,20,10
"60RG000046",173,135,28,10
"60RG000047",124,108,15,1
"60RG000048",146,121,20,5
"60RG000049",56,37,17,2
"60RG000050",109,96,9,4
"60RG000051",93,72,15,6
"60RG000052",207,159,38,10
"60RG000053",125,88,31,6
"60RG000054",153,114,34,5
"60RG000055",136,94,32,10
"60RG000056",64,59,4,1
"60RG000057",87,58,22,7
"60RG000058",157,115,31,11
"60RG000059",207,167,30,10
"60RG000060",103,82,13,8
"60RG000061",183,143,30,10
"60RG000062",131,109,13,9
"60RG000063",136,104,20,12
"60RG000064",85,51,24,10
"60RG000065",250,163,48,39
"60RG000066",138,113,16,9
"60RG000067",214,182,27,5
"60RG000068",142,115,24,3
"60RG000069",155,131,18,6
"60RG000070",126,80,33,13
"60RG000071",202,168,28,6
"60RG000072",132,109,18,5
"60RG000073",130,102,28,0
"60RG000074",133,94,28,11
"60RG000075",167,94,47,26
"60RG000076",148,84,48,16
"60RG000077",65,37,20,8
"60RG000078",148,78,46,24
"60RG000079",135,79,38,18
"60RG000080",161,83,43,35
"60RG000081",120,74,30,16
"60RG000082",140,88,37,15
"60RG000083",168,77,44,47
"60RG000084",101,56,32,13
"60RG000085",127,91,28,8
"60RG000086",98,68,24,6
"60RG000087",69,45,14,10
"60RG000088",55,35,11,9
"60RG000089",109,84,18,7
"60RG000090",177,122,39,16
"60RG000091",135,87,33,15
"60RG000092",106,68,24,14
"60RG000093",119,65,42,12
"60RG000094",104,75,24,5
"60RG000095",114,88,20,6
"60RG000096",108,86,17,5
"60RG000097",146,108,32,6
"60RG000098",113,66,33,14
"60RG000099",163,138,15,10
"60RG000100",157,85,49,23
"60RG000101",171,104,44,23
"60RG000102",140,86,38,16
"60RG000103",121,74,30,17
"60RG000104",189,126,41,22
"60RG000105",149,104,27,18
"60RG000106",106,56,25,25
"60RG000107",129,74,35,20
"60RG000108",126,69,37,20
"60RG000109",133,93,21,19
"60RG000110",155,97,35,23
"60RG000111",114,61,34,19
"60RG000112",172,113,38,21
"60RG000113",159,129,20,10
"60RG000114",144,131,11,2
"60RG000115",89,64,17,8
"60RG000116",120,85,27,8
"60RG000117",90,48,30,12
"60RG000118",130,76,34,20
"60RG000119",99,62,23,14
"60RG000120",161,109,39,13
"60RG000121",206,144,55,7
"60RG000122",114,64,36,14
"60RG000123",107,67,19,21
"60RG000124",125,79,27,19
"60RG000125",228,112,54,62
"60RG000126",134,85,32,17
"60RG000127",211,179,23,9
"60RG000128",89,77,11,1
"60RG000129",63,27,21,15
"60RG000130",144,100,24,20
"60RG000131",111,78,24,9
"60RG000132",117,61,36,20
"60RG000133",131,84,29,18
"60RG000134",94,59,27,8
"60RG000135",124,73,36,15
"60RG000136",139,93,33,13
"60RG000137",96,56,28,12
"60RG000138",86,57,17,12
"60RG000139",174,118,40,16
"60RG000140",141,97,27,17
"60RG000141",203,169,30,4
"60RG000142",68,40,18,10
"60RG000143",99,60,31,8
"60RG000144",119,87,18,14
"60RG000145",122,80,29,13
"60RG000146",155,108,26,21
"60RG000147",144,97,41,6
"60RG000148",119,76,27,16
"60RG000149",114,65,32,17
"60RG000150",146,99,35,12
"60RG000151",238,158,64,16
"60RG000152",150,96,35,19
"60RG000153",72,45,17,10
"60RG000154",175,154,15,6
"60RG000155",178,135,29,14
"60RG000156",174,118,35,21
"60RG000157",140,105,29,6
"60RG000158",132,98,26,8
"60RG000159",121,94,20,7
"60RG000160",116,91,18,7
"60RG000161",127,98,21,8
"60RG000162",126,97,22,7
"60RG000163",52,11,31,10
"60RG000164",78,41,34,3
"60RG000165",80,55,20,5
"60RG000166",79,55,11,13
"60RG000167",53,32,16,5
"60RG000168",90,58,19,13
"60RG000169",79,55,15,9
"60RG000170",111,69,24,18
"60RG000171",102,64,27,11
"60RG000172",82,60,17,5
"60RG000173",142,111,23,8
"60RG000174",143,103,23,17
"60RG000175",134,115,15,4
"60RG000176",131,99,23,9
"60RG000177",124,90,26,8
"60RG000178",91,66,19,6
"60RG000179",134,111,17,6
"60RG000180",175,141,29,5
"60RG000181",170,125,35,10
"60RG000182",112,87,19,6
"60RG000183",122,60,48,14
"60RG000184",113,88,21,4
"60RG000185",201,150,43,8
"60RG000186",155,130,24,1
"60RG000187",119,103,13,3
"60RG000188",122,106,14,2
"60RG000189",121,96,22,3
"60RG000190",110,83,19,8
"60RG000191",90,53,24,13
"60RG000192",88,67,13,8
"60RG000193",123,101,17,5
"60RG000194",84,38,27,19
"60RG000195",172,117,37,18
"60RG000196",131,83,34,14
"60RG000197",111,57,41,13
"60RG000198",89,61,16,12
"60RG000199",154,106,32,16
"60RG000200",103,63,22,18
"60RG000201",90,41,27,22
"60RG000202",105,61,24,20
"60RG000203",104,76,26,2
"60RG000204",75,52,15,8
"60RG000205",105,81,18,6
"60RG000206",88,59,21,8
"60RG000207",105,81,20,4
"60RG000208",150,110,34,6
"60RG000209",51,38,10,3
"60RG000210",86,70,13,3
"60RG000211",105,84,12,9
"60RG000212",53,39,8,6
"60RG000213",164,127,27,10
"60RG000214",112,49,33,30
"60RG000215",104,55,35,14
"60RG000216",97,59,30,8
"60RG000217",101,57,24,20
"60RG000218",146,99,36,11
"60RG000219",96,56,26,14
"60RG000220",167,97,50,20
"60RG000221",117,84,25,8
"60RG000222",127,83,30,14
"60RG000223",113,67,24,22
"60RG000224",105,68,26,11
"60RG000225",67,41,21,5
"60RG000226",127,73,38,16
"60RG000227",134,84,33,17
"60RG000228",125,84,29,12
"60RG000229",99,56,28,15
"60RG000230",117,74,28,15
"60RG000231",124,90,29,5
"60RG000232",97,46,32,19
"60RG000233",58,31,21,6
"60RG000234",64,46,13,5
"60RG000235",111,67,27,17
"60RG000236",69,42,18,9
"60RG000237",116,84,25,7
"60RG000238",99,59,31,9
"60RG000239",69,55,12,2
"60RG000240",110,63,32,15
"60RG000241",53,39,8,6
"60RG000242",213,143,45,25
"60RG000243",173,115,40,18
"60RG000244",116,72,34,10
"60RG000245",85,43,36,6
"60RG000246",82,52,20,10
"60RG000247",92,53,28,11
"60RG000248",81,41,28,12
"60RG000249",123,96,19,8
"60RG000250",96,77,15,4
"60RG000251",128,97,22,9
"60RG000252",143,118,19,6
"60RG000253",107,83,15,9
"60RG000254",101,75,19,7
"60RG000255",105,78,26,1
"60RG000256",81,62,17,2
"60RG000257",88,66,19,3
"60RG000258",148,117,20,11
"60RG000259",115,99,12,4
"60RG000260",220,202,17,1
"60RG000261",238,205,27,6
"60RG000262",186,156,23,7
"60RG000263",119,89,24,6
"60RG000264",108,61,28,19
"60RG000265",87,56,25,6
"60RG000266",68,33,24,11
"60RG000267",57,30,15,12
"60RG000268",136,80,36,20
"60RG000269",63,38,13,12
"60RG000270",178,100,50,28
"60RG000271",138,90,38,10
"60RG000272",102,69,18,15
"60RG000273",107,69,29,9
"60RG000274",110,59,40,11
"60RG000275",98,58,22,18
"60RG000276",145,84,40,21
"60RG000277",78,29,34,15
"60RG000278",109,62,36,11
"60RG000279",76,49,17,10
"60RG000280",88,36,26,26
"60RG000281",166,105,50,11
"60RG000282",91,59,21,11
"60RG000283",127,62,46,19
"60RG000284",89,43,33,13
"60RG000285",143,89,39,15
"60RG000286",92,45,26,21
"60RG000287",101,59,23,19
"60RG000288",95,59,23,13
"60RG000289",107,49,34,24
"60RG000290",144,80,47,17
"60RG000291",180,138,32,10
"60RG000292",101,79,19,3
"60RG000293",150,123,24,3
"60RG000294",102,63,31,8
"60RG000295",75,44,18,13
"60RG000296",83,52,18,13
"60RG000297",140,92,27,21
"60RG000298",90,38,29,23
"60RG000299",99,65,20,14
"60RG000300",155,111,27,17
"60RG000301",178,131,40,7
"60RG000302",89,71,15,3
"60RG000303",144,108,29,7
"60RG000304",138,93,30,15
"60RG000305",96,64,26,6
"60RG000306",110,75,22,13
"60RG000307",80,62,15,3
"60RG000308",157,114,33,10
"60RG000309",230,137,59,34
"60RG000310",142,77,38,27
"60RG000311",129,73,37,19
"60RG000312",161,92,42,27
"60RG000313",130,78,34,18
"60RG000314",113,46,40,27
"60RG000315",147,97,32,18
"60RG000316",82,37,26,19
"60RG000317",196,116,43,37
"60RG000318",152,89,50,13
"60RG000319",160,95,39,26
"60RG000320",133,77,42,14
"60RG000321",86,34,33,19
"60RG000322",97,46,26,25
"60RG000323",91,29,37,25
"60RG000324",107,60,22,25
"60RG000325",86,38,29,19
"60RG000326",157,106,31,20
"60RG000327",106,84,14,8
"60RG000328",130,107,21,2
"60RG000329",109,87,20,2
"60RG000330",107,66,27,14
"60RG000331",144,111,23,10
"60RG000332",128,89,23,16
"60RG000333",122,69,38,15
"60RG000334",221,185,27,9
"60RG000335",179,132,38,9
"60RG000336",153,124,20,9
"60RG000337",124,92,26,6
"60RG000338",97,70,22,5
"60RG000339",138,97,36,5
"60RG000340",111,96,12,3
"60RG000341",59,34,13,12
"60RG000342",87,67,20,0
"60RG000343",92,59,26,7
"60RG000344",102,82,14,6
"60RG000345",122,83,31,8
"60RG000346",89,64,17,8
"60RG000347",122,97,19,6
"60RG000348",76,30,32,14
"60RG000349",98,73,12,13
"60RG000350",108,81,22,5
"60RG000351",85,67,12,6
"60RG000352",60,50,6,4
"60RG000353",138,117,17,4
"60RG000354",150,116,30,4
"60RG000355",57,43,11,3
"60RG000356",86,53,25,8
"60RG000357",110,82,25,3
"60RG000358",93,76,12,5
"60RG000359",98,84,12,2
"60RG000360",135,110,18,7
"60RG000361",66,49,14,3
"60RG000362",62,48,9,5
"60RG000363",128,77,34,17
"60RG000364",114,71,27,16
"60RG000365",81,58,15,8
"60RG000366",121,75,32,14
"60RG000367",117,76,30,11
"60RG000368",181,97,66,18
"60RG000369",90,44,33,13
"60RG000370",154,76,51,27
"60RG000371",139,65,55,19
"60RG000372",127,77,31,19
"60RG000373",134,82,31,21
"60RG000374",104,70,24,10
"60RG000375",146,106,30,10
"60RG000376",128,102,20,6
"60RG000377",182,137,30,15
"60RG000378",159,108,38,13
"60RG000379",161,120,33,8
"60RG000380",120,88,24,8
"60RG000381",66,55,8,3
"60RG000382",140,108,22,10
"60RG000383",129,97,26,6
"60RG000384",99,72,22,5
"60RG000385",108,57,38,13
"60RG000386",80,40,25,15
"60RG000387",159,119,30,10
"60RG000388",128,98,27,3
"60RG000389",190,119,55,16
"60RG000390",187,128,38,21
"60RG000391",111,72,29,10
"60RG000392",128,74,36,18
"60RG000393",194,135,43,16
"60RG000394",182,108,41,33
"60RG000395",85,52,21,12
"60RG000396",99,59,23,17
"60RG000397",104,56,26,22
"60RG000398",169,99,43,27
"60RG000399",173,117,40,16
"60RG000400",128,88,22,18
"60RG000401",145,83,36,26
"60RG000402",116,73,33,10
"60RG000403",122,66,34,22
"60RG000404",124,81,29,14
"60RG000405",125,75,34,16
"60RG000406",121,85,26,10
"60RG000407",156,109,31,16
"60RG000408",146,103,31,12
"60RG000409",165,112,41,12
"60RG000410",192,148,33,11
"60RG000411",88,53,20,15
"60RG000412",132,104,28,0
"60RG000413",150,129,16,5
"60RG000414",154,130,20,4
"60RG000415",115,86,20,9
"60RG000416",135,99,22,14
"60RG000417",70,53,16,1
"60RG000418",101,62,21,18
"60RG000419",89,53,23,13
"60RG000420",193,144,39,10
"60RG000421",198,167,26,5
"60RG000422",175,142,24,9
"60RG000423",137,103,26,8
"60RG000424",158,132,21,5
"60RG000425",115,83,29,3
"60RG000426",124,91,25,8
"60RG000427",115,92,13,10
"60RG000428",179,111,43,25
"60RG000429",138,105,24,9
"60RG000430",141,90,32,19
"60RG000431",82,56,17,9
"60RG000432",69,45,18,6
"60RG000433",114,90,18,6
"60RG000434",91,73,14,4
"60RG000435",72,59,10,3
"60RG000436",56,36,11,9
"60RG000437",96,60,28,8
"60RG000438",127,93,24,10
"60RG000439",86,53,22,11
"60RG000440",143,110,21,12
"60RG000441",100,77,19,4
"60RG000442",153,117,24,12
"60RG000443",237,199,29,9
"60RG000444",124,104,15,5
"60RG000445",155,110,33,12
"60RG000446",120,84,28,8
"60RG000447",245,227,16,2
"60RG000448",191,135,46,10
"60RG000449",158,103,44,11
"60RG000450",187,99,63,25
"60RG000451",77,59,9,9
"60RG000452",162,128,30,4
"60RG000453",99,65,27,7
"60RG000454",141,120,19,2
"60RG000455",115,74,23,18
"60RG000456",154,141,12,1
"60RG000457",166,142,21,3
"60RG000458",137,110,20,7
"60RG000459",151,128,19,4
"60RG000460",116,77,28,11
"60RG000461",410,310,90,10
"60RG000462",126,95,24,7
"60RG000463",190,147,31,12
"60RG000464",158,107,38,13
"60RG000465",108,84,22,2
"60RG000466",160,130,22,8
"60RG000467",115,88,23,4
"60RG000468",125,94,25,6
"60RG000469",174,129,37,8
"60RG000470",92,62,21,9
"60RG000471",148,112,24,12
"60RG000472",153,127,17,9
"60RG000473",155,106,32,17
"60RG000474",156,122,26,8
"60RG000475",91,73,16,2
"60RG000476",135,101,25,9
"60RG000477",152,107,31,14
"60RG000478",196,134,40,22
"60RG000479",156,132,20,4
"60RG000480",99,55,32,12
"60RG000481",55,37,14,4
"60RG000482",141,101,29,11
"60RG000483",204,115,62,27
"60RG000484",117,70,35,12
"60RG000485",111,73,28,10
"60RG000486",182,126,49,7
"60RG000487",175,128,41,6
"60RG000488",87,51,23,13
"60RG000489",121,93,22,6
"60RG000490",76,53,21,2
"60RG000491",67,60,5,2
"60RG000492",82,63,16,3
"60RG000493",100,68,16,16
"60RG000494",109,85,18,6
"60RG000495",104,94,5,5
"60RG000496",130,107,15,8
"60RG000497",110,72,30,8
"60RG000498",82,60,16,6
"60RG000499",138,100,29,9
"60RG000500",175,108,35,32
"60RG000501",116,80,21,15
"60RG000502",117,83,22,12
"60RG000503",57,44,10,3
"60RG000504",82,62,17,3
"60RG000505",66,47,15,4
"60RG000506",115,102,12,1
"60RG000507",227,186,32,9
"60RG000508",141,83,36,22
"60RG000509",86,63,19,4
"60RG000510",72,57,12,3
"60RG000511",90,64,21,5
"60RG000512",69,59,6,4
"60RG000513",124,90,23,11
"60RG000514",150,92,41,17
"60RG000515",204,162,36,6
"60RG000516",71,46,15,10
"60RG000517",85,70,7,8
"60RG000518",105,88,11,6
"60RG000519",111,73,30,8
"60RG000520",75,41,23,11
"60RG000521",112,61,30,21
"60RG000522",135,112,14,9
"60RG000523",152,114,29,9
"60RG000524",203,164,28,11
"60RG000525",110,66,26,18
"60RG000526",129,105,21,3
"60RG000527",122,86,23,13
"60RG000528",63,35,18,10
"60RG000529",143,110,21,12
"60RG000530",57,47,8,2
"60RG000531",126,98,22,6
"60RG000532",209,116,40,53
"60RG000533",69,62,6,1
"60RG000534",161,43,29,89
"60RG000535",124,81,29,14
"60RG000536",104,64,24,16
"60RG000537",66,36,16,14
"60RG000538",71,48,15,8
"60RG000539",107,84,16,7
"60RG000540",160,121,31,8
"60RG000541",53,42,9,2
"60RG000542",56,36,17,3
"60RG000543",70,45,20,5
"60RG000544",70,39,27,4
"60RG000545",137,103,31,3
"60RG000546",55,46,6,3
"60RG000547",96,71,22,3
"60RG000548",279,248,24,7
"60RG000549",78,51,19,8
"60RG000550",105,62,34,9
"60RG000551",104,68,25,11
"60RG000552",142,108,23,11
"60RG000553",76,67,7,2
"60RG000554",146,92,41,13
"60RG000555",51,43,4,4
"60RG000556",99,75,19,5
"60RG000557",111,83,17,11
"60RG000558",150,98,36,16
"60RG000559",69,42,21,6
"60RG000560",145,83,42,20
"60RG000561",76,56,15,5
"60RG000562",140,97,33,10
"60RG000563",63,52,10,1
"60RG000564",114,80,27,7
"60RG000565",82,34,33,15
"60RG000566",100,67,20,13
"60RG000567",256,175,56,25
"60RG000568",195,143,42,10
"60RG000569",76,53,16,7
"60RG000570",157,128,21,8
"60RG000571",73,53,15,5
"60RG000572",126,107,14,5
"60RG000573",146,113,18,15
"60RG000574",121,84,26,11
"60RG000575",76,53,16,7
"60RG000576",203,184,14,5
