"output_area","All people","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities not limited"
"S00124184",149,21,7,121
"S00124185",94,16,6,72
"S00124186",75,21,11,43
"S00124187",85,8,5,72
"S00124188",87,10,14,63
"S00124189",114,12,10,92
"S00124190",108,17,13,78
"S00124191",106,16,5,85
"S00124192",78,11,14,53
"S00124193",68,19,7,42
"S00124194",68,17,7,44
"S00124195",139,9,6,124
"S00124196",106,14,7,85
"S00124197",122,27,12,83
"S00124198",160,21,14,125
"S00124199",127,8,11,108
"S00124200",193,13,10,170
"S00124201",128,10,16,102
"S00124202",84,21,11,52
"S00124203",102,10,9,83
"S00124204",133,8,25,100
"S00124205",78,5,18,55
"S00124206",111,23,11,77
"S00124207",219,26,22,171
"S00124208",177,17,21,139
"S00124209",183,37,25,121
"S00124210",176,22,26,128
"S00124211",175,15,11,149
"S00124212",164,11,19,134
"S00124213",87,12,10,65
"S00124214",156,27,24,105
"S00124215",108,20,13,75
"S00124216",93,23,13,57
"S00124217",91,15,15,61
"S00124218",104,10,9,85
"S00124219",84,5,5,74
"S00124220",86,14,6,66
"S00124221",91,18,10,63
"S00124222",98,25,14,59
"S00124223",116,18,16,82
"S00124224",138,14,14,110
"S00124225",122,20,16,86
"S00124226",81,5,4,72
"S00124227",146,14,14,118
"S00124228",151,18,17,116
"S00124229",151,17,11,123
"S00124230",159,13,16,130
"S00124231",144,10,19,115
"S00124232",149,7,3,139
"S00124233",168,3,6,159
"S00124234",96,1,5,90
"S00124235",92,15,8,69
"S00124236",117,18,10,89
"S00124237",81,9,14,58
"S00124238",113,18,16,79
"S00124239",115,15,10,90
"S00124240",148,18,15,115
"S00124241",109,8,10,91
"S00124242",143,16,14,113
"S00124243",144,15,9,120
"S00124244",189,17,21,151
"S00124245",137,24,19,94
"S00124246",105,9,13,83
"S00124247",132,21,9,102
"S00124248",122,15,10,97
"S00124249",141,20,13,108
"S00124250",100,18,5,77
"S00124251",101,15,10,76
"S00124252",123,12,16,95
"S00124253",116,16,15,85
"S00124254",68,16,17,35
"S00124255",158,17,15,126
"S00124256",174,17,17,140
"S00124257",173,33,19,121
"S00124258",157,17,10,130
"S00124259",110,12,8,90
"S00124260",115,12,10,93
"S00124261",82,10,5,67
"S00124262",134,21,10,103
"S00124263",191,29,15,147
"S00124264",139,9,19,111
"S00124265",161,21,17,123
"S00124266",146,3,11,132
"S00124267",125,9,9,107
"S00124268",177,36,24,117
"S00124269",54,2,15,37
"S00124270",66,11,3,52
"S00124271",143,22,20,101
"S00124272",125,19,14,92
"S00124273",147,25,14,108
"S00124274",127,27,19,81
"S00124275",145,12,16,117
"S00124276",78,19,13,46
"S00124277",87,15,12,60
"S00124278",102,22,11,69
"S00124279",112,21,13,78
"S00124280",82,14,7,61
"S00124281",135,15,21,99
"S00124282",69,8,7,54
"S00124283",59,4,7,48
"S00124284",89,15,15,59
"S00124285",87,14,17,56
"S00124286",61,17,9,35
"S00124287",137,11,9,117
"S00124288",81,12,5,64
"S00124289",112,20,13,79
"S00124290",127,23,24,80
"S00124291",171,21,14,136
"S00124292",119,20,12,87
"S00124293",151,17,15,119
"S00124294",131,23,11,97
"S00124295",145,27,18,100
"S00124296",98,9,11,78
"S00124297",112,10,15,87
"S00124298",142,19,11,112
"S00124299",102,16,10,76
"S00124300",102,17,6,79
"S00124301",128,21,7,100
"S00124302",75,14,10,51
"S00124303",89,20,16,53
"S00124304",171,26,18,127
"S00124305",120,23,12,85
"S00124306",112,15,14,83
"S00124307",103,14,13,76
"S00124308",145,29,12,104
"S00124309",125,25,7,93
"S00124310",77,6,14,57
"S00124311",102,22,15,65
"S00124312",55,13,4,38
"S00124313",271,16,18,237
"S00124314",64,10,7,47
"S00124315",147,22,18,107
"S00124316",123,7,14,102
"S00124317",116,22,8,86
"S00124318",124,21,17,86
"S00124319",130,18,7,105
"S00124320",114,11,11,92
"S00124321",165,14,13,138
"S00124322",119,19,16,84
"S00124323",126,19,10,97
"S00124324",85,16,11,58
"S00124325",118,22,14,82
"S00124326",108,19,12,77
"S00124327",117,24,9,84
"S00124328",110,8,19,83
"S00124329",116,11,12,93
"S00124330",112,19,15,78
"S00124331",119,17,9,93
"S00124332",100,12,14,74
"S00124333",117,12,9,96
"S00124334",128,10,18,100
"S00124335",126,9,17,100
"S00124336",136,10,10,116
"S00124337",123,17,5,101
"S00124338",98,14,8,76
"S00124339",142,14,4,124
"S00124340",120,19,17,84
"S00124341",110,13,5,92
"S00124342",179,16,24,139
"S00124343",159,34,18,107
"S00124344",118,14,12,92
"S00124345",115,8,8,99
"S00124346",132,12,7,113
"S00124347",78,14,9,55
"S00124348",163,26,17,120
"S00124349",193,10,22,161
"S00124350",162,13,16,133
"S00124351",119,16,9,94
"S00124352",127,16,9,102
"S00124353",182,10,12,160
"S00124354",127,10,11,106
"S00124355",121,3,4,114
"S00124356",93,11,10,72
"S00124357",131,10,7,114
"S00124358",128,6,8,114
"S00124359",101,4,12,85
"S00124360",53,12,2,39
"S00124361",91,8,7,76
"S00124362",110,10,19,81
"S00124363",114,16,13,85
"S00124364",88,5,4,79
"S00124365",82,11,10,61
"S00124366",111,10,12,89
"S00124367",125,24,8,93
"S00124368",94,10,12,72
"S00124369",113,8,12,93
"S00124370",183,13,14,156
"S00124371",67,14,3,50
"S00124372",86,8,9,69
"S00124373",152,6,10,136
"S00124374",149,3,12,134
"S00124375",173,13,8,152
"S00124376",138,10,13,115
"S00124377",116,4,14,98
"S00124378",121,7,3,111
"S00124379",123,41,19,63
"S00124380",122,24,15,83
"S00124381",79,16,6,57
"S00124382",144,15,9,120
"S00124383",136,21,9,106
"S00124384",99,18,7,74
"S00124385",70,22,10,38
"S00124386",104,15,14,75
"S00124387",70,16,16,38
"S00124388",81,14,6,61
"S00124389",109,22,9,78
"S00124390",79,18,9,52
"S00124391",120,4,6,110
"S00124392",138,7,11,120
"S00124393",162,7,15,140
"S00124394",60,2,9,49
"S00124395",103,32,15,56
"S00124396",52,10,11,31
"S00124397",89,24,14,51
"S00124398",153,37,17,99
"S00124399",118,29,19,70
"S00124400",153,10,13,130
"S00124401",125,17,9,99
"S00124402",72,23,15,34
"S00124403",69,23,8,38
"S00124404",75,17,10,48
"S00124405",184,22,17,145
"S00124406",71,14,11,46
"S00124407",105,16,15,74
"S00124408",93,18,11,64
"S00124409",125,16,13,96
"S00124410",176,24,23,129
"S00124411",153,26,22,105
"S00124412",95,9,4,82
"S00124413",97,13,17,67
"S00124414",134,15,19,100
"S00124415",98,14,12,72
"S00124416",98,20,10,68
"S00124417",154,13,14,127
"S00124418",87,16,6,65
"S00124419",193,20,18,155
"S00124420",214,57,23,134
"S00124421",112,16,14,82
"S00124422",136,14,10,112
"S00124423",88,20,13,55
"S00124424",71,14,11,46
"S00124425",118,12,9,97
"S00124426",147,31,16,100
"S00124427",113,8,14,91
"S00124428",144,24,12,108
"S00124429",89,11,10,68
"S00124430",159,9,10,140
"S00124431",66,9,8,49
"S00124432",72,7,6,59
"S00124433",77,10,12,55
"S00124434",118,26,17,75
"S00124435",93,16,12,65
"S00124436",90,12,15,63
"S00124437",101,18,14,69
"S00124438",100,15,8,77
"S00124439",135,18,17,100
"S00124440",112,29,11,72
"S00124441",84,6,8,70
"S00124442",80,5,11,64
"S00124443",114,12,8,94
"S00124444",74,9,9,56
"S00124445",99,10,13,76
"S00124446",99,10,13,76
"S00124447",96,9,16,71
"S00124448",94,15,9,70
"S00124449",157,25,11,121
"S00124450",100,11,14,75
"S00124451",106,6,16,84
"S00124452",79,21,7,51
"S00124453",113,30,32,51
"S00124454",147,22,17,108
"S00124455",109,16,10,83
"S00124456",90,10,5,75
"S00124457",101,18,8,75
"S00124458",98,17,11,70
"S00124459",140,20,13,107
"S00124460",105,12,9,84
"S00124461",85,13,12,60
"S00124462",99,11,11,77
"S00124463",120,16,16,88
"S00124464",131,22,11,98
"S00124465",156,13,12,131
"S00124466",96,17,5,74
"S00124467",77,20,6,51
"S00124468",132,25,21,86
"S00124469",67,14,7,46
"S00124470",174,16,25,133
"S00124471",128,38,25,65
"S00124472",66,18,10,38
"S00124473",107,9,16,82
"S00124474",100,23,16,61
"S00124475",87,23,14,50
"S00124476",56,9,4,43
"S00124477",69,9,9,51
"S00124478",113,11,11,91
"S00124479",198,35,22,141
"S00124480",134,14,8,112
"S00124481",109,12,15,82
"S00124482",84,3,15,66
"S00124483",93,17,12,64
"S00124484",105,10,11,84
"S00124485",158,17,17,124
"S00124486",152,44,18,90
"S00124487",108,19,14,75
"S00124488",123,20,11,92
"S00124489",104,24,10,70
"S00124490",58,5,4,49
"S00124491",134,14,14,106
"S00124492",102,14,16,72
"S00124493",95,9,4,82
"S00124494",109,5,9,95
"S00124495",139,13,12,114
"S00124496",122,10,15,97
"S00124497",137,13,9,115
"S00124498",126,26,14,86
"S00124499",63,13,7,43
"S00124500",104,20,11,73
"S00124501",149,16,16,117
"S00124502",124,32,11,81
"S00124503",140,16,16,108
"S00124504",78,2,0,76
"S00124505",92,15,9,68
"S00124506",141,22,16,103
"S00124507",113,10,13,90
"S00124508",75,25,15,35
"S00124509",131,8,5,118
"S00124510",106,8,10,88
"S00124511",117,8,6,103
"S00124512",193,8,10,175
"S00124513",105,15,13,77
"S00124514",145,7,8,130
"S00124515",109,17,9,83
"S00124516",68,6,11,51
"S00124517",88,18,7,63
"S00124518",171,10,15,146
"S00124519",165,24,16,125
"S00124520",130,17,10,103
"S00124521",111,14,14,83
"S00124522",107,18,18,71
"S00124523",72,14,7,51
"S00124524",138,9,3,126
"S00124525",143,20,22,101
"S00124526",118,19,14,85
"S00124527",87,19,10,58
"S00124528",93,12,15,66
"S00124529",91,14,11,66
"S00124530",79,9,11,59
"S00124531",161,16,18,127
"S00124532",109,10,12,87
"S00124533",110,9,13,88
"S00124534",176,15,22,139
"S00124535",128,15,14,99
"S00124536",124,11,14,99
"S00124537",116,11,17,88
"S00124538",95,9,7,79
"S00124539",138,11,25,102
"S00124540",117,20,13,84
"S00124541",129,13,13,103
"S00124542",87,20,11,56
"S00124543",124,14,5,105
"S00124544",107,12,15,80
"S00124545",103,14,12,77
"S00124546",114,16,8,90
"S00124547",68,9,8,51
"S00124548",120,20,14,86
"S00124549",110,17,20,73
"S00124550",72,18,11,43
"S00124551",140,20,17,103
"S00124552",176,82,18,76
"S00124553",142,19,12,111
"S00124554",124,26,12,86
"S00124555",143,4,4,135
"S00124556",136,40,18,78
"S00124557",111,22,14,75
"S00124558",119,21,11,87
"S00124559",175,19,25,131
"S00124560",177,6,12,159
"S00124561",106,16,9,81
"S00124562",159,4,6,149
"S00124563",87,11,12,64
"S00124564",81,10,6,65
"S00124565",60,18,12,30
"S00124566",79,9,4,66
"S00124567",86,30,14,42
"S00124568",108,15,10,83
"S00124569",124,19,16,89
"S00124570",100,20,11,69
"S00124571",151,23,14,114
"S00124572",151,14,12,125
"S00124573",101,11,15,75
"S00124574",144,14,23,107
"S00124575",132,11,13,108
"S00124576",159,16,15,128
"S00124577",174,25,17,132
"S00124578",143,20,21,102
"S00124579",94,14,15,65
"S00124580",108,16,13,79
"S00124581",115,13,11,91
"S00124582",58,11,10,37
"S00124583",52,17,6,29
"S00124584",135,18,25,92
"S00124585",160,26,12,122
"S00124586",116,17,13,86
"S00124587",67,9,7,51
"S00124588",127,22,7,98
"S00124589",140,5,16,119
"S00124590",87,19,13,55
"S00124591",79,1,12,66
"S00124592",131,18,13,100
"S00124593",82,9,7,66
"S00124594",109,7,7,95
"S00124595",124,18,13,93
"S00124596",139,21,13,105
"S00124597",126,16,8,102
"S00124598",87,9,14,64
"S00124599",117,17,10,90
"S00124600",131,15,11,105
"S00124601",119,15,14,90
"S00124602",129,20,10,99
"S00124603",99,15,13,71
"S00124604",125,44,8,73
"S00124605",108,4,8,96
"S00124606",160,24,17,119
"S00124607",132,22,13,97
"S00124608",59,13,9,37
"S00124609",105,26,14,65
"S00124610",179,20,15,144
"S00124611",144,23,18,103
"S00124612",65,18,11,36
"S00124613",89,9,7,73
"S00124614",163,19,14,130
"S00124615",149,12,17,120
"S00124616",102,6,13,83
"S00124617",68,6,5,57
"S00124618",177,13,17,147
"S00124619",115,8,12,95
"S00124620",132,23,11,98
"S00124621",116,9,9,98
"S00124622",86,13,10,63
"S00124623",104,21,11,72
"S00124624",152,8,12,132
"S00124625",111,21,16,74
"S00124626",83,14,18,51
"S00124627",103,11,16,76
"S00124628",139,34,19,86
"S00124629",119,15,10,94
"S00124630",91,6,12,73
"S00124631",182,16,14,152
"S00124632",96,13,14,69
"S00124633",142,7,16,119
"S00124634",122,9,10,103
"S00124635",121,27,9,85
"S00124636",101,13,11,77
"S00124637",63,2,9,52
"S00124638",201,16,15,170
"S00124639",107,16,15,76
"S00124640",113,16,11,86
"S00124641",85,12,7,66
"S00124642",62,6,7,49
"S00124643",76,13,7,56
"S00124644",89,14,14,61
"S00124645",137,23,23,91
"S00124646",90,10,8,72
"S00124647",117,10,17,90
"S00124648",150,19,18,113
"S00124649",150,26,17,107
"S00124650",80,13,8,59
"S00124651",107,11,6,90
"S00124652",69,14,10,45
"S00124653",78,11,9,58
"S00124654",104,16,10,78
"S00124655",107,26,9,72
"S00124656",78,10,4,64
"S00124657",111,10,13,88
"S00124658",172,21,16,135
"S00124659",88,10,9,69
"S00124660",154,10,12,132
"S00124661",139,12,14,113
"S00124662",92,13,11,68
"S00124663",120,18,19,83
"S00124664",140,19,17,104
"S00124665",162,25,20,117
"S00124666",206,28,18,160
"S00124667",158,24,19,115
"S00124668",94,19,11,64
"S00124669",123,33,15,75
"S00124670",90,20,15,55
"S00124671",130,13,10,107
"S00124672",200,14,7,179
"S00124673",90,12,11,67
"S00124674",156,25,20,111
"S00124675",138,21,18,99
"S00124676",154,30,20,104
"S00124677",108,8,11,89
"S00124678",78,8,8,62
"S00124679",118,22,15,81
"S00124680",87,20,14,53
"S00124681",93,22,13,58
"S00124682",149,23,22,104
"S00124683",85,19,14,52
"S00124684",160,25,16,119
"S00124685",104,20,15,69
"S00124686",115,24,12,79
"S00124687",150,24,18,108
"S00124688",121,17,14,90
"S00124689",67,11,9,47
"S00124690",109,24,10,75
"S00124691",171,40,14,117
"S00124692",128,24,15,89
"S00124693",146,12,16,118
"S00124694",51,5,3,43
"S00124695",79,18,5,56
"S00124696",109,13,11,85
"S00124697",118,24,12,82
"S00124698",122,11,17,94
"S00124699",156,21,24,111
"S00124700",139,25,10,104
"S00124701",142,21,24,97
"S00124702",155,24,10,121
"S00124703",140,20,8,112
"S00124704",138,32,18,88
"S00124705",138,19,21,98
"S00124706",95,13,12,70
"S00124707",93,19,10,64
"S00124708",128,15,14,99
"S00124709",158,30,20,108
"S00124710",71,4,5,62
"S00124711",179,19,28,132
"S00124712",154,22,16,116
"S00124713",175,14,13,148
"S00124714",139,7,9,123
"S00124715",123,8,12,103
"S00124716",147,15,19,113
"S00124717",110,7,6,97
"S00124718",176,18,15,143
"S00124719",147,4,10,133
"S00124720",151,12,18,121
"S00124721",140,36,16,88
"S00124722",159,14,22,123
"S00124723",145,16,25,104
"S00124724",112,9,8,95
"S00124725",81,14,9,58
"S00124726",234,11,19,204
"S00124727",108,21,10,77
"S00124728",115,22,18,75
"S00124729",165,27,14,124
"S00124730",144,20,15,109
"S00124731",215,29,23,163
"S00124732",159,27,15,117
"S00124733",94,30,13,51
"S00124734",198,25,19,154
"S00124735",141,27,21,93
"S00124736",152,21,15,116
"S00124737",92,9,9,74
"S00124738",84,14,21,49
"S00124739",104,12,17,75
"S00124740",126,14,11,101
"S00124741",184,25,19,140
"S00124742",118,20,12,86
"S00124743",159,23,15,121
"S00124744",153,15,11,127
"S00124745",140,15,17,108
"S00124746",136,5,8,123
"S00124747",118,12,13,93
"S00124748",91,10,6,75
"S00124749",147,8,16,123
"S00124750",119,14,12,93
"S00124751",144,1,11,132
"S00124752",106,9,9,88
"S00124753",83,14,15,54
"S00124754",66,6,3,57
"S00124755",98,7,10,81
"S00124756",129,13,12,104
"S00124757",103,12,14,77
"S00124758",142,19,16,107
"S00124759",131,20,7,104
"S00124760",97,6,16,75
"S00124761",94,14,10,70
"S00124762",83,31,12,40
"S00124763",91,16,11,64
"S00124764",59,12,12,35
"S00124765",63,12,7,44
"S00124766",92,12,5,75
"S00124767",89,12,16,61
"S00124768",108,23,12,73
"S00124769",82,12,14,56
"S00124770",177,17,16,144
"S00124771",84,7,12,65
"S00124772",79,11,18,50
"S00124773",131,8,15,108
"S00124774",60,15,8,37
"S00124775",63,14,14,35
"S00124776",79,11,12,56
"S00124777",53,6,6,41
"S00124778",64,15,4,45
"S00124779",70,8,14,48
"S00124780",195,48,16,131
"S00124781",58,16,10,32
"S00124782",122,13,22,87
"S00124783",54,6,5,43
"S00124784",116,10,12,94
"S00124785",145,14,16,115
"S00124786",105,7,14,84
"S00124787",144,11,30,103
"S00124788",122,9,15,98
"S00124789",61,8,10,43
"S00124790",101,16,6,79
"S00124791",149,15,22,112
"S00124792",128,17,16,95
"S00124793",119,13,17,89
"S00124794",98,19,11,68
"S00124795",133,17,10,106
"S00124796",101,15,6,80
"S00124797",191,16,19,156
"S00124798",152,14,18,120
"S00124799",55,6,5,44
"S00124800",97,12,7,78
"S00124801",72,4,4,64
"S00124802",74,3,9,62
"S00124803",158,10,5,143
"S00124804",93,7,5,81
"S00124805",102,4,1,97
"S00124806",122,21,16,85
"S00124807",68,5,6,57
"S00124808",211,16,24,171
"S00124809",202,19,17,166
"S00124810",185,5,18,162
"S00124811",143,11,21,111
"S00124812",98,7,10,81
"S00124813",105,9,10,86
"S00124814",122,13,5,104
"S00124815",102,14,10,78
"S00124816",91,19,10,62
"S00124817",160,21,14,125
"S00124818",59,3,13,43
"S00124819",108,5,8,95
"S00124820",120,11,8,101
"S00124821",127,13,17,97
"S00124822",99,1,8,90
"S00124823",135,12,13,110
"S00124824",78,8,4,66
"S00124825",69,7,6,56
"S00124826",143,9,13,121
"S00124827",118,11,12,95
"S00124828",74,15,10,49
"S00124829",125,7,9,109
"S00124830",130,6,8,116
"S00124831",108,10,14,84
"S00124832",99,11,11,77
"S00124833",92,10,15,67
"S00124834",104,10,19,75
"S00124835",95,13,9,73
"S00124836",91,7,10,74
"S00124837",144,25,18,101
"S00124838",169,18,15,136
"S00124839",62,10,7,45
"S00124840",97,18,13,66
"S00124841",141,10,9,122
"S00124842",84,9,11,64
"S00124843",157,8,19,130
"S00124844",86,10,17,59
"S00124845",104,6,11,87
"S00124846",111,9,7,95
"S00124847",82,4,11,67
"S00124848",126,13,14,99
"S00124849",129,12,8,109
"S00124850",155,10,21,124
"S00124851",68,9,9,50
"S00124852",81,15,10,56
"S00124853",176,53,21,102
"S00124854",141,5,12,124
"S00124855",82,6,8,68
"S00124856",126,18,5,103
"S00124857",156,11,14,131
"S00124858",170,18,27,125
"S00124859",83,11,11,61
"S00124860",88,17,7,64
"S00124861",99,16,14,69
"S00124862",86,11,9,66
"S00124863",68,9,5,54
"S00124864",126,10,15,101
"S00124865",96,7,10,79
"S00124866",164,21,19,124
"S00124867",82,6,3,73
"S00124868",192,16,24,152
"S00124869",194,19,22,153
"S00124870",123,13,13,97
"S00124871",135,13,12,110
"S00124872",116,12,13,91
"S00124873",111,12,14,85
"S00124874",91,8,5,78
"S00124875",87,7,10,70
"S00124876",158,15,14,129
"S00124877",181,31,22,128
"S00124878",100,10,7,83
"S00124879",69,30,12,27
"S00124880",198,11,11,176
"S00124881",142,21,17,104
"S00124882",192,20,20,152
"S00124883",178,18,23,137
"S00124884",205,17,19,169
"S00124885",104,21,17,66
"S00124886",124,12,11,101
"S00124887",146,19,16,111
"S00124888",140,14,18,108
"S00124889",238,31,10,197
"S00124890",159,18,15,126
"S00124891",163,8,10,145
"S00124892",151,12,18,121
"S00124893",125,9,7,109
"S00124894",122,11,10,101
"S00124895",128,13,18,97
"S00124896",134,12,15,107
"S00124897",114,1,6,107
"S00124898",152,8,8,136
"S00124899",154,8,11,135
"S00124900",137,7,14,116
"S00124901",94,5,9,80
"S00124902",86,10,7,69
"S00124903",152,15,15,122
"S00124904",182,10,13,159
"S00124905",107,15,3,89
"S00124906",68,8,2,58
"S00124907",128,12,13,103
"S00124908",159,21,22,116
"S00124909",131,21,13,97
"S00124910",164,28,11,125
"S00124911",146,19,13,114
"S00124912",160,14,11,135
"S00124913",76,11,5,60
"S00124914",137,18,14,105
"S00124915",61,6,8,47
"S00124916",108,18,9,81
"S00124917",126,10,7,109
"S00124918",109,16,9,84
"S00124919",168,15,12,141
"S00124920",114,15,12,87
"S00124921",112,21,12,79
"S00124922",84,17,11,56
"S00124923",129,2,6,121
"S00124924",211,18,18,175
"S00124925",104,10,7,87
"S00124926",146,11,17,118
"S00124927",133,13,15,105
"S00124928",146,11,18,117
"S00124929",122,19,11,92
"S00124930",90,11,4,75
"S00124931",113,11,17,85
"S00124932",110,7,10,93
"S00124933",130,30,14,86
"S00124934",141,14,13,114
"S00124935",107,9,13,85
"S00124936",122,12,9,101
"S00124937",75,7,13,55
"S00124938",196,55,16,125
"S00124939",138,18,22,98
"S00124940",101,17,10,74
"S00124941",127,15,18,94
"S00124942",111,11,14,86
"S00124943",132,7,13,112
"S00124944",166,23,23,120
"S00124945",126,23,14,89
"S00124946",121,8,11,102
"S00124947",112,14,18,80
"S00124948",65,3,7,55
"S00124949",71,5,7,59
"S00124950",144,19,21,104
"S00124951",126,7,4,115
"S00124952",130,8,10,112
"S00124953",105,10,16,79
"S00124954",158,4,10,144
"S00124955",140,13,15,112
"S00124956",126,6,7,113
"S00124957",143,18,16,109
"S00124958",130,7,23,100
"S00124959",91,3,4,84
"S00124960",104,7,11,86
"S00124961",165,12,12,141
"S00124962",165,9,15,141
"S00124963",114,27,26,61
"S00124964",175,14,15,146
"S00124965",150,11,19,120
"S00124966",177,15,12,150
"S00124967",148,15,17,116
"S00124968",119,9,11,99
"S00124969",144,10,16,118
"S00124970",159,18,12,129
"S00124971",159,24,11,124
"S00124972",148,19,15,114
"S00124973",110,8,14,88
"S00124974",103,11,10,82
"S00124975",87,6,13,68
"S00124976",107,4,2,101
"S00124977",239,56,27,156
"S00124978",123,6,12,105
"S00124979",147,14,10,123
"S00124980",115,22,8,85
"S00124981",151,20,19,112
"S00124982",98,13,14,71
"S00124983",98,15,9,74
"S00124984",85,10,18,57
"S00124985",142,22,16,104
"S00124986",127,16,16,95
"S00124987",94,18,11,65
"S00124988",150,13,17,120
"S00124989",112,24,13,75
"S00124990",164,25,23,116
"S00124991",161,15,12,134
"S00124992",118,20,16,82
"S00124993",197,23,17,157
"S00124994",152,24,18,110
"S00124995",97,10,5,82
"S00124996",165,19,19,127
"S00124997",182,31,17,134
"S00124998",106,9,11,86
"S00124999",108,17,8,83
"S00125000",119,11,7,101
"S00125001",142,19,21,102
"S00125002",217,6,13,198
"S00125003",102,23,13,66
"S00125004",103,18,15,70
"S00125005",179,4,11,164
"S00125006",119,8,6,105
"S00125007",86,6,5,75
"S00125008",135,2,5,128
"S00125009",101,16,11,74
"S00125010",103,5,12,86
"S00125011",149,10,7,132
"S00125012",187,16,20,151
"S00125013",208,20,19,169
"S00125014",128,10,15,103
"S00125015",135,10,14,111
"S00125016",111,9,17,85
"S00125017",78,15,6,57
"S00125018",115,8,7,100
"S00125019",109,10,14,85
"S00125020",174,9,21,144
"S00125021",128,14,7,107
"S00125022",141,4,9,128
"S00125023",160,19,10,131
"S00125024",110,17,15,78
"S00125025",135,22,16,97
"S00125026",140,14,16,110
"S00125027",170,13,15,142
"S00125028",108,5,8,95
"S00125029",94,7,9,78
"S00125030",73,8,2,63
"S00125031",156,21,22,113
"S00125032",129,19,26,84
"S00125033",126,13,14,99
"S00125034",193,22,25,146
"S00125035",117,12,4,101
"S00125036",129,9,13,107
"S00125037",85,7,7,71
"S00125038",119,17,15,87
"S00125039",181,13,16,152
"S00125040",158,18,19,121
"S00125041",184,22,15,147
"S00125042",182,13,10,159
"S00125043",99,10,8,81
"S00125044",162,23,11,128
"S00125045",166,20,18,128
"S00125046",75,11,10,54
"S00125047",147,31,12,104
"S00125048",105,4,10,91
"S00125049",108,5,13,90
"S00125050",168,14,11,143
"S00125051",82,21,13,48
"S00125052",137,26,16,95
"S00125053",98,18,16,64
"S00125054",88,16,12,60
"S00125055",89,8,9,72
"S00125056",141,17,4,120
"S00125057",76,11,5,60
"S00125058",117,12,14,91
"S00125059",112,12,8,92
"S00125060",110,7,11,92
"S00125061",94,16,16,62
"S00125062",116,16,13,87
"S00125063",69,29,10,30
"S00125064",87,21,16,50
"S00125065",54,14,9,31
"S00125066",75,9,17,49
"S00125067",102,22,14,66
"S00125068",71,18,13,40
"S00125069",63,11,7,45
"S00125070",95,16,12,67
"S00125071",112,11,16,85
"S00125072",79,10,7,62
"S00125073",121,14,15,92
"S00125074",121,22,8,91
"S00125075",132,11,9,112
"S00125076",97,9,11,77
"S00125077",122,21,16,85
"S00125078",101,13,12,76
"S00125079",202,30,21,151
"S00125080",137,25,9,103
"S00125081",99,11,9,79
"S00125082",64,1,6,57
"S00125083",96,21,11,64
"S00125084",51,26,11,14
"S00125085",159,14,17,128
"S00125086",138,12,14,112
"S00125087",86,19,3,64
"S00125088",96,14,11,71
"S00125089",83,21,14,48
"S00125090",156,33,13,110
"S00125091",80,15,9,56
"S00125092",72,11,8,53
"S00125093",72,5,7,60
"S00125094",196,16,21,159
"S00125095",73,18,9,46
"S00125096",111,15,13,83
"S00125097",79,10,16,53
"S00125098",83,11,13,59
"S00125099",185,3,8,174
"S00125100",179,19,7,153
"S00125101",103,2,7,94
"S00125102",87,2,5,80
"S00125103",96,38,15,43
"S00125104",54,11,10,33
"S00125105",70,6,8,56
"S00125106",81,7,3,71
"S00125107",135,10,8,117
"S00125108",87,1,8,78
"S00125109",153,12,19,122
"S00125110",119,4,8,107
"S00125111",99,15,16,68
"S00125112",195,11,15,169
"S00125113",59,0,4,55
"S00125114",98,1,8,89
"S00125115",83,3,10,70
"S00125116",74,5,12,57
"S00125117",109,16,8,85
"S00125118",103,16,11,76
"S00125119",99,5,7,87
"S00125120",69,7,9,53
"S00125121",57,2,5,50
"S00125122",101,13,20,68
"S00125123",68,9,13,46
"S00125124",57,9,10,38
"S00125125",50,6,7,37
"S00125126",104,8,13,83
"S00125127",77,11,11,55
"S00125128",642,52,68,522
"S00125129",207,22,18,167
"S00125130",92,13,7,72
"S00125131",57,17,7,33
"S00125132",144,13,20,111
"S00125133",57,3,8,46
"S00125134",106,25,8,73
"S00125135",131,17,15,99
"S00125136",122,6,4,112
"S00125137",74,8,6,60
"S00125138",89,5,6,78
"S00125139",105,6,5,94
"S00125140",98,16,11,71
"S00125141",87,14,5,68
"S00125142",173,61,24,88
"S00125143",119,7,9,103
"S00125144",67,16,10,41
"S00125145",135,7,15,113
"S00125146",102,7,5,90
"S00125147",189,5,9,175
"S00125148",76,13,5,58
"S00125149",70,12,15,43
"S00125150",62,4,6,52
"S00125151",113,13,17,83
"S00125152",89,7,4,78
"S00125153",77,7,11,59
"S00125154",151,47,25,79
"S00125155",90,14,10,66
"S00125156",83,3,7,73
"S00125157",216,6,8,202
"S00125158",96,14,8,74
"S00125159",121,14,13,94
"S00125160",96,21,13,62
"S00125161",62,26,11,25
"S00125162",158,9,8,141
"S00125163",153,5,9,139
"S00125164",119,14,6,99
"S00125165",127,10,16,101
"S00125166",89,22,12,55
"S00125167",98,18,11,69
"S00125168",77,11,9,57
"S00125169",105,11,11,83
"S00125170",61,7,6,48
"S00125171",122,17,16,89
"S00125172",141,11,14,116
"S00125173",205,10,23,172
"S00125174",175,15,20,140
"S00125175",94,3,8,83
"S00125176",85,18,10,57
"S00125177",72,4,5,63
"S00125178",78,10,13,55
"S00125179",144,20,10,114
