"dz_2001","la_name","year","total","not_good"
"S01001916","City of Edinburgh",2001,815,52
"S01001917","City of Edinburgh",2001,724,60
"S01001918","City of Edinburgh",2001,866,55
"S01001919","City of Edinburgh",2001,1088,66
"S01001920","City of Edinburgh",2001,720,75
"S01001921","City of Edinburgh",2001,602,87
"S01001922","City of Edinburgh",2001,782,32
"S01001923","City of Edinburgh",2001,571,76
"S01001924","City of Edinburgh",2001,729,40
"S01001925","City of Edinburgh",2001,807,32
"S01001926","City of Edinburgh",2001,644,52
"S01001927","City of Edinburgh",2001,913,60
"S01001928","City of Edinburgh",2001,1097,225
"S01001929","City of Edinburgh",2001,961,42
"S01001930","City of Edinburgh",2001,772,36
"S01001931","City of Edinburgh",2001,754,112
"S01001932","City of Edinburgh",2001,1338,144
"S01001933","City of Edinburgh",2001,866,40
"S01001934","City of Edinburgh",2001,1278,141
"S01001935","City of Edinburgh",2001,720,106
"S01001936","City of Edinburgh",2001,1170,91
"S01001937","City of Edinburgh",2001,1170,138
"S01001938","City of Edinburgh",2001,808,61
"S01001939","City of Edinburgh",2001,475,32
"S01001940","City of Edinburgh",2001,926,34
"S01001941","City of Edinburgh",2001,1097,36
"S01001942","City of Edinburgh",2001,562,39
"S01001943","City of Edinburgh",2001,621,70
"S01001944","City of Edinburgh",2001,782,110
"S01001945","City of Edinburgh",2001,729,54
"S01001946","City of Edinburgh",2001,838,97
"S01001947","City of Edinburgh",2001,1253,91
"S01001948","City of Edinburgh",2001,1058,129
"S01001949","City of Edinburgh",2001,724,78
"S01001950","City of Edinburgh",2001,907,80
"S01001951","City of Edinburgh",2001,1207,197
"S01001952","City of Edinburgh",2001,764,35
"S01001953","City of Edinburgh",2001,926,42
"S01001954","City of Edinburgh",2001,447,45
"S01001955","City of Edinburgh",2001,1096,149
"S01001956","City of Edinburgh",2001,963,126
"S01001957","City of Edinburgh",2001,382,69
"S01001958","City of Edinburgh",2001,876,134
"S01001959","City of Edinburgh",2001,624,46
"S01001960","City of Edinburgh",2001,879,39
"S01001961","City of Edinburgh",2001,1116,60
"S01001962","City of Edinburgh",2001,940,82
"S01001963","City of Edinburgh",2001,1082,84
"S01001964","City of Edinburgh",2001,941,45
"S01001965","City of Edinburgh",2001,830,108
"S01001966","City of Edinburgh",2001,1929,269
"S01001967","City of Edinburgh",2001,675,36
"S01001968","City of Edinburgh",2001,836,63
"S01001969","City of Edinburgh",2001,648,61
"S01001970","City of Edinburgh",2001,780,49
"S01001971","City of Edinburgh",2001,914,136
"S01001972","City of Edinburgh",2001,765,26
"S01001973","City of Edinburgh",2001,828,42
"S01001974","City of Edinburgh",2001,900,49
"S01001975","City of Edinburgh",2001,845,45
"S01001976","City of Edinburgh",2001,908,67
"S01001977","City of Edinburgh",2001,931,164
"S01001978","City of Edinburgh",2001,1507,226
"S01001979","City of Edinburgh",2001,630,21
"S01001980","City of Edinburgh",2001,787,31
"S01001981","City of Edinburgh",2001,806,43
"S01001982","City of Edinburgh",2001,411,65
"S01001983","City of Edinburgh",2001,765,50
"S01001984","City of Edinburgh",2001,867,80
"S01001985","City of Edinburgh",2001,976,61
"S01001986","City of Edinburgh",2001,622,14
"S01001987","City of Edinburgh",2001,1309,39
"S01001988","City of Edinburgh",2001,794,53
"S01001989","City of Edinburgh",2001,879,73
"S01001990","City of Edinburgh",2001,999,26
"S01001991","City of Edinburgh",2001,792,31
"S01001992","City of Edinburgh",2001,916,75
"S01001993","City of Edinburgh",2001,761,20
"S01001994","City of Edinburgh",2001,994,33
"S01001995","City of Edinburgh",2001,687,22
"S01001996","City of Edinburgh",2001,867,32
"S01001997","City of Edinburgh",2001,973,86
"S01001998","City of Edinburgh",2001,716,46
"S01001999","City of Edinburgh",2001,748,22
"S01002000","City of Edinburgh",2001,762,72
"S01002001","City of Edinburgh",2001,766,54
"S01002002","City of Edinburgh",2001,738,13
"S01002003","City of Edinburgh",2001,827,80
"S01002004","City of Edinburgh",2001,917,55
"S01002005","City of Edinburgh",2001,955,145
"S01002006","City of Edinburgh",2001,938,48
"S01002007","City of Edinburgh",2001,1118,67
"S01002008","City of Edinburgh",2001,863,32
"S01002009","City of Edinburgh",2001,799,33
"S01002010","City of Edinburgh",2001,514,20
"S01002011","City of Edinburgh",2001,1088,24
"S01002012","City of Edinburgh",2001,778,40
"S01002013","City of Edinburgh",2001,938,59
"S01002014","City of Edinburgh",2001,814,39
"S01002015","City of Edinburgh",2001,878,42
"S01002016","City of Edinburgh",2001,550,16
"S01002017","City of Edinburgh",2001,1227,235
"S01002018","City of Edinburgh",2001,832,42
"S01002019","City of Edinburgh",2001,788,29
"S01002020","City of Edinburgh",2001,560,10
"S01002021","City of Edinburgh",2001,965,157
"S01002022","City of Edinburgh",2001,1045,68
"S01002023","City of Edinburgh",2001,760,29
"S01002024","City of Edinburgh",2001,935,30
"S01002025","City of Edinburgh",2001,828,62
"S01002026","City of Edinburgh",2001,680,42
"S01002027","City of Edinburgh",2001,1047,44
"S01002028","City of Edinburgh",2001,2692,94
"S01002029","City of Edinburgh",2001,756,16
"S01002030","City of Edinburgh",2001,771,44
"S01002031","City of Edinburgh",2001,659,45
"S01002032","City of Edinburgh",2001,866,37
"S01002033","City of Edinburgh",2001,753,78
"S01002034","City of Edinburgh",2001,717,33
"S01002035","City of Edinburgh",2001,772,51
"S01002036","City of Edinburgh",2001,941,62
"S01002037","City of Edinburgh",2001,680,26
"S01002038","City of Edinburgh",2001,580,17
"S01002039","City of Edinburgh",2001,791,51
"S01002040","City of Edinburgh",2001,704,75
"S01002041","City of Edinburgh",2001,929,63
"S01002042","City of Edinburgh",2001,934,126
"S01002043","City of Edinburgh",2001,784,65
"S01002044","City of Edinburgh",2001,703,83
"S01002045","City of Edinburgh",2001,1319,98
"S01002046","City of Edinburgh",2001,573,61
"S01002047","City of Edinburgh",2001,761,95
"S01002048","City of Edinburgh",2001,866,42
"S01002049","City of Edinburgh",2001,1096,68
"S01002050","City of Edinburgh",2001,710,52
"S01002051","City of Edinburgh",2001,818,116
"S01002052","City of Edinburgh",2001,985,69
"S01002053","City of Edinburgh",2001,953,39
"S01002054","City of Edinburgh",2001,595,27
"S01002055","City of Edinburgh",2001,1067,43
"S01002056","City of Edinburgh",2001,942,103
"S01002057","City of Edinburgh",2001,974,60
"S01002058","City of Edinburgh",2001,777,72
"S01002059","City of Edinburgh",2001,711,57
"S01002060","City of Edinburgh",2001,742,41
"S01002061","City of Edinburgh",2001,663,54
"S01002062","City of Edinburgh",2001,625,61
"S01002063","City of Edinburgh",2001,1274,86
"S01002064","City of Edinburgh",2001,1149,105
"S01002065","City of Edinburgh",2001,764,43
"S01002066","City of Edinburgh",2001,883,90
"S01002067","City of Edinburgh",2001,978,77
"S01002068","City of Edinburgh",2001,896,77
"S01002069","City of Edinburgh",2001,600,41
"S01002070","City of Edinburgh",2001,820,112
"S01002071","City of Edinburgh",2001,706,30
"S01002072","City of Edinburgh",2001,1243,86
"S01002073","City of Edinburgh",2001,785,84
"S01002074","City of Edinburgh",2001,845,41
"S01002075","City of Edinburgh",2001,876,67
"S01002076","City of Edinburgh",2001,838,74
"S01002077","City of Edinburgh",2001,839,36
"S01002078","City of Edinburgh",2001,941,74
"S01002079","City of Edinburgh",2001,751,73
"S01002080","City of Edinburgh",2001,979,60
"S01002081","City of Edinburgh",2001,697,62
"S01002082","City of Edinburgh",2001,835,51
"S01002083","City of Edinburgh",2001,544,91
"S01002084","City of Edinburgh",2001,921,61
"S01002085","City of Edinburgh",2001,654,39
"S01002086","City of Edinburgh",2001,651,54
"S01002087","City of Edinburgh",2001,935,126
"S01002088","City of Edinburgh",2001,908,61
"S01002089","City of Edinburgh",2001,991,62
"S01002090","City of Edinburgh",2001,1256,107
"S01002091","City of Edinburgh",2001,942,73
"S01002092","City of Edinburgh",2001,1004,136
"S01002093","City of Edinburgh",2001,908,68
"S01002094","City of Edinburgh",2001,742,73
"S01002095","City of Edinburgh",2001,572,50
"S01002096","City of Edinburgh",2001,2040,62
"S01002097","City of Edinburgh",2001,801,67
"S01002098","City of Edinburgh",2001,850,102
"S01002099","City of Edinburgh",2001,1009,28
"S01002100","City of Edinburgh",2001,596,38
"S01002101","City of Edinburgh",2001,1235,157
"S01002102","City of Edinburgh",2001,779,61
"S01002103","City of Edinburgh",2001,744,40
"S01002104","City of Edinburgh",2001,1130,166
"S01002105","City of Edinburgh",2001,1021,40
"S01002106","City of Edinburgh",2001,1243,111
"S01002107","City of Edinburgh",2001,546,28
"S01002108","City of Edinburgh",2001,1042,66
"S01002109","City of Edinburgh",2001,1161,50
"S01002110","City of Edinburgh",2001,687,16
"S01002111","City of Edinburgh",2001,1023,49
"S01002112","City of Edinburgh",2001,1200,65
"S01002113","City of Edinburgh",2001,762,38
"S01002114","City of Edinburgh",2001,715,27
"S01002115","City of Edinburgh",2001,1055,50
"S01002116","City of Edinburgh",2001,1006,98
"S01002117","City of Edinburgh",2001,1019,97
"S01002118","City of Edinburgh",2001,895,103
"S01002119","City of Edinburgh",2001,602,68
"S01002120","City of Edinburgh",2001,762,27
"S01002121","City of Edinburgh",2001,705,56
"S01002122","City of Edinburgh",2001,986,77
"S01002123","City of Edinburgh",2001,1438,56
"S01002124","City of Edinburgh",2001,995,49
"S01002125","City of Edinburgh",2001,1262,110
"S01002126","City of Edinburgh",2001,880,64
"S01002127","City of Edinburgh",2001,728,64
"S01002128","City of Edinburgh",2001,886,42
"S01002129","City of Edinburgh",2001,979,125
"S01002130","City of Edinburgh",2001,656,28
"S01002131","City of Edinburgh",2001,904,54
"S01002132","City of Edinburgh",2001,790,76
"S01002133","City of Edinburgh",2001,1096,44
"S01002134","City of Edinburgh",2001,618,28
"S01002135","City of Edinburgh",2001,863,29
"S01002136","City of Edinburgh",2001,1069,48
"S01002137","City of Edinburgh",2001,1097,80
"S01002138","City of Edinburgh",2001,714,75
"S01002139","City of Edinburgh",2001,890,44
"S01002140","City of Edinburgh",2001,906,111
"S01002141","City of Edinburgh",2001,871,49
"S01002142","City of Edinburgh",2001,1050,67
"S01002143","City of Edinburgh",2001,958,78
"S01002144","City of Edinburgh",2001,721,40
"S01002145","City of Edinburgh",2001,976,40
"S01002146","City of Edinburgh",2001,913,44
"S01002147","City of Edinburgh",2001,965,121
"S01002148","City of Edinburgh",2001,864,44
"S01002149","City of Edinburgh",2001,1022,123
"S01002150","City of Edinburgh",2001,855,54
"S01002151","City of Edinburgh",2001,1381,149
"S01002152","City of Edinburgh",2001,821,45
"S01002153","City of Edinburgh",2001,540,33
"S01002154","City of Edinburgh",2001,895,124
"S01002155","City of Edinburgh",2001,1012,133
"S01002156","City of Edinburgh",2001,759,24
"S01002157","City of Edinburgh",2001,816,25
"S01002158","City of Edinburgh",2001,922,35
"S01002159","City of Edinburgh",2001,754,48
"S01002160","City of Edinburgh",2001,987,133
"S01002161","City of Edinburgh",2001,710,57
"S01002162","City of Edinburgh",2001,1224,76
"S01002163","City of Edinburgh",2001,1212,89
"S01002164","City of Edinburgh",2001,854,59
"S01002165","City of Edinburgh",2001,1333,87
"S01002166","City of Edinburgh",2001,804,31
"S01002167","City of Edinburgh",2001,660,84
"S01002168","City of Edinburgh",2001,1138,103
"S01002169","City of Edinburgh",2001,909,42
"S01002170","City of Edinburgh",2001,871,150
"S01002171","City of Edinburgh",2001,624,53
"S01002172","City of Edinburgh",2001,736,47
"S01002173","City of Edinburgh",2001,953,68
"S01002174","City of Edinburgh",2001,913,68
"S01002175","City of Edinburgh",2001,973,66
"S01002176","City of Edinburgh",2001,973,66
"S01002177","City of Edinburgh",2001,790,32
"S01002178","City of Edinburgh",2001,1039,62
"S01002179","City of Edinburgh",2001,692,43
"S01002180","City of Edinburgh",2001,616,24
"S01002181","City of Edinburgh",2001,762,56
"S01002182","City of Edinburgh",2001,731,38
"S01002183","City of Edinburgh",2001,842,67
"S01002184","City of Edinburgh",2001,792,36
"S01002185","City of Edinburgh",2001,1086,148
"S01002186","City of Edinburgh",2001,737,32
"S01002187","City of Edinburgh",2001,1210,31
"S01002188","City of Edinburgh",2001,783,51
"S01002189","City of Edinburgh",2001,732,69
"S01002190","City of Edinburgh",2001,906,63
"S01002191","City of Edinburgh",2001,801,133
"S01002192","City of Edinburgh",2001,866,100
"S01002193","City of Edinburgh",2001,916,36
"S01002194","City of Edinburgh",2001,744,98
"S01002195","City of Edinburgh",2001,1211,98
"S01002196","City of Edinburgh",2001,667,48
"S01002197","City of Edinburgh",2001,722,69
"S01002198","City of Edinburgh",2001,852,71
"S01002199","City of Edinburgh",2001,745,46
"S01002200","City of Edinburgh",2001,915,52
"S01002201","City of Edinburgh",2001,1109,31
"S01002202","City of Edinburgh",2001,982,29
"S01002203","City of Edinburgh",2001,646,17
"S01002204","City of Edinburgh",2001,711,121
"S01002205","City of Edinburgh",2001,767,36
"S01002206","City of Edinburgh",2001,1116,121
"S01002207","City of Edinburgh",2001,844,48
"S01002208","City of Edinburgh",2001,674,28
"S01002209","City of Edinburgh",2001,1081,99
"S01002210","City of Edinburgh",2001,610,24
"S01002211","City of Edinburgh",2001,570,132
"S01002212","City of Edinburgh",2001,1442,208
"S01002213","City of Edinburgh",2001,1044,51
"S01002214","City of Edinburgh",2001,768,35
"S01002215","City of Edinburgh",2001,1322,135
"S01002216","City of Edinburgh",2001,1620,277
"S01002217","City of Edinburgh",2001,1266,126
"S01002218","City of Edinburgh",2001,556,29
"S01002219","City of Edinburgh",2001,672,34
"S01002220","City of Edinburgh",2001,792,24
"S01002221","City of Edinburgh",2001,874,102
"S01002222","City of Edinburgh",2001,836,47
"S01002223","City of Edinburgh",2001,904,44
"S01002224","City of Edinburgh",2001,1001,48
"S01002225","City of Edinburgh",2001,985,80
"S01002226","City of Edinburgh",2001,1206,54
"S01002227","City of Edinburgh",2001,835,135
"S01002228","City of Edinburgh",2001,978,81
"S01002229","City of Edinburgh",2001,785,35
"S01002230","City of Edinburgh",2001,972,74
"S01002231","City of Edinburgh",2001,1136,42
"S01002232","City of Edinburgh",2001,974,136
"S01002233","City of Edinburgh",2001,931,121
"S01002234","City of Edinburgh",2001,783,77
"S01002235","City of Edinburgh",2001,1119,64
"S01002236","City of Edinburgh",2001,907,131
"S01002237","City of Edinburgh",2001,1433,92
"S01002238","City of Edinburgh",2001,567,90
"S01002239","City of Edinburgh",2001,1366,204
"S01002240","City of Edinburgh",2001,974,92
"S01002241","City of Edinburgh",2001,1006,124
"S01002242","City of Edinburgh",2001,788,46
"S01002243","City of Edinburgh",2001,767,51
"S01002244","City of Edinburgh",2001,841,85
"S01002245","City of Edinburgh",2001,3179,84
"S01002246","City of Edinburgh",2001,961,95
"S01002247","City of Edinburgh",2001,866,148
"S01002248","City of Edinburgh",2001,1481,73
"S01002249","City of Edinburgh",2001,1018,159
"S01002250","City of Edinburgh",2001,1160,54
"S01002251","City of Edinburgh",2001,744,34
"S01002252","City of Edinburgh",2001,744,58
"S01002253","City of Edinburgh",2001,1005,124
"S01002254","City of Edinburgh",2001,890,104
"S01002255","City of Edinburgh",2001,1657,195
"S01002256","City of Edinburgh",2001,1131,65
"S01002257","City of Edinburgh",2001,713,51
"S01002258","City of Edinburgh",2001,1065,103
"S01002259","City of Edinburgh",2001,537,39
"S01002260","City of Edinburgh",2001,1053,46
"S01002261","City of Edinburgh",2001,1022,69
"S01002262","City of Edinburgh",2001,789,57
"S01002263","City of Edinburgh",2001,794,31
"S01002264","City of Edinburgh",2001,867,47
"S01002265","City of Edinburgh",2001,1490,170
"S01002266","City of Edinburgh",2001,592,57
"S01002267","City of Edinburgh",2001,972,119
"S01002268","City of Edinburgh",2001,715,34
"S01002269","City of Edinburgh",2001,910,62
"S01002270","City of Edinburgh",2001,1513,126
"S01002271","City of Edinburgh",2001,853,63
"S01002272","City of Edinburgh",2001,818,51
"S01002273","City of Edinburgh",2001,792,87
"S01002274","City of Edinburgh",2001,1155,169
"S01002275","City of Edinburgh",2001,1225,177
"S01002276","City of Edinburgh",2001,1018,34
"S01002277","City of Edinburgh",2001,936,115
"S01002278","City of Edinburgh",2001,1064,115
"S01002279","City of Edinburgh",2001,1170,157
"S01002280","City of Edinburgh",2001,797,65
"S01002281","City of Edinburgh",2001,943,114
"S01002282","City of Edinburgh",2001,341,66
"S01002283","City of Edinburgh",2001,744,62
"S01002284","City of Edinburgh",2001,2223,217
"S01002285","City of Edinburgh",2001,1128,175
"S01002286","City of Edinburgh",2001,783,89
"S01002287","City of Edinburgh",2001,772,51
"S01002288","City of Edinburgh",2001,1157,79
"S01002289","City of Edinburgh",2001,1077,177
"S01002290","City of Edinburgh",2001,943,116
"S01002291","City of Edinburgh",2001,838,149
"S01002292","City of Edinburgh",2001,1178,163
"S01002293","City of Edinburgh",2001,874,48
"S01002294","City of Edinburgh",2001,632,48
"S01002295","City of Edinburgh",2001,758,36
"S01002297","City of Edinburgh",2001,929,104
"S01002298","City of Edinburgh",2001,744,36
"S01002299","City of Edinburgh",2001,841,44
"S01002300","City of Edinburgh",2001,792,40
"S01002301","City of Edinburgh",2001,1577,59
"S01002302","City of Edinburgh",2001,1105,116
"S01002303","City of Edinburgh",2001,832,99
"S01002304","City of Edinburgh",2001,1543,151
