"output_area","ALL PEOPLE","Economically active","   Employee total","     Employee Part-time","     Employee Full-time","   Self-employed with employees total","     Self-employed with employees - Part-time","     Self-employed with employees - Full-time","   Self-employed without employees total","     Self-employed without employees - Part-time","     Self-employed without employees - Full-time","     Unemployed","     Full-time students","Economically inactive","     Retired","     Student","     Looking after home/family","     Permanently sick/disabled","     Other"
"60QA000304",15,4,4,2,2,0,0,0,0,0,0,0,0,11,8,0,0,2,1
"60QA000305",57,42,34,6,28,1,0,1,2,0,2,1,4,15,7,7,0,0,1
"60QA000306",58,48,44,8,36,0,0,0,2,1,1,2,0,10,7,1,1,1,0
"60QA000307",59,36,32,7,25,0,0,0,2,1,1,1,1,23,9,3,5,3,3
"60QA000308",43,29,22,2,20,0,0,0,1,0,1,1,5,14,4,7,1,1,1
"60QA000309",137,99,85,14,71,3,0,3,6,0,6,0,5,38,26,1,6,3,2
"60QA000310",105,76,66,9,57,1,0,1,4,4,0,2,3,29,9,9,3,3,5
"60QA000311",91,73,55,3,52,0,0,0,3,1,2,4,11,18,2,11,0,2,3
"60QA000312",52,18,11,1,10,0,0,0,4,2,2,3,0,34,30,2,1,1,0
"60QA000313",96,53,41,9,32,3,0,3,1,0,1,5,3,43,22,4,5,6,6
"60QA000314",96,60,53,16,37,1,0,1,3,0,3,2,1,36,16,3,2,10,5
"60QA000315",98,52,34,9,25,1,0,1,0,0,0,3,14,46,11,31,1,1,2
"60QA000316",74,48,41,14,27,0,0,0,2,0,2,5,0,26,9,3,3,5,6
"60QA000317",68,45,42,10,32,1,0,1,1,1,0,1,0,23,15,2,2,3,1
"60QA000318",110,74,59,14,45,2,0,2,1,0,1,5,7,36,16,8,4,5,3
"60QA000319",128,99,78,13,65,0,0,0,0,0,0,0,21,29,7,11,4,5,2
"60QA000320",138,80,65,18,47,2,1,1,1,1,0,6,6,58,28,8,8,6,8
"60QA000321",122,85,68,26,42,4,3,1,4,1,3,3,6,37,15,3,6,9,4
"60QA000322",69,38,32,10,22,1,1,0,0,0,0,3,2,31,9,3,6,7,6
"60QA000323",78,43,37,15,22,3,0,3,2,0,2,0,1,35,19,3,3,8,2
"60QA000324",46,22,21,3,18,0,0,0,0,0,0,0,1,24,20,0,2,2,0
"60QA000325",80,53,44,9,35,2,0,2,0,0,0,2,5,27,12,6,3,4,2
"60QA000326",91,61,50,15,35,3,0,3,3,0,3,2,3,30,10,1,6,10,3
"60QA000327",86,57,49,13,36,3,0,3,2,1,1,2,1,29,14,2,3,8,2
"60QA000328",142,98,78,28,50,2,0,2,3,0,3,2,13,44,12,10,4,15,3
"60QA000329",131,77,63,20,43,2,0,2,1,1,0,4,7,54,25,5,7,10,7
"60QA000330",39,24,19,4,15,1,1,0,1,0,1,1,2,15,7,1,5,1,1
"60QA000331",88,49,39,12,27,0,0,0,1,0,1,4,5,39,11,5,3,18,2
"60QA000332",63,34,23,7,16,1,1,0,2,1,1,4,4,29,13,2,2,11,1
"60QA000333",45,29,25,5,20,0,0,0,0,0,0,1,3,16,9,2,2,3,0
"60QA000334",100,65,56,16,40,1,1,0,1,0,1,4,3,35,14,5,6,7,3
"60QA000335",118,66,54,15,39,1,0,1,0,0,0,4,7,52,17,5,12,12,6
"60QA000336",88,53,44,10,34,2,1,1,3,0,3,4,0,35,17,2,3,8,5
"60QA000337",89,66,55,17,38,4,0,4,2,1,1,0,5,23,11,2,7,2,1
"60QA000338",106,62,48,7,41,2,0,2,8,3,5,1,3,44,34,2,3,2,3
"60QA000339",101,83,71,8,63,3,1,2,4,0,4,4,1,18,5,3,4,2,4
"60QA000340",83,62,51,11,40,5,2,3,5,2,3,0,1,21,16,3,1,0,1
"60QA000341",81,49,40,10,30,5,0,5,3,1,2,0,1,32,22,1,4,3,2
"60QA000342",75,56,49,8,41,1,1,0,2,1,1,0,4,19,13,0,4,0,2
"60QA000343",82,49,39,7,32,1,0,1,5,2,3,0,4,33,24,3,2,2,2
"60QA000344",114,84,72,17,55,2,1,1,6,3,3,3,1,30,16,3,5,4,2
"60QA000345",82,53,41,9,32,2,0,2,7,1,6,1,2,29,18,5,4,1,1
"60QA000346",74,42,31,11,20,4,1,3,3,1,2,2,2,32,25,1,3,2,1
"60QA000347",78,43,31,8,23,3,1,2,5,2,3,2,2,35,25,2,3,5,0
"60QA000348",52,22,18,3,15,1,1,0,3,0,3,0,0,30,21,0,6,1,2
"60QA000349",71,38,32,7,25,1,0,1,3,1,2,2,0,33,24,1,1,3,4
"60QA000350",76,54,48,12,36,2,0,2,3,0,3,0,1,22,15,2,4,1,0
"60QA000351",91,64,55,16,39,1,0,1,3,2,1,2,3,27,25,0,0,1,1
"60QA000352",76,49,34,6,28,5,0,5,4,0,4,3,3,27,21,0,5,1,0
"60QA000353",81,49,39,11,28,6,1,5,1,1,0,0,3,32,23,2,4,0,3
"60QA000354",72,44,35,16,19,4,0,4,3,1,2,0,2,28,23,1,1,1,2
"60QA000355",72,42,32,4,28,2,0,2,3,1,2,4,1,30,20,1,4,2,3
"60QA000356",117,69,55,14,41,4,0,4,7,5,2,0,3,48,31,4,7,3,3
"60QA000357",132,98,79,16,63,3,0,3,10,3,7,0,6,34,20,1,6,4,3
"60QA000358",113,70,59,13,46,4,0,4,5,1,4,0,2,43,26,3,9,4,1
"60QA000359",115,85,71,15,56,4,0,4,4,0,4,0,6,30,18,3,4,3,2
"60QA000360",72,48,40,15,25,1,0,1,4,0,4,0,3,24,19,1,2,1,1
"60QA000361",55,36,34,8,26,0,0,0,1,1,0,0,1,19,13,0,2,3,1
"60QA000362",75,52,48,8,40,2,0,2,1,1,0,0,1,23,15,3,4,0,1
"60QA000363",119,72,58,15,43,5,1,4,3,1,2,0,6,47,33,2,9,3,0
"60QA000364",117,57,48,10,38,0,0,0,5,1,4,2,2,60,40,4,11,2,3
"60QA000365",91,49,32,6,26,8,2,6,6,3,3,1,2,42,25,5,8,3,1
"60QA000366",40,22,13,3,10,2,0,2,4,2,2,1,2,18,14,2,1,0,1
"60QA000367",53,39,28,0,28,2,0,2,1,0,1,2,6,14,8,1,2,0,3
"60QA000368",39,19,16,6,10,0,0,0,1,0,1,2,0,20,12,2,0,2,4
"60QA000369",68,52,47,5,42,1,0,1,2,2,0,1,1,16,11,0,1,2,2
"60QA000370",113,81,60,11,49,3,0,3,10,3,7,1,7,32,22,2,5,3,0
"60QA000371",78,56,45,12,33,2,1,1,3,1,2,1,5,22,16,1,1,2,2
"60QA000372",76,50,42,11,31,2,0,2,0,0,0,1,5,26,16,2,5,1,2
"60QA000373",72,47,37,10,27,3,0,3,3,0,3,2,2,25,14,4,3,0,4
"60QA000374",81,61,52,9,43,4,0,4,3,1,2,0,2,20,9,2,4,5,0
"60QA000375",58,39,31,5,26,4,0,4,1,0,1,1,2,19,14,2,0,1,2
"60QA000376",112,69,52,15,37,3,0,3,6,4,2,1,7,43,19,4,6,8,6
"60QA000377",93,67,48,7,41,8,2,6,4,3,1,1,6,26,17,2,6,1,0
"60QA000378",66,36,30,8,22,0,0,0,2,1,1,2,2,30,28,0,1,0,1
"60QA000379",114,77,63,15,48,3,0,3,5,2,3,2,4,37,18,1,12,2,4
"60QA000380",52,45,34,6,28,1,0,1,2,0,2,3,5,7,6,0,1,0,0
"60QA000381",81,56,48,11,37,0,0,0,5,0,5,1,2,25,13,3,3,4,2
"60QA000382",70,44,38,7,31,2,0,2,2,0,2,0,2,26,17,3,2,3,1
"60QA000383",108,62,55,18,37,2,1,1,2,1,1,1,2,46,28,2,4,10,2
"60QA000384",83,44,34,6,28,0,0,0,5,1,4,2,3,39,23,1,3,7,5
"60QA000385",98,64,53,16,37,2,1,1,2,0,2,1,6,34,21,1,5,4,3
"60QA000386",104,77,65,14,51,6,1,5,4,2,2,1,1,27,15,4,5,2,1
"60QA000387",73,56,46,0,46,0,0,0,1,0,1,2,7,17,6,7,0,3,1
"60QA000388",90,75,66,1,65,2,0,2,1,0,1,4,2,15,1,11,1,0,2
"60QA000389",79,55,49,6,43,0,0,0,1,0,1,3,2,24,2,15,3,2,2
"60QA000390",74,43,34,4,30,0,0,0,3,1,2,3,3,31,22,1,3,2,3
"60QA000391",129,107,92,7,85,0,0,0,1,0,1,5,9,22,9,6,3,3,1
"60QA000392",75,27,21,7,14,1,0,1,1,0,1,1,3,48,33,2,0,8,5
"60QA000393",96,61,49,7,42,1,0,1,4,1,3,3,4,35,21,1,1,8,4
"60QA000394",53,33,27,11,16,0,0,0,0,0,0,3,3,20,13,0,1,4,2
"60QA000395",125,94,72,7,65,7,3,4,8,3,5,3,4,31,13,4,5,8,1
"60QA000396",99,47,41,12,29,1,0,1,2,0,2,1,2,52,38,5,4,3,2
"60QA000397",109,54,49,14,35,1,0,1,2,1,1,1,1,55,42,4,5,4,0
"60QA000398",65,35,30,8,22,3,0,3,2,1,1,0,0,30,23,2,4,0,1
"60QA000399",80,46,38,7,31,1,1,0,5,1,4,0,2,34,23,2,5,3,1
"60QA000400",141,95,80,24,56,3,1,2,5,2,3,1,6,46,36,5,4,0,1
"60QA000401",124,83,63,22,41,7,0,7,5,2,3,3,5,41,30,6,4,0,1
"60QA000402",86,48,32,9,23,5,1,4,4,1,3,3,4,38,27,1,7,0,3
"60QA000403",101,60,52,12,40,4,0,4,4,3,1,0,0,41,31,1,6,1,2
"60QA000404",97,66,50,11,39,6,0,6,3,1,2,1,6,31,17,3,6,5,0
"60QA000405",125,77,51,10,41,3,0,3,2,0,2,1,20,48,14,20,7,4,3
"60QA000406",74,48,33,9,24,8,2,6,4,1,3,0,3,26,14,3,6,1,2
"60QA000407",145,83,53,13,40,14,2,12,6,3,3,3,7,62,22,9,19,9,3
"60QA000408",135,83,65,23,42,10,1,9,4,2,2,1,3,52,26,12,7,5,2
"60QA000409",134,82,62,20,42,3,0,3,6,2,4,3,8,52,27,8,9,6,2
"60QA000410",79,47,42,13,29,1,0,1,3,1,2,1,0,32,23,0,4,3,2
"60QA000411",62,35,34,8,26,0,0,0,1,0,1,0,0,27,18,1,3,1,4
"60QA000412",68,28,25,7,18,0,0,0,1,0,1,2,0,40,21,2,0,12,5
"60QA000413",51,24,22,13,9,0,0,0,0,0,0,2,0,27,21,0,3,3,0
"60QA000414",57,26,23,11,12,0,0,0,1,1,0,1,1,31,15,0,5,9,2
"60QA000415",46,15,11,2,9,0,0,0,2,0,2,2,0,31,22,0,1,8,0
"60QA000416",98,61,52,17,35,1,0,1,1,0,1,5,2,37,21,2,5,7,2
"60QA000417",49,22,17,2,15,0,0,0,0,0,0,4,1,27,13,0,1,11,2
"60QA000418",75,48,37,10,27,3,0,3,2,0,2,3,3,27,22,1,2,2,0
"60QA000419",100,64,43,14,29,3,0,3,5,0,5,5,8,36,20,6,7,0,3
"60QA000420",19,4,4,1,3,0,0,0,0,0,0,0,0,15,12,0,0,3,0
"60QA000421",69,47,40,6,34,2,1,1,2,1,1,0,3,22,12,1,9,0,0
"60QA000422",60,35,30,11,19,0,0,0,0,0,0,0,5,25,14,0,3,7,1
"60QA000423",66,42,37,7,30,1,0,1,0,0,0,0,4,24,17,0,1,3,3
"60QA000424",72,49,37,10,27,2,1,1,6,2,4,1,3,23,10,4,8,0,1
"60QA000425",82,46,31,10,21,3,1,2,5,1,4,3,4,36,26,2,5,2,1
"60QA000426",85,57,31,5,26,10,1,9,7,3,4,1,8,28,16,2,8,0,2
"60QA000427",117,84,61,14,47,5,0,5,5,5,0,1,12,33,7,3,20,0,3
"60QA000428",85,41,27,8,19,1,0,1,2,1,1,4,7,44,23,5,6,4,6
"60QA000429",96,79,59,16,43,4,0,4,7,3,4,5,4,17,6,6,1,4,0
"60QA000430",82,56,47,15,32,4,1,3,3,1,2,2,0,26,11,2,6,4,3
"60QA000431",90,70,53,13,40,6,2,4,4,1,3,2,5,20,6,6,7,0,1
"60QA000432",74,52,31,5,26,8,1,7,4,0,4,1,8,22,9,5,7,0,1
"60QA000433",163,81,60,18,42,9,1,8,3,0,3,3,6,82,55,10,14,2,1
"60QA000434",142,99,76,24,52,10,1,9,1,0,1,4,8,43,12,10,15,1,5
"60QA000435",47,34,32,7,25,0,0,0,0,0,0,0,2,13,10,0,2,1,0
"60QA000436",78,54,47,11,36,0,0,0,4,0,4,0,3,24,12,3,3,6,0
"60QA000437",113,85,70,16,54,2,0,2,5,2,3,1,7,28,13,8,6,0,1
"60QA000438",95,66,54,17,37,3,0,3,6,3,3,1,2,29,19,5,4,0,1
"60QA000439",103,66,55,16,39,5,0,5,3,1,2,0,3,37,20,4,8,5,0
"60QA000440",74,46,38,4,34,1,1,0,5,1,4,1,1,28,8,3,9,4,4
"60QA000441",93,66,53,13,40,2,1,1,5,1,4,2,4,27,13,2,7,3,2
"60QA000442",107,77,60,17,43,5,2,3,6,3,3,1,5,30,16,5,8,1,0
"60QA000443",78,55,46,14,32,3,1,2,4,4,0,2,0,23,12,2,1,1,7
"60QA000444",124,87,55,17,38,8,2,6,11,4,7,1,12,37,14,5,12,1,5
"60QA000445",97,63,48,9,39,4,1,3,3,1,2,3,5,34,22,3,9,0,0
"60QA000446",152,51,39,5,34,7,0,7,2,2,0,1,2,101,7,1,12,76,5
"60QA000447",79,59,41,9,32,8,0,8,7,5,2,1,2,20,10,0,6,1,3
"60QA000448",99,49,33,8,25,6,2,4,9,3,6,0,1,50,18,7,18,6,1
"60QA000449",75,51,41,10,31,2,0,2,4,2,2,0,4,24,12,1,5,4,2
"60QA000450",49,32,23,5,18,2,0,2,4,1,3,1,2,17,5,2,1,8,1
"60QA000451",45,29,22,5,17,2,1,1,1,1,0,4,0,16,9,3,2,0,2
"60QA000452",36,22,18,2,16,0,0,0,3,0,3,1,0,14,10,1,1,1,1
"60QA000453",53,34,24,6,18,2,1,1,5,2,3,1,2,19,9,2,5,3,0
"60QA000454",100,55,42,11,31,5,1,4,4,2,2,2,2,45,19,8,15,0,3
"60QA000455",91,53,45,14,31,3,0,3,4,1,3,1,0,38,20,5,10,2,1
"60QA000456",104,71,48,12,36,13,3,10,6,1,5,0,4,33,11,5,12,1,4
"60QA000457",113,70,50,9,41,6,0,6,7,3,4,3,4,43,10,10,15,1,7
"60QA000458",81,53,38,10,28,7,1,6,3,2,1,2,3,28,14,6,5,2,1
"60QA000459",44,30,17,6,11,5,0,5,5,3,2,2,1,14,8,2,4,0,0
"60QA000460",58,34,27,11,16,1,1,0,0,0,0,4,2,24,7,3,6,3,5
"60QA000461",100,71,60,16,44,4,1,3,4,0,4,1,2,29,22,3,2,2,0
"60QA000462",63,49,39,3,36,2,0,2,5,2,3,1,2,14,8,2,1,0,3
"60QA000463",71,50,38,11,27,0,0,0,2,1,1,3,7,21,4,5,4,4,4
"60QA000464",79,56,44,15,29,2,0,2,4,0,4,3,3,23,4,1,5,6,7
"60QA000465",58,30,27,3,24,0,0,0,1,0,1,1,1,28,17,3,1,6,1
"60QA000466",50,31,25,3,22,0,0,0,0,0,0,4,2,19,4,1,1,9,4
"60QA000467",35,11,11,2,9,0,0,0,0,0,0,0,0,24,18,0,1,3,2
"60QA000468",84,59,41,4,37,2,0,2,0,0,0,7,9,25,2,7,0,8,8
"60QA000469",60,25,19,4,15,0,0,0,0,0,0,3,3,35,17,2,0,11,5
"60QA000470",59,28,23,4,19,0,0,0,2,2,0,2,1,31,15,1,3,7,5
"60QA000471",96,48,38,13,25,1,0,1,1,0,1,3,5,48,22,7,1,14,4
"60QA000472",71,49,41,3,38,0,0,0,0,0,0,1,7,22,3,12,0,7,0
"60QA000473",55,44,33,5,28,0,0,0,0,0,0,1,10,11,2,5,1,2,1
"60QA000474",72,54,42,3,39,0,0,0,3,0,3,0,9,18,0,17,0,0,1
"60QA000475",36,11,8,2,6,2,0,2,1,0,1,0,0,25,17,0,0,7,1
"60QA000476",91,56,47,2,45,1,0,1,1,0,1,1,6,35,8,13,2,9,3
"60QA000477",61,40,33,1,32,1,0,1,1,0,1,2,3,21,4,10,0,1,6
"60QA000478",88,60,41,5,36,1,0,1,1,0,1,1,16,28,9,8,1,6,4
"60QA000479",128,98,76,11,65,3,0,3,5,1,4,2,12,30,6,16,4,3,1
"60QA000480",68,54,43,3,40,0,0,0,3,0,3,1,7,14,2,10,0,0,2
"60QA000481",110,68,57,3,54,1,0,1,0,0,0,4,6,42,2,14,2,21,3
"60QA000482",62,47,38,1,37,0,0,0,2,1,1,0,7,15,0,11,0,2,2
"60QA000483",99,55,46,13,33,0,0,0,2,0,2,3,4,44,18,6,4,10,6
"60QA000484",94,51,42,2,40,0,0,0,1,0,1,3,5,43,4,14,4,12,9
"60QA000485",58,41,35,4,31,0,0,0,3,0,3,0,3,17,2,7,1,6,1
"60QA000486",53,38,35,4,31,0,0,0,0,0,0,1,2,15,2,8,2,2,1
"60QA000487",84,65,48,3,45,0,0,0,3,0,3,1,13,19,2,10,0,4,3
"60QA000488",89,53,40,5,35,0,0,0,0,0,0,2,11,36,1,31,1,1,2
"60QA000489",64,38,27,3,24,0,0,0,1,0,1,2,8,26,1,18,0,4,3
"60QA000490",58,43,30,1,29,0,0,0,2,0,2,1,10,15,1,13,0,1,0
"60QA000491",71,55,41,3,38,0,0,0,0,0,0,2,12,16,1,11,2,0,2
"60QA000492",87,73,49,2,47,1,0,1,0,0,0,4,19,14,0,12,1,1,0
"60QA000493",51,22,17,6,11,1,0,1,2,0,2,1,1,29,9,1,4,8,7
"60QA000494",59,41,31,3,28,0,0,0,3,0,3,0,7,18,1,12,0,4,1
"60QA000495",74,18,16,6,10,1,0,1,0,0,0,1,0,56,43,1,0,9,3
"60QA000496",45,13,12,2,10,0,0,0,0,0,0,1,0,32,22,0,0,8,2
"60QA000497",95,31,18,3,15,2,0,2,1,0,1,0,10,64,24,30,0,5,5
"60QA000498",179,81,44,2,42,0,0,0,3,1,2,0,34,98,1,90,0,3,4
"60QA000499",108,71,58,6,52,3,0,3,1,0,1,1,8,37,6,14,5,6,6
"60QA000500",110,59,42,2,40,0,0,0,1,0,1,0,16,51,0,51,0,0,0
"60QA000501",59,15,12,4,8,0,0,0,0,0,0,2,1,44,25,3,0,14,2
"60QA000502",49,12,10,2,8,0,0,0,0,0,0,1,1,37,18,10,1,5,3
"60QA000503",63,25,21,8,13,0,0,0,2,0,2,2,0,38,20,1,3,12,2
"60QA000504",45,19,14,4,10,1,0,1,1,1,0,1,2,26,11,0,1,11,3
"60QA000505",61,25,20,6,14,0,0,0,2,1,1,3,0,36,23,2,2,5,4
"60QA000506",163,87,49,10,39,3,1,2,6,3,3,1,28,76,16,54,1,2,3
"60QA000507",97,65,55,12,43,1,0,1,1,0,1,2,6,32,7,5,6,6,8
"60QA000508",61,32,25,10,15,0,0,0,0,0,0,4,3,29,6,6,7,7,3
"60QA000509",77,38,21,7,14,2,1,1,5,0,5,2,8,39,8,14,5,7,5
"60QA000510",103,64,52,16,36,1,0,1,3,0,3,2,6,39,7,9,8,11,4
"60QA000511",97,61,49,19,30,0,0,0,2,1,1,8,2,36,9,5,9,9,4
"60QA000512",28,5,5,3,2,0,0,0,0,0,0,0,0,23,19,0,0,2,2
"60QA000513",29,2,2,1,1,0,0,0,0,0,0,0,0,27,15,0,1,7,4
"60QA000514",30,6,6,4,2,0,0,0,0,0,0,0,0,24,20,0,0,3,1
"60QA000515",69,40,36,8,28,0,0,0,2,1,1,2,0,29,8,4,5,5,7
"60QA000516",67,40,30,12,18,0,0,0,3,1,2,2,5,27,7,3,3,9,5
"60QA000517",87,57,52,20,32,0,0,0,1,0,1,2,2,30,9,4,5,7,5
"60QA000518",94,56,41,13,28,1,0,1,1,0,1,8,5,38,1,12,5,7,13
"60QA000519",92,57,45,10,35,0,0,0,2,0,2,6,4,35,4,8,6,6,11
"60QA000520",102,74,54,9,45,5,3,2,2,1,1,8,5,28,5,5,3,10,5
"60QA000521",54,30,19,3,16,1,0,1,1,1,0,7,2,24,2,3,7,9,3
"60QA000522",157,60,27,5,22,2,1,1,0,0,0,0,31,97,8,88,1,0,0
"60QA000523",314,94,37,3,34,1,0,1,1,0,1,3,52,220,11,191,3,12,3
"60QA000524",50,25,12,0,12,1,0,1,1,0,1,2,9,25,11,7,0,5,2
"60QA000525",107,57,45,15,30,2,0,2,1,1,0,6,3,50,34,3,6,4,3
"60QA000526",97,65,48,11,37,3,1,2,6,2,4,2,6,32,20,1,3,5,3
"60QA000527",66,51,37,12,25,3,0,3,5,0,5,3,3,15,10,1,1,2,1
"60QA000528",92,57,48,6,42,1,1,0,2,0,2,4,2,35,27,1,4,2,1
"60QA000529",93,59,40,10,30,4,0,4,5,0,5,2,8,34,20,7,3,1,3
"60QA000530",75,47,33,14,19,3,0,3,4,1,3,3,4,28,14,4,2,6,2
"60QA000531",77,45,38,8,30,0,0,0,0,0,0,6,1,32,14,4,4,9,1
"60QA000532",56,32,28,10,18,0,0,0,1,1,0,3,0,24,13,1,3,5,2
"60QA000533",59,17,16,5,11,0,0,0,0,0,0,1,0,42,30,3,0,6,3
"60QA000534",50,27,24,5,19,0,0,0,0,0,0,2,1,23,15,3,1,3,1
"60QA000535",92,50,44,7,37,2,1,1,1,1,0,1,2,42,24,0,2,14,2
"60QA000536",91,47,40,14,26,0,0,0,4,1,3,0,3,44,25,3,2,12,2
"60QA000537",108,74,67,17,50,0,0,0,3,1,2,0,4,34,7,9,3,8,7
"60QA000538",93,59,56,13,43,0,0,0,0,0,0,1,2,34,14,1,5,9,5
"60QA000539",50,27,22,8,14,1,0,1,0,0,0,1,3,23,13,1,1,5,3
"60QA000540",97,49,45,13,32,1,0,1,1,0,1,1,1,48,23,4,6,9,6
"60QA000541",65,37,32,8,24,1,1,0,1,0,1,1,2,28,12,1,4,7,4
"60QA000542",95,49,42,6,36,1,0,1,2,0,2,1,3,46,17,2,7,12,8
"60QA000543",53,37,32,8,24,1,0,1,0,0,0,3,1,16,11,1,0,3,1
"60QA000544",66,38,29,7,22,1,0,1,4,1,3,4,0,28,13,2,2,6,5
"60QA000545",67,31,24,5,19,2,0,2,1,1,0,2,2,36,17,6,3,5,5
"60QA000546",61,36,28,6,22,0,0,0,2,0,2,3,3,25,15,3,4,3,0
"60QA000547",63,40,34,10,24,0,0,0,2,1,1,2,2,23,11,0,0,8,4
"60QA000548",110,103,91,3,88,2,0,2,3,0,3,3,4,7,1,3,1,1,1
"60QA000549",70,36,24,4,20,1,0,1,0,0,0,5,6,34,7,1,5,15,6
"60QA000550",47,25,17,2,15,0,0,0,0,0,0,8,0,22,6,0,9,7,0
"60QA000551",30,4,3,1,2,0,0,0,1,0,1,0,0,26,24,0,0,1,1
"60QA000552",72,49,42,10,32,0,0,0,1,0,1,3,3,23,5,1,6,7,4
"60QA000553",106,64,55,11,44,0,0,0,1,0,1,5,3,42,15,4,10,10,3
"60QA000554",101,65,55,5,50,1,0,1,0,0,0,5,4,36,5,7,6,12,6
"60QA000555",72,40,32,6,26,0,0,0,3,1,2,1,4,32,14,4,1,8,5
"60QA000556",71,49,42,10,32,1,1,0,1,0,1,4,1,22,14,2,2,2,2
"60QA000557",65,25,19,4,15,0,0,0,0,0,0,2,4,40,30,3,0,5,2
"60QA000558",52,45,32,1,31,2,0,2,2,0,2,2,7,7,0,6,0,1,0
"60QA000559",57,46,36,3,33,1,0,1,2,0,2,4,3,11,1,1,1,3,5
"60QA000560",46,29,21,4,17,0,0,0,3,0,3,1,4,17,4,2,2,7,2
"60QA000561",110,81,65,10,55,3,1,2,4,1,3,3,6,29,14,1,2,6,6
"60QA000562",66,49,39,8,31,4,1,3,3,0,3,0,3,17,10,1,1,4,1
"60QA000563",114,74,57,4,53,0,0,0,0,0,0,5,12,40,3,13,1,15,8
"60QA000564",55,51,47,11,36,0,0,0,2,1,1,0,2,4,2,0,1,0,1
"60QA000565",101,64,57,7,50,1,0,1,1,1,0,1,4,37,16,3,6,4,8
"60QA000566",77,58,42,5,37,4,0,4,3,1,2,3,6,19,10,5,3,0,1
"60QA000567",66,43,33,8,25,2,0,2,2,0,2,4,2,23,8,6,2,4,3
"60QA000568",70,41,34,9,25,0,0,0,3,2,1,2,2,29,15,1,1,10,2
"60QA000569",61,39,31,5,26,0,0,0,2,0,2,2,4,22,12,3,1,6,0
"60QA000570",70,48,39,4,35,1,1,0,2,1,1,1,5,22,9,5,3,1,4
"60QA000571",120,76,61,12,49,1,0,1,2,1,1,4,8,44,14,8,5,10,7
"60QA000572",122,67,53,16,37,2,0,2,2,0,2,1,9,55,24,16,2,5,8
"60QA000573",79,49,38,9,29,0,0,0,0,0,0,8,3,30,0,2,14,6,8
"60QA000574",103,51,35,5,30,1,0,1,3,0,3,8,4,52,6,13,17,9,7
"60QA000575",71,36,31,6,25,1,0,1,0,0,0,0,4,35,17,3,2,9,4
"60QA000576",97,48,35,8,27,1,0,1,1,1,0,4,7,49,9,5,9,14,12
"60QA000577",107,78,56,8,48,4,0,4,1,0,1,0,17,29,7,13,4,4,1
"60QA000578",65,46,39,9,30,4,1,3,0,0,0,0,3,19,10,2,3,4,0
"60QA000579",70,45,36,5,31,0,0,0,0,0,0,1,8,25,7,11,0,3,4
"60QA000580",66,45,33,6,27,1,1,0,2,0,2,2,7,21,2,11,0,5,3
"60QA000581",62,33,26,7,19,3,0,3,2,0,2,1,1,29,14,7,2,3,3
"60QA000582",98,71,55,9,46,3,0,3,4,0,4,2,7,27,12,7,4,2,2
"60QA000583",60,32,21,4,17,0,0,0,0,0,0,6,5,28,1,5,10,7,5
"60QA000584",51,24,12,1,11,0,0,0,2,0,2,8,2,27,4,7,4,3,9
"60QA000585",58,33,20,7,13,1,1,0,3,0,3,2,7,25,1,7,8,2,7
"60QA000586",53,33,20,3,17,0,0,0,1,0,1,7,5,20,0,4,8,5,3
"60QA000587",48,26,11,0,11,0,0,0,3,1,2,5,7,22,0,5,5,9,3
"60QA000588",77,44,26,7,19,0,0,0,1,0,1,12,5,33,1,8,8,10,6
"60QA000589",60,39,34,7,27,0,0,0,0,0,0,4,1,21,3,3,4,4,7
"60QA000590",51,16,13,5,8,1,0,1,1,1,0,1,0,35,11,4,9,6,5
"60QA000591",58,42,36,9,27,0,0,0,3,1,2,2,1,16,9,0,3,2,2
"60QA000592",89,63,53,15,38,1,0,1,1,0,1,6,2,26,5,2,8,5,6
"60QA000593",92,64,58,18,40,3,0,3,1,0,1,1,1,28,9,5,4,7,3
"60QA000594",82,56,52,6,46,0,0,0,0,0,0,0,4,26,11,1,4,5,5
"60QA000595",90,62,55,7,48,3,0,3,1,0,1,0,3,28,17,4,1,4,2
"60QA000596",77,44,39,10,29,0,0,0,0,0,0,2,3,33,7,2,8,10,6
"60QA000597",61,36,31,8,23,0,0,0,0,0,0,2,3,25,2,10,2,8,3
"60QA000598",111,70,60,18,42,0,0,0,1,0,1,6,3,41,15,10,4,8,4
"60QA000599",155,95,75,21,54,1,0,1,3,1,2,7,9,60,13,10,9,14,14
"60QA000600",73,57,51,12,39,1,0,1,3,0,3,0,2,16,8,2,2,2,2
"60QA000601",45,34,21,4,17,0,0,0,0,0,0,11,2,11,0,1,4,3,3
"60QA000602",41,19,12,4,8,0,0,0,1,0,1,3,3,22,1,4,6,3,8
"60QA000603",49,37,26,6,20,1,1,0,0,0,0,6,4,12,2,1,2,5,2
"60QA000604",45,26,18,6,12,0,0,0,0,0,0,5,3,19,0,2,5,6,6
"60QA000605",36,25,17,5,12,1,0,1,1,1,0,5,1,11,2,2,5,2,0
"60QA000606",68,52,39,11,28,2,1,1,0,0,0,6,5,16,1,2,2,8,3
"60QA000607",64,44,35,9,26,1,1,0,2,0,2,5,1,20,3,3,5,6,3
"60QA000608",59,37,28,6,22,1,0,1,2,0,2,5,1,22,6,0,3,11,2
"60QA000609",59,34,29,6,23,1,1,0,1,1,0,3,0,25,9,1,1,11,3
"60QA000610",48,28,17,5,12,1,0,1,0,0,0,6,4,20,7,1,3,5,4
