"output_area","All people","Number of people born in: England","Number of people born in: Scotland","Number of people born in: Wales","Number of people born in: Northern Ireland","Number of people born in: Republic of Ireland","Number of people born in: Other EU countries","Number of people born: Elsewhere"
"60QB001485",186,13,166,1,0,1,0,5
"60QB001486",85,17,60,1,1,0,2,4
"60QB001487",92,10,76,1,2,0,1,2
"60QB001488",134,10,112,1,0,0,3,8
"60QB001489",55,5,50,0,0,0,0,0
"60QB001490",123,8,109,2,1,0,1,2
"60QB001491",104,5,95,2,0,0,1,1
"60QB001492",133,20,109,0,0,1,0,3
"60QB001493",105,19,79,3,0,1,2,1
"60QB001494",219,25,168,3,3,1,1,18
"60QB001495",87,3,79,2,0,1,0,2
"60QB001496",136,8,118,0,1,1,0,8
"60QB001497",191,20,142,1,3,3,1,21
"60QB001498",87,8,74,1,1,0,0,3
"60QB001499",205,14,189,1,1,0,0,0
"60QB001500",173,26,132,0,0,1,2,12
"60QB001501",151,15,135,0,1,0,0,0
"60QB001502",53,8,45,0,0,0,0,0
"60QB001503",122,10,104,0,0,0,4,4
"60QB001504",171,3,165,0,1,0,2,0
"60QB001505",74,7,66,0,0,0,1,0
"60QB001506",102,15,83,0,2,0,1,1
"60QB001507",144,5,132,1,0,0,3,3
"60QB001508",137,16,112,4,0,0,0,5
"60QB001509",87,17,65,2,0,1,0,2
"60QB001510",104,13,88,1,0,0,0,2
"60QB001511",136,14,120,0,0,0,1,1
"60QB001512",114,25,76,0,2,0,3,8
"60QB001513",152,10,137,2,0,0,1,2
"60QB001514",146,18,113,3,0,1,3,8
"60QB001515",97,14,83,0,0,0,0,0
"60QB001516",109,8,96,2,0,0,2,1
"60QB001517",71,6,65,0,0,0,0,0
"60QB001518",124,6,115,0,0,0,0,3
"60QB001519",109,11,93,0,2,0,2,1
"60QB001520",146,17,123,1,0,0,0,5
"60QB001521",132,16,110,0,0,0,1,5
"60QB001522",131,15,106,0,0,0,4,6
"60QB001523",119,19,86,5,1,0,3,5
"60QB001524",107,14,88,1,0,0,1,3
"60QB001525",146,11,133,0,1,1,0,0
"60QB001526",226,24,194,0,1,2,3,2
"60QB001527",127,15,110,1,0,0,1,0
"60QB001528",105,2,102,0,0,0,1,0
"60QB001529",151,14,136,0,0,0,0,1
"60QB001530",80,7,72,0,0,0,1,0
"60QB001531",84,14,63,3,1,0,0,3
"60QB001532",159,17,133,4,2,1,1,1
"60QB001533",137,8,124,0,0,0,3,2
"60QB001534",174,17,153,0,0,0,0,4
"60QB001535",114,11,101,0,1,0,1,0
"60QB001536",135,9,125,0,0,0,0,1
"60QB001537",127,5,116,0,0,0,1,5
"60QB001538",148,9,136,0,1,0,0,2
"60QB001539",135,5,129,0,0,0,0,1
"60QB001540",182,11,158,7,2,0,1,3
"60QB001541",152,8,141,2,0,0,0,1
"60QB001542",58,1,56,0,0,0,0,1
"60QB001543",125,8,114,0,2,0,0,1
"60QB001544",120,3,115,1,0,0,0,1
"60QB001545",103,11,88,1,0,1,0,2
"60QB001546",71,7,63,0,0,0,0,1
"60QB001547",124,12,111,0,0,0,0,1
"60QB001548",128,6,117,0,1,0,1,3
"60QB001549",91,1,85,0,1,1,1,2
"60QB001550",131,7,118,0,3,1,0,2
"60QB001551",199,13,179,2,1,0,0,4
"60QB001552",77,13,59,0,0,0,0,5
"60QB001553",137,23,105,2,0,0,1,6
"60QB001554",172,8,161,0,2,0,1,0
"60QB001555",152,12,138,1,0,0,0,1
"60QB001556",112,10,100,0,1,0,0,1
"60QB001557",159,9,146,0,0,0,3,1
"60QB001558",235,37,192,1,0,0,0,5
"60QB001559",174,15,150,1,1,0,4,3
"60QB001560",173,9,160,1,1,1,1,0
"60QB001561",193,11,173,2,1,0,1,5
"60QB001562",72,2,70,0,0,0,0,0
"60QB001563",71,5,65,1,0,0,0,0
"60QB001564",138,7,127,0,0,0,4,0
"60QB001565",65,5,57,0,0,0,0,3
"60QB001566",91,8,80,0,0,0,0,3
"60QB001567",137,10,121,1,0,0,0,5
"60QB001568",141,7,130,0,2,0,1,1
"60QB001569",212,15,184,0,3,2,4,4
"60QB001570",113,12,99,0,0,0,1,1
"60QB001571",142,15,116,1,2,0,2,6
"60QB001572",125,11,112,1,1,0,0,0
"60QB001573",116,22,83,2,0,1,5,3
"60QB001574",82,9,70,0,0,0,1,2
"60QB001575",164,15,141,0,0,0,1,7
"60QB001576",130,6,123,0,0,0,0,1
"60QB001577",81,12,68,0,0,0,0,1
"60QB001578",145,11,130,0,0,0,0,4
"60QB001579",96,7,88,0,0,0,0,1
"60QB001580",130,10,112,1,0,2,0,5
"60QB001581",114,11,100,0,2,0,1,0
"60QB001582",358,32,306,3,4,0,4,9
"60QB001583",85,6,72,0,0,1,1,5
"60QB001584",145,20,120,2,0,1,0,2
"60QB001585",155,20,129,2,0,0,2,2
"60QB001586",121,16,103,0,0,0,0,2
"60QB001587",152,8,141,1,0,1,0,1
"60QB001588",174,18,151,1,0,1,2,1
"60QB001589",270,26,230,3,2,0,3,6
"60QB001590",99,6,89,0,0,0,3,1
"60QB001591",130,12,115,1,1,0,0,1
"60QB001592",144,21,120,0,0,0,1,2
"60QB001593",111,7,103,0,0,0,1,0
"60QB001594",67,0,66,1,0,0,0,0
"60QB001595",101,12,83,0,0,0,3,3
"60QB001596",141,12,126,0,0,0,1,2
"60QB001597",83,5,74,0,0,0,1,3
"60QB001598",116,16,98,0,0,0,1,1
"60QB001599",205,19,181,0,0,2,1,2
"60QB001600",110,9,100,0,1,0,0,0
"60QB001601",239,20,215,0,0,0,1,3
"60QB001602",89,7,81,0,0,0,1,0
"60QB001603",153,15,135,0,1,0,0,2
"60QB001604",181,17,153,0,4,0,3,4
"60QB001605",145,23,112,5,1,0,0,4
"60QB001606",86,4,81,0,0,0,0,1
"60QB001607",112,3,108,0,0,0,0,1
"60QB001608",117,10,97,3,1,0,0,6
"60QB001609",79,14,62,0,0,1,0,2
"60QB001610",108,1,106,0,0,1,0,0
"60QB001611",103,8,93,0,0,0,0,2
"60QB001612",124,11,111,0,0,0,0,2
"60QB001613",204,16,183,0,1,1,1,2
"60QB001614",251,31,213,1,1,1,0,4
"60QB001615",91,8,80,1,0,0,0,2
"60QB001616",133,18,111,3,0,0,0,1
"60QB001617",83,5,75,0,0,0,0,3
"60QB001618",56,4,50,0,1,0,0,1
"60QB001619",206,27,171,2,0,0,0,6
"60QB001620",152,19,127,1,0,2,0,3
"60QB001621",89,10,76,1,0,0,0,2
"60QB001622",94,7,84,1,0,0,1,1
"60QB001623",56,11,44,1,0,0,0,0
"60QB001624",106,3,100,0,0,0,1,2
"60QB001625",122,3,119,0,0,0,0,0
"60QB001626",330,24,302,0,0,2,0,2
"60QB001627",211,13,196,0,1,0,1,0
"60QB001628",107,4,101,0,0,1,0,1
"60QB001629",233,23,202,0,1,2,0,5
"60QB001630",100,11,81,0,6,0,0,2
"60QB001631",163,2,159,0,0,0,1,1
"60QB001632",124,3,119,0,0,1,0,1
"60QB001633",153,5,144,2,0,0,0,2
"60QB001634",179,6,171,0,1,0,0,1
"60QB001635",88,8,76,1,0,2,1,0
"60QB001636",124,6,118,0,0,0,0,0
"60QB001637",142,5,135,0,0,0,1,1
"60QB001638",102,6,94,0,1,0,0,1
"60QB001639",104,6,96,1,0,0,0,1
"60QB001640",87,5,82,0,0,0,0,0
"60QB001641",58,4,53,0,0,1,0,0
"60QB001642",154,9,144,1,0,0,0,0
"60QB001643",73,2,71,0,0,0,0,0
"60QB001644",149,2,142,0,0,0,0,5
"60QB001645",169,24,141,0,3,0,1,0
"60QB001646",128,18,106,1,0,1,0,2
"60QB001647",81,15,64,0,0,0,1,1
"60QB001648",102,8,91,0,0,1,0,2
"60QB001649",97,13,79,0,0,2,1,2
"60QB001650",126,8,116,0,0,0,0,2
"60QB001651",165,12,151,0,0,1,1,0
"60QB001652",63,1,62,0,0,0,0,0
"60QB001653",82,3,77,1,0,0,0,1
"60QB001654",116,4,111,0,0,0,1,0
"60QB001655",87,1,85,0,0,1,0,0
"60QB001656",88,2,83,1,2,0,0,0
"60QB001657",159,19,137,1,0,1,1,0
"60QB001658",136,10,119,0,0,0,0,7
"60QB001659",50,5,45,0,0,0,0,0
"60QB001660",152,6,144,0,1,0,0,1
"60QB001661",84,8,70,0,0,0,0,6
"60QB001662",51,3,44,0,0,0,2,2
"60QB001663",93,4,87,0,0,1,0,1
"60QB001664",81,6,74,0,0,0,1,0
"60QB001665",116,5,109,0,2,0,0,0
"60QB001666",115,10,103,0,0,0,1,1
"60QB001667",222,17,200,0,0,2,1,2
"60QB001668",54,5,47,0,0,0,1,1
"60QB001669",153,20,127,0,0,0,1,5
"60QB001670",137,21,115,0,0,1,0,0
"60QB001671",73,3,69,0,0,1,0,0
"60QB001672",227,25,199,0,0,0,1,2
"60QB001673",111,4,106,0,1,0,0,0
"60QB001674",141,10,131,0,0,0,0,0
"60QB001675",61,4,56,0,0,1,0,0
"60QB001676",185,10,171,2,0,0,0,2
"60QB001677",120,6,110,2,0,0,0,2
"60QB001678",150,9,137,1,0,0,0,3
"60QB001679",60,1,59,0,0,0,0,0
"60QB001680",92,9,83,0,0,0,0,0
"60QB001681",119,10,104,1,0,0,2,2
"60QB001682",177,11,160,2,3,0,1,0
"60QB001683",160,13,143,0,0,0,1,3
"60QB001684",101,1,100,0,0,0,0,0
"60QB001685",115,8,105,0,2,0,0,0
"60QB001686",125,6,119,0,0,0,0,0
"60QB001687",96,8,88,0,0,0,0,0
"60QB001688",122,2,117,1,0,0,1,1
"60QB001689",93,3,89,0,0,0,0,1
"60QB001690",215,15,195,1,0,0,1,3
"60QB001691",125,11,114,0,0,0,0,0
"60QB001692",237,8,228,0,0,0,1,0
"60QB001693",198,3,195,0,0,0,0,0
"60QB001694",223,5,214,0,4,0,0,0
"60QB001695",152,3,149,0,0,0,0,0
"60QB001696",99,12,85,0,0,0,0,2
"60QB001697",93,12,79,0,0,1,0,1
"60QB001698",108,4,99,0,0,2,1,2
"60QB001699",112,6,105,0,1,0,0,0
"60QB001700",151,12,133,3,0,0,1,2
"60QB001701",93,0,91,0,0,0,1,1
"60QB001702",257,26,225,2,1,0,1,2
"60QB001703",200,13,182,1,1,0,2,1
"60QB001704",83,6,77,0,0,0,0,0
"60QB001705",111,7,103,0,1,0,0,0
"60QB001706",149,18,124,1,1,0,3,2
"60QB001707",79,10,63,0,3,0,1,2
"60QB001708",110,10,87,0,0,0,2,11
"60QB001709",100,12,88,0,0,0,0,0
"60QB001710",208,33,162,0,2,0,0,11
"60QB001711",164,16,126,0,1,0,5,16
"60QB001712",70,14,52,0,0,0,4,0
"60QB001713",290,24,257,2,2,1,4,0
"60QB001714",225,18,203,1,0,0,1,2
"60QB001715",138,21,116,0,0,0,0,1
"60QB001716",502,49,443,1,1,0,1,7
"60QB001717",100,7,89,0,0,0,2,2
"60QB001718",50,1,49,0,0,0,0,0
"60QB001719",171,4,164,0,0,0,1,2
"60QB001720",134,24,100,2,1,0,3,4
"60QB001721",328,36,274,5,0,0,4,9
"60QB001722",67,5,61,1,0,0,0,0
"60QB001723",137,20,105,0,1,0,3,8
"60QB001724",109,6,96,0,1,1,1,4
"60QB001725",291,20,265,0,1,0,0,5
"60QB001726",203,35,149,5,0,1,1,12
"60QB001727",86,13,66,2,0,2,0,3
"60QB001728",96,7,78,0,0,0,0,11
"60QB001729",119,12,102,0,0,0,3,2
"60QB001730",177,16,147,4,0,0,0,10
"60QB001731",76,5,68,0,2,0,0,1
"60QB001732",107,8,99,0,0,0,0,0
"60QB001733",113,17,89,1,1,0,2,3
"60QB001734",134,17,115,0,0,0,1,1
"60QB001735",95,8,85,0,0,0,1,1
"60QB001736",189,20,162,0,0,0,1,6
"60QB001737",130,10,114,3,1,1,1,0
"60QB001738",163,42,118,0,0,0,0,3
"60QB001739",121,15,103,0,0,0,0,3
"60QB001740",126,5,121,0,0,0,0,0
"60QB001741",156,5,146,0,0,0,0,5
"60QB001742",106,3,101,0,0,0,0,2
"60QB001743",181,6,169,2,1,0,0,3
"60QB001744",121,19,97,0,1,1,0,3
"60QB001745",118,6,109,0,0,0,0,3
"60QB001746",124,9,104,2,2,0,0,7
"60QB001747",95,9,86,0,0,0,0,0
"60QB001748",355,13,339,0,0,0,1,2
"60QB001749",81,1,78,0,0,0,0,2
"60QB001750",134,37,86,2,3,0,1,5
"60QB001751",101,8,91,0,0,0,2,0
"60QB001752",140,22,113,1,0,0,3,1
"60QB001753",115,17,95,1,1,0,1,0
"60QB001754",104,14,82,4,1,0,0,3
"60QB001755",104,27,72,1,0,1,0,3
"60QB001756",120,24,92,1,0,0,1,2
"60QB001757",98,7,90,0,0,0,0,1
"60QB001758",115,25,80,2,2,0,1,5
"60QC000001",51,7,43,0,0,0,0,1
"60QC000002",61,0,55,0,1,0,0,5
"60QC000003",201,12,180,1,1,0,3,4
"60QC000004",164,12,146,0,1,2,0,3
"60QC000005",109,15,87,0,4,0,2,1
"60QC000006",187,16,163,1,1,0,1,5
"60QC000007",133,7,125,0,0,0,0,1
"60QC000008",141,12,127,0,0,0,0,2
"60QC000009",95,7,85,0,0,1,2,0
"60QC000010",163,16,143,1,2,0,1,0
"60QC000011",86,15,69,1,0,0,0,1
"60QC000012",82,10,69,0,0,1,0,2
"60QC000013",99,3,95,0,1,0,0,0
"60QC000014",168,12,152,0,0,1,2,1
"60QC000015",132,16,111,0,2,0,0,3
"60QC000016",61,4,54,1,0,0,1,1
"60QC000017",157,12,140,0,0,1,2,2
"60QC000018",189,14,168,2,0,0,0,5
"60QC000019",172,10,159,0,0,0,2,1
"60QC000020",151,9,138,0,1,0,1,2
"60QC000021",99,5,88,0,0,2,0,4
"60QC000022",141,10,123,0,0,0,3,5
"60QC000023",56,2,54,0,0,0,0,0
"60QC000024",114,8,102,0,0,0,0,4
"60QC000025",105,7,96,0,0,0,1,1
"60QC000026",115,15,85,0,5,1,0,9
"60QC000027",149,13,132,0,0,0,0,4
"60QC000028",89,11,74,0,0,0,0,4
"60QC000029",90,13,74,0,0,0,2,1
"60QC000030",111,19,87,1,1,0,0,3
"60QC000031",113,17,87,5,1,0,0,3
"60QC000032",101,3,96,1,0,0,0,1
"60QC000033",151,15,135,0,0,0,1,0
"60QC000034",89,12,75,1,0,0,0,1
"60QC000035",100,10,85,0,1,0,2,2
"60QC000036",120,17,101,0,0,1,0,1
"60QC000037",87,8,78,0,0,0,0,1
"60QC000038",66,4,60,0,0,0,1,1
"60QC000039",103,17,80,0,1,0,4,1
"60QC000040",113,5,107,0,1,0,0,0
"60QC000041",117,7,106,0,0,1,0,3
"60QC000042",107,12,94,0,0,0,1,0
"60QC000043",159,18,134,0,1,0,2,4
"60QC000044",92,8,79,1,1,0,1,2
"60QC000045",113,23,83,1,0,0,1,5
"60QC000046",125,18,106,0,0,0,0,1
"60QC000047",223,16,202,0,0,0,2,3
"60QC000048",88,11,73,0,1,0,1,2
"60QC000049",81,11,69,0,0,0,0,1
"60QC000050",86,21,62,0,0,2,1,0
"60QC000051",102,13,85,0,0,0,1,3
"60QC000052",58,5,51,0,0,0,1,1
"60QC000053",155,29,119,0,1,0,2,4
"60QC000054",160,19,136,0,0,0,1,4
"60QC000055",190,16,167,0,4,0,0,3
"60QC000056",126,15,105,0,0,0,0,6
"60QC000057",71,12,55,0,0,0,3,1
"60QC000058",155,17,135,0,0,0,0,3
"60QC000059",141,20,119,0,1,1,0,0
"60QC000060",151,24,119,1,0,0,2,5
"60QC000061",75,14,55,0,1,0,4,1
"60QC000062",75,4,67,1,0,0,2,1
"60QC000063",76,14,62,0,0,0,0,0
"60QC000064",85,6,78,0,1,0,0,0
"60QC000065",88,12,72,1,0,0,3,0
"60QC000066",105,15,89,0,0,0,0,1
"60QC000067",166,34,123,0,1,1,2,5
"60QC000068",95,13,63,0,2,0,0,17
"60QC000069",86,10,72,0,0,0,0,4
"60QC000070",128,8,110,0,3,1,3,3
"60QC000071",136,19,110,4,0,0,0,3
"60QC000072",132,8,119,0,0,3,1,1
"60QC000073",98,14,79,1,0,0,1,3
"60QC000074",112,14,90,1,0,1,2,4
"60QC000075",106,4,98,0,0,0,2,2
"60QC000076",132,15,113,0,0,0,0,4
"60QC000077",200,31,158,1,0,0,1,9
"60QC000078",134,25,102,0,1,1,1,4
"60QC000079",60,12,44,1,1,0,1,1
"60QC000080",118,14,101,0,2,0,1,0
"60QC000081",87,11,72,0,0,0,1,3
"60QC000082",200,21,171,0,0,3,1,4
"60QC000083",118,8,107,3,0,0,0,0
"60QC000084",114,3,109,0,0,0,0,2
"60QC000085",103,8,95,0,0,0,0,0
"60QC000086",80,11,65,0,1,0,2,1
"60QC000087",149,15,131,0,1,0,0,2
"60QC000088",491,255,198,3,4,4,12,15
"60QC000089",68,4,63,0,1,0,0,0
"60QC000090",139,19,113,0,2,0,0,5
"60QC000091",149,33,112,1,0,0,0,3
"60QC000092",83,16,64,1,0,0,1,1
"60QC000093",114,16,94,0,0,1,1,2
"60QC000094",56,9,47,0,0,0,0,0
"60QC000095",108,23,83,0,1,0,0,1
"60QC000096",210,17,184,4,0,2,0,3
"60QC000097",83,17,63,0,0,0,2,1
"60QC000098",100,22,75,1,0,0,0,2
"60QC000099",172,22,145,1,1,0,0,3
"60QC000100",121,14,102,0,0,4,1,0
"60QC000101",126,33,84,2,1,0,0,6
"60QC000102",73,19,46,1,0,0,0,7
"60QC000103",77,19,55,0,1,0,1,1
"60QC000104",78,13,60,0,2,0,1,2
"60QC000105",133,16,112,0,0,1,2,2
"60QC000106",192,18,165,1,0,0,3,5
"60QC000107",55,5,49,0,0,0,0,1
"60QC000108",107,13,87,1,1,1,3,1
"60QC000109",108,13,87,1,1,1,2,3
"60QC000110",133,11,119,0,0,0,0,3
"60QC000111",105,11,91,0,0,0,2,1
"60QC000112",105,4,93,1,6,1,0,0
"60QC000113",157,5,147,2,1,0,0,2
"60QC000114",90,9,80,0,0,1,0,0
"60QC000115",173,13,154,1,0,0,2,3
"60QC000116",89,5,77,0,2,0,0,5
"60QC000117",65,4,56,0,2,0,1,2
"60QC000118",132,0,131,0,0,1,0,0
"60QC000119",87,4,82,0,0,0,1,0
"60QC000120",126,1,123,0,1,0,0,1
"60QC000121",121,8,108,0,1,0,0,4
"60QC000122",83,3,77,1,0,0,1,1
"60QC000123",117,5,110,0,0,0,1,1
"60QC000124",94,1,92,0,0,0,0,1
"60QC000125",107,14,89,2,0,0,0,2
"60QC000126",113,9,96,3,0,1,0,4
"60QC000127",103,5,97,0,0,0,0,1
"60QC000128",139,8,123,0,0,1,0,7
"60QC000129",187,21,152,0,1,0,0,13
"60QC000130",134,7,127,0,0,0,0,0
"60QC000131",135,9,117,0,0,0,0,9
"60QC000132",77,1,76,0,0,0,0,0
"60QC000133",128,6,117,1,0,2,1,1
"60QC000134",162,13,144,1,0,0,0,4
"60QC000135",165,13,147,2,1,0,0,2
"60QC000136",96,9,81,1,0,2,0,3
"60QC000137",107,4,102,1,0,0,0,0
"60QC000138",128,9,116,0,1,0,0,2
"60QC000139",183,38,139,2,0,1,0,3
"60QC000140",151,16,130,1,1,0,1,2
"60QC000141",111,2,100,0,0,2,1,6
"60QC000142",172,21,149,0,0,0,0,2
"60QC000143",134,8,122,1,1,0,0,2
"60QC000144",119,5,112,0,0,0,0,2
"60QC000145",231,9,214,0,2,1,1,4
"60QC000146",120,5,112,0,0,0,1,2
"60QC000147",64,7,55,0,1,0,1,0
"60QC000148",135,5,122,0,0,2,1,5
"60QC000149",102,10,88,0,1,0,1,2
"60QC000150",101,8,87,0,0,1,1,4
"60QC000151",62,4,54,0,0,0,0,4
"60QC000152",133,5,123,1,3,0,0,1
"60QC000153",120,8,111,0,0,0,0,1
"60QC000154",115,10,102,0,0,1,0,2
"60QC000155",160,9,145,1,2,0,1,2
"60QC000156",113,6,107,0,0,0,0,0
"60QC000157",125,10,111,1,0,0,0,3
"60QC000158",86,3,83,0,0,0,0,0
"60QC000159",91,2,82,0,1,1,1,4
"60QC000160",124,14,103,1,0,0,1,5
"60QC000161",163,11,147,1,0,2,1,1
"60QC000162",105,7,92,0,0,0,1,5
"60QC000163",112,4,106,1,0,0,0,1
"60QC000164",91,6,83,0,0,0,1,1
"60QC000165",163,10,148,0,0,0,1,4
"60QC000166",141,5,133,0,0,0,1,2
"60QC000167",79,0,78,0,0,0,0,1
"60QC000168",88,0,85,0,1,0,0,2
"60QC000169",77,2,74,0,1,0,0,0
"60QC000170",77,2,70,1,0,0,1,3
"60QC000171",132,11,113,0,1,0,7,0
"60QC000172",142,4,135,0,2,1,0,0
"60QC000173",150,8,137,0,0,0,3,2
"60QC000174",75,2,72,0,0,0,1,0
"60QC000175",145,13,122,2,0,1,0,7
"60QC000176",137,10,118,0,0,0,0,9
"60QC000177",141,16,123,0,0,0,1,1
"60QC000178",153,12,137,0,1,2,1,0
"60QC000179",205,21,177,0,1,1,0,5
"60QC000180",134,15,116,0,0,0,0,3
"60QC000181",192,18,171,1,0,0,0,2
"60QC000182",105,6,94,0,0,0,0,5
"60QC000183",181,14,159,1,2,1,1,3
"60QC000184",184,17,161,2,2,1,0,1
"60QC000185",87,8,78,0,0,1,0,0
"60QC000186",119,15,95,0,0,0,1,8
"60QC000187",113,9,96,1,0,4,1,2
"60QC000188",92,5,83,0,0,1,0,3
"60QC000189",106,17,81,1,1,0,1,5
"60QC000190",129,11,115,1,0,1,0,1
"60QC000191",131,21,107,0,0,0,0,3
"60QC000192",107,9,93,0,1,0,0,4
"60QC000193",169,8,149,1,3,0,7,1
"60QC000194",96,8,87,0,0,0,0,1
"60QC000195",160,15,140,0,1,0,0,4
"60QC000196",146,5,139,0,0,0,0,2
"60QC000197",75,6,67,0,0,0,0,2
"60QC000198",138,11,125,0,1,0,0,1
"60QC000199",127,7,113,0,1,0,2,4
"60QC000200",77,4,71,0,0,0,1,1
"60QC000201",141,16,117,2,0,0,6,0
"60QC000202",114,7,106,0,0,0,0,1
"60QC000203",88,5,82,0,0,0,0,1
"60QC000204",90,7,79,1,1,0,1,1
"60QC000205",132,8,123,0,0,0,0,1
"60QC000206",137,9,126,1,1,0,0,0
"60QC000207",97,11,81,0,1,0,1,3
"60QC000208",96,4,85,0,0,0,1,6
"60QC000209",109,4,104,0,0,0,0,1
"60QC000210",98,10,87,0,1,0,0,0
"60QC000211",109,5,93,1,1,0,2,7
"60QC000212",108,7,96,1,0,1,0,3
"60QC000213",86,6,79,0,0,0,0,1
"60QC000214",95,10,83,0,1,0,0,1
"60QC000215",85,4,77,1,1,2,0,0
"60QC000216",99,9,90,0,0,0,0,0
"60QC000217",126,10,113,0,1,0,0,2
"60QC000218",148,14,130,0,0,0,1,3
"60QC000219",117,12,95,0,0,0,6,4
"60QC000220",162,8,152,0,1,0,0,1
"60QC000221",99,8,90,0,0,0,0,1
"60QC000222",122,7,115,0,0,0,0,0
"60QC000223",131,13,115,0,0,0,0,3
"60QC000224",135,6,123,0,0,0,4,2
"60QC000225",99,7,85,1,1,0,0,5
"60QC000226",77,6,66,0,1,0,0,4
"60QC000227",107,3,100,0,0,0,3,1
"60QC000228",98,8,82,4,0,1,2,1
"60QC000229",88,2,85,0,0,0,1,0
"60QC000230",130,11,115,2,0,0,0,2
"60QC000231",122,10,109,0,0,1,1,1
"60QC000232",100,13,76,0,1,0,0,10
"60QC000233",76,3,69,2,0,0,1,1
"60QC000234",76,5,70,0,0,0,0,1
"60QC000235",92,9,75,0,1,0,1,6
"60QC000236",82,4,75,0,0,0,0,3
"60QC000237",110,6,100,0,1,1,2,0
"60QC000238",72,6,61,1,2,0,0,2
"60QC000239",139,11,118,1,1,1,5,2
"60QC000240",141,2,136,0,0,0,0,3
"60QC000241",80,8,68,0,0,0,1,3
"60QC000242",128,17,106,0,0,2,1,2
"60QC000243",122,16,103,0,1,0,0,2
"60QC000244",170,2,166,0,0,0,1,1
"60QC000245",109,5,102,0,1,0,0,1
"60QC000246",99,0,90,1,0,0,0,8
"60QC000247",202,11,183,0,0,1,1,6
"60QC000248",117,5,108,0,1,0,2,1
"60QC000249",101,6,91,2,0,0,0,2
"60QC000250",98,5,92,0,1,0,0,0
"60QC000251",107,7,97,1,0,0,0,2
"60QC000252",97,9,85,2,0,0,1,0
"60QC000253",57,8,48,0,0,0,0,1
"60QC000254",80,3,75,1,0,0,0,1
"60QC000255",62,2,59,0,0,0,0,1
"60QC000256",79,7,72,0,0,0,0,0
"60QC000257",100,8,80,0,2,0,1,9
"60QC000258",83,4,73,0,0,0,2,4
"60QC000259",89,4,80,0,0,0,0,5
"60QC000260",66,3,61,0,1,0,1,0
"60QC000261",70,3,61,1,3,0,0,2
"60QC000262",130,10,117,0,1,0,1,1
"60QC000263",76,9,67,0,0,0,0,0
"60QC000264",119,11,106,0,0,0,1,1
"60QC000265",83,9,73,0,0,0,0,1
"60QC000266",117,6,105,0,4,0,2,0
"60QC000267",112,8,100,2,0,0,1,1
"60QC000268",106,11,89,0,0,0,1,5
"60QC000269",67,5,62,0,0,0,0,0
"60QC000270",75,8,63,1,0,0,0,3
"60QC000271",94,10,80,0,0,1,2,1
"60QC000272",107,7,94,0,1,0,1,4
"60QC000273",94,6,85,0,0,0,1,2
"60QC000274",69,2,62,0,0,1,2,2
"60QC000275",72,7,59,1,1,0,1,3
"60QC000276",76,5,68,0,0,0,1,2
"60QC000277",142,9,126,1,0,0,0,6
"60QC000278",130,11,118,0,0,0,0,1
"60QC000279",108,17,88,1,0,0,0,2
"60QC000280",105,17,87,0,0,0,0,1
"60QC000281",139,15,118,1,1,0,0,4
"60QC000282",76,5,70,0,0,0,0,1
"60QC000283",155,9,137,2,2,1,1,3
"60QC000284",108,6,102,0,0,0,0,0
"60QC000285",123,8,110,0,0,0,0,5
"60QC000286",158,8,146,2,0,0,0,2
"60QC000287",139,10,124,1,1,1,0,2
"60QC000288",97,9,78,0,0,0,6,4
"60QC000289",122,6,113,0,0,0,0,3
"60QC000290",62,6,56,0,0,0,0,0
"60QC000291",80,4,75,1,0,0,0,0
"60QC000292",56,6,50,0,0,0,0,0
"60QC000293",89,1,87,0,0,0,0,1
"60QC000294",121,14,105,0,1,1,0,0
"60QC000295",139,14,114,1,0,1,1,8
"60QC000296",136,10,121,2,2,1,0,0
"60QC000297",100,14,84,1,0,0,0,1
"60QC000298",163,8,149,0,0,0,1,5
"60QC000299",110,7,100,0,0,0,0,3
"60QC000300",119,9,108,0,1,0,0,1
"60QC000301",101,10,81,0,1,0,3,6
"60QC000302",138,12,119,1,1,2,0,3
"60QC000303",126,16,108,0,1,0,1,0
"60QC000304",130,9,113,0,2,0,1,5
"60QC000305",106,2,104,0,0,0,0,0
"60QC000306",96,12,80,2,0,0,0,2
"60QC000307",84,9,75,0,0,0,0,0
"60QC000308",117,9,103,1,1,0,1,2
"60QC000309",94,2,88,0,0,0,1,3
"60QC000310",119,16,100,0,1,0,0,2
"60QC000311",139,21,112,0,0,0,1,5
"60QC000312",96,9,79,2,0,1,1,4
"60QC000313",90,6,80,0,0,0,0,4
"60QC000314",124,14,105,0,0,0,3,2
"60QC000315",104,11,92,0,0,0,1,0
"60QC000316",128,7,118,1,0,0,2,0
"60QC000317",135,9,121,0,0,0,3,2
"60QC000318",108,6,98,1,0,0,3,0
"60QC000319",85,2,80,0,0,0,1,2
"60QC000320",176,16,159,0,0,0,0,1
"60QC000321",111,5,97,0,0,0,1,8
"60QC000322",252,19,227,0,0,0,0,6
"60QC000323",146,9,126,2,1,0,4,4
"60QC000324",129,8,116,0,2,0,0,3
"60QC000325",108,5,101,0,2,0,0,0
"60QC000326",74,11,58,1,1,1,1,1
"60QC000327",142,11,127,2,1,0,0,1
"60QC000328",72,8,64,0,0,0,0,0
"60QC000329",66,2,64,0,0,0,0,0
"60QC000330",151,10,133,3,0,1,2,2
