dz_2011,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S01008651,1203,252,148,1,23,664,115
S01008652,739,152,99,1,19,408,60
S01008653,684,133,89,0,23,351,88
S01008654,1189,229,167,0,55,602,136
S01008655,922,199,141,1,25,414,142
S01008656,1446,277,182,2,51,761,173
S01008657,1058,237,152,2,9,547,111
S01008658,1751,354,233,3,38,912,211
S01008659,1210,205,148,5,24,692,136
S01008660,1162,250,138,5,30,634,105
S01008661,1289,244,192,5,35,632,181
S01008662,1051,189,116,8,12,589,137
S01008663,1009,198,122,2,20,533,134
S01008664,1006,172,106,6,33,557,132
S01008665,1698,313,216,2,56,921,190
S01008666,1066,189,141,6,11,590,129
S01008667,1499,312,186,12,34,802,153
S01008668,1253,260,133,5,23,675,157
S01008669,690,108,81,1,10,389,101
S01008670,1141,214,120,7,34,633,133
S01008671,1188,236,114,7,65,618,148
S01008672,686,150,87,1,40,318,90
S01008673,1158,242,147,4,75,543,147
S01008674,1037,177,120,9,27,576,128
S01008675,889,219,135,2,24,395,114
S01008676,966,228,137,5,16,469,111
S01008677,897,157,129,3,31,456,121
S01008678,1446,232,162,14,76,787,175
S01008679,1355,293,170,10,39,698,145
S01008680,948,186,112,3,57,478,112
S01008681,1096,233,148,4,57,500,154
S01008682,970,189,96,9,68,493,115
S01008683,2150,339,292,26,112,1094,287
S01008684,2919,650,406,16,86,1417,344
S01008685,883,255,140,4,22,364,98
S01008686,1258,338,178,7,34,579,122
S01008687,992,213,172,2,24,488,93
S01008688,1395,316,190,4,39,694,152
S01008689,1190,262,165,1,20,637,105
S01008690,1078,272,133,1,32,527,113
S01008691,1293,257,196,1,20,707,112
S01008692,1127,266,205,1,34,486,135
S01008693,591,219,114,0,5,219,34
S01008694,1436,308,216,2,23,739,148
S01008695,1014,237,127,2,30,513,105
S01008696,675,191,83,2,31,316,52
S01008697,1059,374,125,0,22,438,100
S01008698,746,306,73,0,13,282,72
S01008699,1123,380,101,0,43,509,90
S01008700,747,276,74,0,25,306,66
S01008701,938,182,155,1,44,474,82
S01008702,815,217,136,0,34,337,91
S01008703,1410,324,247,2,150,572,115
S01008704,1651,418,273,4,131,709,116
S01008705,938,253,160,1,74,391,59
S01008706,1369,281,225,1,78,653,131
S01008707,1311,253,220,3,68,676,91
S01008708,1031,248,143,1,55,502,82
S01008709,1048,196,159,0,67,557,69
S01008710,998,189,151,0,59,501,98
S01008711,784,195,149,0,24,348,68
S01008712,1253,361,176,0,60,542,114
S01008713,635,164,90,1,4,341,35
S01008714,656,206,100,1,25,284,40
S01008715,763,279,104,0,7,324,49
S01008716,694,224,110,2,4,303,51
S01008717,532,153,80,0,42,224,33
S01008718,625,186,95,0,49,226,69
S01008719,1145,281,177,0,96,475,116
S01008720,586,198,83,0,10,252,43
S01008721,809,255,116,0,26,358,54
S01008722,1058,421,119,2,12,407,97
S01008723,809,294,98,0,16,344,57
S01008724,1068,414,150,1,10,404,89
S01008725,752,221,95,2,4,368,62
S01008726,1169,411,141,0,1,535,81
S01008727,1233,405,114,0,23,592,99
S01008728,654,177,93,1,1,327,55
S01008729,845,187,130,0,21,461,46
S01008730,1099,198,127,1,19,644,110
S01008731,514,187,61,1,1,217,47
S01008732,815,213,115,0,9,429,49
S01008733,869,243,125,1,13,418,69
S01008734,806,271,140,4,16,339,36
S01008735,1187,435,173,3,50,428,98
S01008736,738,278,103,0,75,229,53
S01008737,801,393,97,0,18,232,61
S01008738,913,407,126,1,44,280,55
S01008739,559,217,59,1,18,221,43
S01008740,709,324,85,1,25,226,48
S01008741,1125,515,164,0,24,354,68
S01008742,731,330,98,1,19,241,42
S01008743,1107,318,152,1,31,498,107
S01008744,1058,309,145,0,21,504,79
S01008745,545,186,58,1,21,231,48
S01008746,1062,249,186,2,72,467,86
S01008747,575,244,87,0,15,181,48
S01008748,1063,426,139,0,63,333,102
S01008749,1186,472,181,0,71,355,107
S01008750,765,353,111,0,11,237,53
S01008751,1017,373,169,1,9,400,65
S01008752,976,310,123,2,11,466,64
S01008753,887,240,130,1,21,438,57
S01008754,866,248,130,0,14,416,58
S01008755,1001,219,199,0,29,472,82
S01008756,827,206,176,1,27,341,76
S01008757,784,209,137,0,24,344,70
S01008758,1002,286,145,0,40,446,85
S01008759,728,203,102,2,28,337,56
S01008760,1370,380,232,2,38,611,107
S01008761,858,147,216,0,31,387,77
S01008762,551,232,61,1,3,223,31
S01008763,845,227,85,1,10,442,80
S01008764,714,209,62,1,16,352,74
S01008765,1270,297,173,2,15,644,139
S01008766,1469,546,193,3,16,644,67
S01008767,904,314,133,1,8,395,53
S01008768,2851,676,427,3,109,1368,268
S01008769,2294,530,351,3,109,1130,171
S01008770,2179,502,333,2,103,1079,160
S01008771,2179,502,333,2,103,1079,160
S01008772,1201,404,146,0,7,530,114
S01008773,1120,310,155,1,13,558,83
S01008774,901,171,132,3,25,472,98
S01008775,539,143,45,0,20,289,42
S01008776,1282,263,165,3,39,629,183
S01008777,1083,302,141,2,34,506,98
S01008778,990,191,153,4,10,532,100
S01008779,1100,260,171,3,16,509,141
S01008780,920,198,161,0,24,473,64
S01008781,1098,177,216,0,40,552,113
S01008782,999,202,181,1,28,487,100
S01008783,553,104,72,0,8,316,53
S01008784,779,146,107,1,13,434,78
S01008785,1066,256,179,2,48,501,80
S01008786,1197,236,174,2,20,668,97
S01008787,690,143,113,0,17,358,59
S01008788,875,176,145,0,15,468,71
S01008789,654,201,101,0,24,248,80
S01008790,919,169,131,0,21,505,93
S01008791,978,215,235,2,38,379,109
S01008792,1001,192,165,0,7,525,112
S01008793,1102,229,202,0,20,515,136
S01008794,971,284,177,1,34,382,93
S01008795,1284,255,199,1,49,640,140
S01008796,1182,230,198,3,46,600,105
S01008797,1048,199,172,1,22,531,123
S01008798,987,232,158,0,18,485,94
S01008799,783,133,194,0,56,326,74
S01008800,1205,246,249,0,27,576,107
S01008801,854,161,162,3,27,428,73
S01008802,1241,270,245,4,41,584,97
S01008803,1112,204,165,2,32,577,132
S01008804,929,216,142,0,58,345,168
S01008805,786,127,116,2,37,354,150
S01008806,1219,252,202,2,47,559,157
S01008807,984,200,149,2,29,501,103
S01008808,663,129,86,0,11,370,67
S01008809,801,247,145,5,6,311,87
S01008810,1029,229,156,1,18,533,92
S01008811,844,211,134,2,24,384,89
S01008812,983,170,150,1,23,513,126
S01008813,1036,211,158,2,114,439,112
S01008814,1276,262,181,0,85,595,153
S01008815,1287,264,229,6,37,606,145
S01008816,523,149,56,0,18,244,56
S01008817,1192,230,188,4,31,612,127
S01008818,1166,281,136,4,53,566,126
S01008819,1117,264,150,6,14,572,111
S01008820,1538,325,197,6,49,813,148
S01008821,787,227,79,0,35,368,78
S01008822,845,295,85,1,16,364,84
S01008823,959,306,117,1,23,420,92
S01008824,1274,471,138,0,4,577,84
S01008825,619,237,71,1,0,283,27
S01008826,664,179,65,5,3,329,83
S01008827,1023,419,91,3,3,394,113
S01008828,1005,383,105,3,9,394,111
S01008829,1067,409,111,0,33,409,105
S01008830,1214,510,121,1,4,474,104
S01008831,1044,450,105,1,9,403,76
S01008832,755,336,88,4,18,255,54
S01008833,1103,389,95,5,6,511,97
S01008834,1232,443,132,4,37,511,105
S01008835,1037,409,108,1,14,423,82
S01008836,526,135,63,0,27,238,63
S01008837,1637,391,221,4,39,841,141
S01008838,1009,243,117,2,26,502,119
S01008839,1188,293,148,3,14,616,114
S01008840,1074,257,118,3,22,571,103
S01008841,1289,254,234,1,27,600,173
S01008842,161,41,16,0,0,87,17
S01008843,991,200,150,2,49,469,121
S01008844,971,212,158,3,49,433,116
S01008845,853,170,136,3,16,440,88
S01008846,930,205,138,7,32,467,81
S01008847,840,203,96,9,5,411,116
S01008848,920,277,88,6,4,465,80
S01008849,1061,297,137,2,15,477,133
S01008850,1424,474,168,7,7,620,148
S01008851,1199,314,132,6,11,610,126
S01008852,1232,420,146,5,8,531,122
S01008853,680,130,102,1,6,355,86
S01008854,1012,306,113,3,10,492,88
S01008855,1156,293,125,3,18,580,137
S01008856,718,136,84,2,20,375,101
S01008857,986,244,98,3,8,536,97
S01008858,1143,376,102,2,5,523,135
S01008859,1113,306,130,3,6,561,107
S01008860,1241,375,128,2,18,599,119
S01008861,973,381,104,2,7,392,87
S01008862,1053,280,116,2,16,523,116
S01008863,795,221,106,1,15,377,75
S01008864,1516,552,146,3,23,620,172
S01008865,1077,376,131,3,14,448,105
S01008866,1033,313,113,0,12,487,108
S01008867,961,356,104,4,8,387,102
S01008868,1121,289,135,4,26,540,127
S01008869,1068,334,137,2,22,468,105
S01008870,1173,375,110,1,21,541,125
S01008871,1318,365,158,2,24,650,119
S01008872,1050,272,114,1,32,531,100
S01008873,809,308,94,2,9,312,84
S01008874,835,280,91,1,19,357,87
S01008875,1112,364,156,0,15,448,129
S01008876,807,310,70,1,9,290,127
S01008877,801,309,97,0,2,341,52
S01008878,1175,491,113,2,12,465,92
S01008879,817,303,68,0,16,371,59
S01008880,732,302,107,0,5,255,63
S01008881,640,274,63,2,6,203,92
S01008882,1289,623,126,0,5,407,128
S01008883,1190,621,107,0,1,334,127
S01008884,823,415,71,1,19,243,74
S01008885,964,407,136,0,9,325,87
S01008886,1174,498,85,1,57,445,88
S01008887,770,304,53,0,20,329,64
S01008888,1409,525,149,0,21,579,135
S01008889,879,301,97,0,21,373,87
S01008890,833,306,79,0,21,355,72
S01008891,763,314,53,0,11,316,69
S01008892,1190,505,123,2,21,447,92
S01008893,1111,459,98,4,31,429,90
S01008894,1006,505,52,2,8,373,66
S01008895,863,402,73,1,8,251,128
S01008896,1089,416,92,0,30,387,164
S01008897,898,397,86,1,26,311,77
S01008898,1060,410,109,0,18,434,89
S01008899,843,228,102,0,13,433,67
S01008900,948,303,156,1,9,409,70
S01008901,1177,354,153,0,36,543,91
S01008902,1119,327,167,0,39,499,87
S01008903,1078,336,146,0,14,498,84
S01008904,1179,271,202,0,33,572,101
S01008905,1309,290,204,0,38,674,103
S01008906,1006,230,160,0,41,498,77
S01008907,1142,201,209,0,44,599,89
S01008908,1119,285,131,2,68,531,102
S01008909,1095,380,126,0,19,486,84
S01008910,1787,461,251,1,61,888,125
S01008911,1415,325,184,1,46,696,163
S01008912,882,322,127,1,12,363,57
S01008913,525,133,59,2,17,280,34
S01008914,1106,439,122,2,5,442,96
S01008915,683,253,74,2,6,299,49
S01008916,1292,431,156,0,29,563,113
S01008917,690,205,73,0,13,341,58
S01008918,824,133,131,0,47,401,112
S01008919,674,146,88,1,24,323,92
S01008920,1430,284,207,1,46,778,114
S01008921,1403,307,215,0,74,694,113
S01008922,1187,328,164,0,29,568,98
S01008923,1299,318,186,0,42,656,97
S01008924,2320,470,427,3,75,1153,192
S01008925,843,197,138,0,34,430,44
S01008926,1637,337,272,2,34,850,142
S01008927,1174,205,236,2,30,593,108
S01008928,813,237,134,0,23,373,46
S01008929,1400,341,166,0,30,737,126
S01008930,1131,274,132,0,23,610,92
S01008931,776,190,84,0,8,435,59
S01008932,1188,307,166,0,51,565,99
S01008933,923,221,128,1,25,489,59
S01008934,865,246,83,0,46,396,94
S01008935,1086,452,116,0,15,417,86
S01008936,654,308,54,1,10,242,39
S01008937,831,325,91,1,12,337,65
S01008938,1045,457,92,0,16,405,75
S01008939,781,358,72,0,0,303,48
S01008940,787,390,50,1,5,272,69
S01008941,955,458,72,5,10,332,78
S01008942,1226,571,83,6,20,467,79
S01008943,884,477,94,3,5,244,61
S01008944,1013,526,67,0,18,308,94
S01008945,1091,494,83,6,20,399,89
S01008946,912,438,67,0,35,289,83
S01008947,1141,565,83,3,44,352,94
S01008948,1028,447,103,0,48,357,73
S01008949,1379,509,142,4,36,574,114
S01008950,1067,379,137,0,8,473,70
S01008951,1022,334,160,0,15,409,104
S01008952,1428,447,181,1,32,675,92
S01008953,1142,417,105,0,27,510,83
S01008954,974,393,88,0,16,386,91
S01008955,878,293,85,2,43,396,59
S01008956,1250,425,123,0,21,600,81
S01008957,1130,389,110,2,28,487,114
S01008958,821,290,93,0,23,354,61
S01008959,1022,373,77,0,44,456,72
S01008960,1021,369,116,0,43,393,100
S01008961,963,356,96,0,22,412,77
S01008962,616,256,71,0,15,235,39
S01008963,964,454,74,3,16,337,80
S01008964,740,358,76,1,11,244,50
S01008965,742,382,60,0,11,228,61
S01008966,907,415,84,1,36,294,77
S01008967,1148,493,148,0,32,397,78
S01008968,1135,531,77,0,17,418,92
S01008969,1088,459,134,3,9,404,79
S01008970,1144,473,114,0,3,475,79
S01008971,697,246,90,2,11,276,72
S01008972,1539,669,146,5,4,539,176
S01008973,812,305,81,5,4,310,107
S01008974,939,353,115,1,8,381,81
S01008975,903,429,83,0,2,314,75
S01008976,747,330,59,0,8,297,53
S01008977,835,373,75,0,13,331,43
S01008978,719,277,59,0,8,319,56
S01008979,853,224,83,2,14,451,79
S01008980,834,257,105,0,11,410,51
S01008981,808,389,53,0,15,286,65
S01008982,922,256,89,1,23,484,69
S01008983,844,219,90,1,3,467,64
S01008984,518,154,61,1,3,256,43
S01008985,794,316,62,0,17,339,60
S01008986,958,425,83,1,6,378,65
S01008987,1013,489,87,1,8,352,76
S01008988,1058,408,147,1,16,415,71
S01008989,1031,367,111,0,3,464,86
S01008990,1170,379,126,0,19,531,115
S01008991,1220,447,127,0,27,504,115
S01008992,440,171,43,0,12,188,26
S01008993,1284,538,126,1,15,525,79
S01008994,1043,422,63,2,5,465,86
S01008995,1122,433,62,4,3,523,97
S01008996,703,257,54,1,17,316,58
S01008997,1088,459,74,2,16,453,84
S01008998,1197,432,92,3,4,594,72
S01008999,970,404,111,0,3,378,74
S01009000,1117,570,81,0,0,409,57
S01009001,888,387,69,0,13,360,59
S01009002,941,400,78,2,6,381,74
S01009003,1035,388,95,0,1,474,77
S01009004,853,353,55,0,5,384,56
S01009005,1020,380,112,0,5,438,85
S01009006,1368,536,146,1,1,571,113
S01009007,891,325,92,0,3,386,85
S01009008,916,390,108,0,0,340,78
S01009009,476,132,61,1,1,248,33
S01009010,1378,539,135,2,4,593,105
S01009011,1195,498,169,0,9,460,59
S01009012,875,338,73,1,3,399,61
S01009013,1036,388,135,1,16,425,71
S01009014,841,130,584,0,1,91,35
S01009015,643,102,442,0,4,71,24
S01009016,530,65,381,0,0,52,32
S01009017,721,108,497,0,0,82,34
S01009018,745,171,419,0,0,115,40
S01009019,886,320,394,0,4,147,21
S01009020,1027,472,299,0,4,214,38
S01009021,731,512,33,0,1,125,60
S01009022,888,560,52,0,6,191,79
S01009023,936,660,44,0,0,135,97
S01009024,1246,988,48,3,4,150,53
S01009025,918,654,16,0,0,185,63
S01009026,1108,775,29,0,0,221,83
S01009027,884,551,24,0,1,221,87
S01009028,620,446,9,0,0,121,44
S01009029,835,580,31,0,0,148,76
S01009030,1028,703,26,0,0,204,95
S01009031,761,577,29,0,0,111,44
S01009032,660,484,15,0,0,124,37
S01009033,895,614,20,0,0,173,88
S01009034,709,539,22,0,0,94,54
S01009035,930,640,43,0,0,166,81
S01009036,1074,709,21,0,0,260,84
S01009037,1025,739,35,0,0,192,59
S01009038,1090,729,52,0,9,211,89
S01009039,939,608,54,0,3,186,88
S01009040,833,574,27,0,8,158,66
S01009041,1139,716,56,0,2,274,91
S01009042,849,518,21,0,3,178,129
S01009043,1215,863,39,0,7,215,91
S01009044,1060,761,25,0,10,166,98
S01009045,1105,801,36,0,4,178,86
S01009046,872,626,16,0,1,155,74
S01009047,805,548,26,0,0,160,71
S01009048,837,577,24,0,0,158,78
S01009049,780,507,30,0,0,181,62
S01009050,992,410,175,0,0,335,72
S01009051,1101,402,240,0,0,372,87
S01009052,914,337,244,0,9,267,57
S01009053,532,159,116,0,4,225,28
S01009054,700,282,140,0,3,220,55
S01009055,807,371,141,0,2,240,53
S01009056,554,195,156,0,12,159,32
S01009057,732,197,267,0,4,220,44
S01009058,1029,327,283,0,22,327,70
S01009059,901,301,211,0,16,320,53
S01009060,1214,475,202,1,16,430,90
S01009061,941,359,228,0,2,297,55
S01009062,849,374,183,0,0,250,42
S01009063,733,267,152,0,14,250,50
S01009064,691,263,131,0,6,245,46
S01009065,1699,659,319,1,9,606,105
S01009066,693,271,168,0,11,204,39
S01009067,645,277,123,0,1,218,26
S01009068,895,399,138,0,5,304,49
S01009069,882,439,122,0,4,264,53
S01009070,927,414,128,0,1,293,91
S01009071,658,268,78,0,7,272,33
S01009072,1355,464,245,0,29,529,88
S01009073,848,284,207,0,9,263,85
S01009074,1025,364,196,0,8,341,116
S01009075,694,238,191,0,0,223,42
S01009076,1126,415,183,0,5,450,73
S01009077,949,374,151,0,6,334,84
S01009078,565,223,92,0,1,199,50
S01009079,1352,528,238,0,5,487,94
S01009080,2007,822,318,1,14,726,126
S01009081,1505,615,280,1,20,495,94
S01009082,1708,692,296,1,9,598,112
S01009083,774,238,198,0,0,299,39
S01009084,4234,1413,748,0,88,1602,383
S01009085,1352,427,272,0,5,546,102
S01009086,1781,591,373,0,27,679,111
S01009087,1637,568,330,0,25,621,93
S01009088,1220,577,113,0,18,404,108
S01009089,839,322,91,0,8,358,60
S01009090,462,189,57,0,6,181,29
S01009091,1887,779,188,0,54,753,113
S01009092,1047,446,122,1,1,423,54
S01009093,1014,340,95,1,11,487,80
S01009094,878,492,81,1,7,234,63
S01009095,1323,667,109,0,8,421,118
S01009096,1129,450,139,0,11,444,85
S01009097,1834,742,215,1,17,742,117
S01009098,527,246,58,0,0,190,33
S01009099,807,381,86,1,0,280,59
S01009100,1224,538,112,1,0,485,88
S01009101,1045,427,84,0,11,443,80
S01009102,1086,321,59,0,13,622,71
S01009103,656,376,58,0,1,192,29
S01009104,775,327,54,0,5,323,66
S01009105,796,357,73,1,4,311,50
S01009106,791,358,81,0,0,303,49
S01009107,1277,545,135,0,6,519,72
S01009108,874,467,80,0,4,280,43
S01009109,956,518,83,0,3,300,52
S01009110,805,402,63,0,1,298,41
S01009111,1056,450,115,0,15,408,68
S01009112,560,269,53,0,4,191,43
S01009113,632,296,65,0,17,223,31
S01009114,902,366,97,0,25,358,56
S01009115,979,414,127,0,0,397,41
S01009116,788,353,85,0,0,295,55
S01009117,765,315,50,0,9,344,47
S01009118,632,269,53,0,17,263,30
S01009119,917,287,80,1,5,479,65
S01009120,737,296,53,0,17,316,55
S01009121,1083,376,66,0,1,555,85
S01009122,1421,592,106,0,21,588,114
S01009123,400,192,20,0,0,154,34
S01009124,992,400,72,0,20,417,83
S01009125,947,508,65,0,4,309,61
S01009126,805,256,97,0,2,381,69
S01009127,718,213,107,0,3,349,46
S01009128,941,356,91,0,12,428,54
S01009129,621,212,52,0,7,308,42
S01009130,733,225,125,0,10,337,36
S01009131,790,360,92,0,12,268,58
S01009132,962,309,167,0,16,404,66
S01009133,742,242,128,0,5,307,60
S01009134,1006,361,216,0,1,354,74
S01009135,565,182,117,0,9,231,26
S01009136,1170,386,200,0,53,370,161
S01009137,1510,530,230,0,51,517,182
S01009138,1001,329,210,0,24,370,68
S01009139,578,193,78,0,8,259,40
S01009140,700,235,130,0,12,265,58
S01009141,636,211,90,0,3,279,53
S01009142,835,272,99,0,35,351,78
S01009143,600,218,82,0,3,253,44
S01009144,1435,474,237,1,37,580,106
S01009145,1831,666,314,0,40,709,102
S01009146,1210,384,152,0,28,532,114
S01009147,1639,531,235,0,40,708,125
S01009148,762,272,82,0,4,339,65
S01009149,867,315,113,0,31,336,72
S01009150,747,449,95,1,0,133,69
S01009151,890,422,126,1,10,287,44
S01009152,841,327,135,0,11,299,69
S01009153,762,226,125,0,23,335,53
S01009154,972,399,121,0,25,315,112
S01009155,708,321,69,1,7,273,37
S01009156,1424,624,169,0,13,527,91
S01009157,921,375,124,0,6,348,68
S01009158,848,355,90,2,7,341,53
S01009159,659,226,72,0,1,290,70
S01009160,674,269,81,0,2,279,43
S01009161,884,303,130,0,16,355,80
S01009162,709,267,91,0,2,285,64
S01009163,548,222,102,0,10,175,39
S01009164,974,339,103,0,11,444,77
S01009165,720,199,92,0,14,345,70
S01009166,959,328,100,0,9,434,88
S01009167,750,261,85,0,2,329,73
S01009168,1081,524,115,4,20,337,81
S01009169,890,426,104,1,0,287,72
S01009170,677,226,73,0,4,322,52
S01009171,1877,585,315,0,14,812,151
S01009172,1036,435,109,0,7,413,72
S01009173,1471,635,176,1,14,547,98
S01009174,93,41,11,0,0,28,13
S01009175,1784,698,270,0,19,682,115
S01009176,1456,666,191,0,5,499,95
S01009177,817,243,98,0,19,402,55
S01009178,845,264,105,1,16,370,89
S01009179,855,318,93,0,3,378,63
S01009180,984,414,88,0,8,395,79
S01009181,1450,663,116,0,5,555,111
S01009182,1171,591,87,0,2,410,81
S01009183,1028,495,97,0,3,368,65
S01009184,1228,536,97,3,1,469,122
S01009185,1136,535,89,3,0,414,95
S01009186,979,420,55,0,8,392,104
S01009187,1121,476,93,0,2,454,96
S01009188,1390,594,111,1,3,555,126
S01009189,1562,628,140,2,8,683,101
S01009190,1557,459,188,0,12,801,97
S01009191,801,352,76,0,19,313,41
S01009192,1345,453,154,0,11,621,106
S01009193,734,295,57,0,7,260,115
S01009194,914,469,78,0,4,295,68
S01009195,1511,527,161,0,20,714,89
S01009196,693,306,71,0,18,254,44
S01009197,2143,879,205,0,31,915,113
S01009198,825,395,49,0,1,299,81
S01009199,858,382,108,0,9,301,58
S01009200,1387,611,143,0,32,484,117
S01009201,679,274,56,0,14,280,55
S01009202,582,242,50,0,23,212,55
S01009203,633,262,42,0,4,279,46
S01009204,1106,419,98,0,10,499,80
S01009205,1145,510,80,1,12,469,73
S01009206,1039,440,85,0,15,412,87
S01009207,875,452,82,0,10,263,68
S01009208,631,350,50,0,1,203,27
S01009209,1298,687,95,0,7,429,80
S01009210,861,389,79,1,4,313,75
S01009211,749,288,50,0,11,345,55
S01009212,897,400,66,1,6,364,60
S01009213,894,320,97,0,4,352,121
S01009214,1237,621,75,0,6,468,67
S01009215,1099,431,104,1,17,464,82
S01009216,1086,457,90,1,10,452,76
S01009217,851,259,76,0,4,402,110
S01009218,1125,534,90,1,6,414,80
S01009219,736,275,89,0,8,314,50
S01009220,648,246,69,0,10,279,44
S01009221,634,227,65,0,0,286,56
S01009222,664,231,66,1,0,315,51
S01009223,556,253,42,0,13,210,38
S01009224,994,405,94,0,0,437,58
S01009225,749,310,88,0,11,272,68
S01009226,1201,506,96,0,1,527,71
S01009227,645,277,72,0,0,255,41
S01009228,772,306,77,0,4,344,41
S01009229,917,433,92,0,17,300,75
S01009230,890,396,90,0,4,341,59
S01009231,958,444,121,0,4,315,74
S01009232,684,201,59,0,11,369,44
S01009233,763,326,79,0,2,303,53
S01009234,1193,332,162,2,5,584,108
S01009235,921,334,104,0,6,404,73
S01009236,720,393,75,0,8,185,59
S01009237,747,384,69,0,11,229,54
S01009238,1010,399,112,1,0,408,90
S01009239,867,269,111,0,4,421,62
S01009240,672,235,79,0,2,314,42
S01009241,895,285,107,0,2,445,56
S01009242,886,427,106,0,19,274,60
S01009243,1187,467,109,2,6,534,69
S01009244,814,459,46,0,5,261,43
S01009245,830,430,70,2,2,285,41
S01009246,1033,447,112,0,5,386,83
S01009247,1224,451,137,0,1,563,72
S01009248,688,368,46,0,6,219,49
S01009249,1108,346,141,0,13,542,66
S01009250,770,315,62,0,11,321,61
S01009251,553,242,35,0,5,214,57
S01009252,478,281,31,0,0,137,29
S01009253,733,304,90,1,2,267,69
S01009254,951,340,123,0,16,393,79
S01009255,769,243,121,0,1,324,80
S01009256,634,303,74,0,0,223,34
S01009257,684,289,86,0,0,248,61
S01009258,1552,632,139,5,2,684,90
S01009259,1080,490,119,3,1,409,58
