"output_area","total","employed","unemployed","other"
"60RB000923",53,37,4,12
"60RB000924",118,75,3,40
"60RB000925",64,37,1,26
"60RB000926",83,62,0,21
"60RB000927",49,36,2,11
"60RB000928",89,63,0,26
"60RB000929",76,45,3,28
"60RB000930",66,43,3,20
"60RB000931",62,38,2,22
"60RB000932",71,32,1,38
"60RB000933",94,54,3,37
"60RB000934",67,40,6,21
"60RB000935",105,40,4,61
"60RB000936",84,52,4,28
"60RB000937",113,81,3,29
"60RB000938",36,16,3,17
"60RB000939",93,53,0,40
"60RB000940",61,41,1,19
"60RB000941",86,58,3,25
"60RB000942",64,38,2,24
"60RB000943",67,29,3,35
"60RB000944",58,27,4,27
"60RB000945",76,41,9,26
"60RB000946",61,42,1,18
"60RB000947",82,53,4,25
"60RB000948",48,34,2,12
"60RB000949",81,65,2,14
"60RB000950",97,61,3,33
"60RB000951",83,64,1,18
"60RB000952",215,83,3,129
"60RB000953",135,92,6,37
"60RB000954",49,31,2,16
"60RB000955",98,70,3,25
"60RB000956",129,94,0,35
"60RB000957",127,76,1,50
"60RB000958",113,76,0,37
"60RB000959",104,62,4,38
"60RB000960",100,61,1,38
"60RB000961",95,63,5,27
"60RB000962",113,78,3,32
"60RB000963",107,76,2,29
"60RB000964",107,65,2,40
"60RB000965",129,88,2,39
"60RB000966",108,76,3,29
"60RB000967",84,63,1,20
"60RB000968",80,57,4,19
"60RB000969",131,83,5,43
"60RB000970",79,51,5,23
"60RB000971",78,66,1,11
"60RB000972",64,41,2,21
"60RB000973",79,56,3,20
"60RB000974",124,81,5,38
"60RB000975",90,57,1,32
"60RB000976",99,61,3,35
"60RB000977",48,27,1,20
"60RB000978",238,141,11,86
"60RB000979",80,55,1,24
"60RB000980",83,61,0,22
"60RB000981",124,88,5,31
"60RB000982",45,31,1,13
"60RB000983",70,48,5,17
"60RB000984",70,46,1,23
"60RB000985",76,56,2,18
"60RB000986",87,40,1,46
"60RB000987",102,67,4,31
"60RB000988",76,53,1,22
"60RB000989",152,72,16,64
"60RB000990",82,45,4,33
"60RB000991",83,62,3,18
"60RB000992",75,54,1,20
"60RB000993",76,45,2,29
"60RB000994",97,67,1,29
"60RB000995",65,40,2,23
"60RB000996",116,82,4,30
"60RB000997",58,38,1,19
"60RB000998",45,30,0,15
"60RB000999",87,58,1,28
"60RB001000",74,48,1,25
"60RB001001",86,51,7,28
"60RB001002",81,41,0,40
"60RB001003",68,43,1,24
"60RB001004",86,58,3,25
"60RB001005",71,38,9,24
"60RB001006",66,51,3,12
"60RB001007",62,41,0,21
"60RB001008",116,71,7,38
"60RB001009",118,77,2,39
"60RB001010",86,40,1,45
"60RB001011",59,45,0,14
"60RB001012",80,61,1,18
"60RB001013",116,86,1,29
"60RB001014",90,57,2,31
"60RB001015",59,34,2,23
"60RB001016",59,38,2,19
"60RB001017",115,93,2,20
"60RB001018",33,4,2,27
"60RB001019",120,61,2,57
"60RB001020",19,3,0,16
"60RB001021",82,41,2,39
"60RB001022",63,36,0,27
"60RB001023",71,44,1,26
"60RB001024",96,51,3,42
"60RB001025",56,32,0,24
"60RB001026",87,58,4,25
"60RB001027",47,21,1,25
"60RB001028",55,37,0,18
"60RB001029",31,12,0,19
"60RB001030",48,42,0,6
"60RB001031",114,92,4,18
"60RB001032",110,71,2,37
"60RB001033",111,78,2,31
"60RB001034",125,93,3,29
"60RB001035",96,58,1,37
"60RB001036",87,74,1,12
"60RB001037",96,73,3,20
"60RB001038",101,81,2,18
"60RB001039",70,65,3,2
"60RB001040",99,67,1,31
"60RB001041",62,43,2,17
"60RB001042",123,92,1,30
"60RB001043",118,88,0,30
"60RB001044",136,100,5,31
"60RB001045",50,31,2,17
"60RB001046",78,48,2,28
"60RB001047",115,56,5,54
"60RB001048",154,137,2,15
"60RB001049",121,106,5,10
"60RB001050",101,82,1,18
"60RB001051",88,73,5,10
"60RB001052",46,40,1,5
"60RB001053",72,38,2,32
"60RB001054",85,48,3,34
"60RB001055",74,58,2,14
"60RB001056",75,37,2,36
"60RB001057",74,40,6,28
"60RB001058",77,42,1,34
"60RB001059",42,22,3,17
"60RB001060",105,31,15,59
"60RB001061",105,58,7,40
"60RB001062",143,102,5,36
"60RB001063",90,44,4,42
"60RB001064",50,17,0,33
"60RB001065",49,15,3,31
"60RB001066",137,92,8,37
"60RB001067",54,41,0,13
"60RB001068",35,14,0,21
"60RB001069",48,36,2,10
"60RB001070",53,41,4,8
"60RB001071",65,42,3,20
"60RB001072",76,32,2,42
"60RB001073",73,56,3,14
"60RB001074",94,76,2,16
"60RB001075",104,67,2,35
"60RB001076",86,44,2,40
"60RB001077",58,26,0,32
"60RB001078",71,33,1,37
"60RB001079",77,20,2,55
"60RB001080",66,44,1,21
"60RB001081",35,14,2,19
"60RB001082",103,44,2,57
"60RB001083",80,51,2,27
"60RB001084",40,23,0,17
"60RB001085",93,41,3,49
"60RB001086",44,26,3,15
"60RB001087",101,72,0,29
"60RB001088",327,90,5,232
"60RB001089",45,24,0,21
"60RB001090",76,44,2,30
"60RB001091",121,71,8,42
"60RB001092",62,40,3,19
"60RB001093",51,20,4,27
"60RB001094",63,44,2,17
"60RB001095",77,46,7,24
"60RB001096",79,61,7,11
"60RB001097",60,47,3,10
"60RB001098",107,61,6,40
"60RB001099",76,47,0,29
"60RB001100",64,41,6,17
"60RB001101",56,37,4,15
"60RB001102",83,44,8,31
"60RB001103",62,38,0,24
"60RB001104",22,2,0,20
"60RB001105",95,74,0,21
"60RB001106",57,45,0,12
"60RB001107",64,47,3,14
"60RB001108",86,71,2,13
"60RB001109",133,81,3,49
"60RB001110",52,32,3,17
"60RB001111",125,85,8,32
"60RB001112",77,54,0,23
"60RB001113",67,52,2,13
"60RB001114",121,81,0,40
"60RB001115",63,42,2,19
"60RB001116",88,41,2,45
"60RB001117",68,32,3,33
"60RB001118",98,78,3,17
"60RB001119",56,46,1,9
"60RB001120",49,37,0,12
"60RB001121",92,45,4,43
"60RB001122",163,98,4,61
"60RB001123",47,35,0,12
"60RB001124",132,63,1,68
"60RB001125",89,44,1,44
"60RB001126",145,102,5,38
"60RB001127",83,46,7,30
"60RB001128",61,29,0,32
"60RB001129",82,46,3,33
"60RB001130",47,31,1,15
"60RB001131",52,42,0,10
"60RB001132",77,56,3,18
"60RB001133",90,57,7,26
"60RB001134",68,38,3,27
"60RB001135",54,28,0,26
"60RB001136",115,58,2,55
"60RB001137",60,34,4,22
"60RB001138",87,59,1,27
"60RB001139",60,27,1,32
"60RB001140",43,9,0,34
"60RB001141",49,32,0,17
"60RB001142",74,29,0,45
"60RB001143",112,70,2,40
"60RB001144",46,16,0,30
"60RB001145",85,55,1,29
"60RB001146",66,32,4,30
"60RB001147",102,67,3,32
"60RB001148",71,42,3,26
"60RB001149",32,14,2,16
"60RB001150",89,47,1,41
"60RB001151",214,153,5,56
"60RB001152",113,61,1,51
"60RB001153",126,83,0,43
"60RB001154",74,50,1,23
"60RB001155",88,59,0,29
"60RB001156",288,197,4,87
"60RB001157",78,46,1,31
"60RB001158",40,21,0,19
"60RB001159",64,43,1,20
"60RB001160",75,43,2,30
"60RB001161",46,17,1,28
"60RB001162",79,50,3,26
"60RB001163",80,55,2,23
"60RB001164",86,53,1,32
"60RC000001",255,30,1,224
"60RC000002",52,35,3,14
"60RC000003",131,100,2,29
"60RC000004",54,34,0,20
"60RC000005",130,78,2,50
"60RC000006",102,75,0,27
"60RC000007",56,46,0,10
"60RC000008",51,34,3,14
"60RC000009",59,40,4,15
"60RC000010",48,31,1,16
"60RC000011",129,79,1,49
"60RC000012",123,70,1,52
"60RC000013",89,51,1,37
"60RC000014",94,65,2,27
"60RC000015",54,32,3,19
"60RC000016",44,31,2,11
"60RC000017",107,66,3,38
"60RC000018",73,53,1,19
"60RC000019",73,29,1,43
"60RC000020",92,62,2,28
"60RC000021",68,30,1,37
"60RC000022",84,49,1,34
"60RC000023",98,48,9,41
"60RC000024",101,48,2,51
"60RC000025",124,57,8,59
"60RC000026",112,59,7,46
"60RC000027",85,26,3,56
"60RC000028",87,52,4,31
"60RC000029",69,43,3,23
"60RC000030",90,47,0,43
"60RC000031",92,62,2,28
"60RC000032",117,68,2,47
"60RC000033",18,6,0,12
"60RC000034",64,29,2,33
"60RC000035",92,50,3,39
"60RC000036",114,58,1,55
"60RC000037",48,28,2,18
"60RC000038",56,20,1,35
"60RC000039",61,36,1,24
"60RC000040",66,44,4,18
"60RC000041",83,49,0,34
"60RC000042",89,57,0,32
"60RC000043",115,66,4,45
"60RC000044",88,47,5,36
"60RC000045",165,85,9,71
"60RC000046",94,50,8,36
"60RC000047",94,37,6,51
"60RC000048",27,2,4,21
"60RC000049",77,32,8,37
"60RC000050",52,16,3,33
"60RC000051",52,16,8,28
"60RC000052",51,13,5,33
"60RC000053",107,45,4,58
"60RC000054",107,43,5,59
"60RC000055",68,45,0,23
"60RC000056",74,34,5,35
"60RC000057",37,10,1,26
"60RC000058",70,27,4,39
"60RC000059",95,34,2,59
"60RC000060",84,38,1,45
"60RC000061",46,20,3,23
"60RC000062",57,26,2,29
"60RC000063",93,59,2,32
"60RC000064",64,34,6,24
"60RC000065",64,42,1,21
"60RC000066",91,58,1,32
"60RC000067",95,49,6,40
"60RC000068",82,40,3,39
"60RC000069",66,49,2,15
"60RC000070",77,48,3,26
"60RC000071",149,123,2,24
"60RC000072",122,69,2,51
"60RC000073",74,55,1,18
"60RC000074",109,79,3,27
"60RC000075",87,45,3,39
"60RC000076",65,41,1,23
"60RC000077",81,47,3,31
"60RC000078",92,36,5,51
"60RC000079",59,23,1,35
"60RC000080",89,44,4,41
"60RC000081",42,12,0,30
"60RC000082",104,62,3,39
"60RC000083",74,29,5,40
"60RC000084",112,54,6,52
"60RC000085",79,22,8,49
"60RC000086",83,53,3,27
"60RC000087",74,31,5,38
"60RC000088",48,29,2,17
"60RC000089",63,24,5,34
"60RC000090",89,40,2,47
"60RC000091",79,36,4,39
"60RC000092",99,62,1,36
"60RC000093",67,23,2,42
"60RC000094",84,50,1,33
"60RC000095",46,25,1,20
"60RC000096",52,18,4,30
"60RC000097",59,31,6,22
"60RC000098",34,11,5,18
"60RC000099",75,38,8,29
"60RC000100",93,42,8,43
"60RC000101",57,35,4,18
"60RC000102",69,35,1,33
"60RC000103",87,41,7,39
"60RC000104",90,50,7,33
"60RC000105",79,38,4,37
"60RC000106",77,34,9,34
"60RC000107",92,43,3,46
"60RC000108",112,55,5,52
"60RC000109",54,27,5,22
"60RC000110",64,24,2,38
"60RC000111",86,29,3,54
"60RC000112",51,30,6,15
"60RC000113",65,32,1,32
"60RC000114",72,39,0,33
"60RC000115",114,60,5,49
"60RC000116",78,41,7,30
"60RC000117",84,48,0,36
"60RC000118",90,48,0,42
"60RC000119",125,53,3,69
"60RC000120",80,42,4,34
"60RC000121",115,55,6,54
"60RC000122",42,13,3,26
"60RC000123",99,43,4,52
"60RC000124",112,61,2,49
"60RC000125",120,53,6,61
"60RC000126",126,65,2,59
"60RC000127",131,74,3,54
"60RC000128",49,18,6,25
"60RC000129",87,40,10,37
"60RC000130",74,33,12,29
"60RC000131",70,21,6,43
"60RC000132",40,17,2,21
"60RC000133",54,23,5,26
"60RC000134",35,18,0,17
"60RC000135",89,28,13,48
"60RC000136",61,22,4,35
"60RC000137",86,46,4,36
"60RC000138",138,64,5,69
"60RC000139",145,75,5,65
"60RC000140",66,32,3,31
"60RC000141",75,32,2,41
"60RC000142",124,69,6,49
"60RC000143",114,55,6,53
"60RC000144",60,29,4,27
"60RC000145",73,35,4,34
"60RC000146",77,37,0,40
"60RC000147",85,39,2,44
"60RC000148",60,35,0,25
"60RC000149",63,27,2,34
"60RC000150",64,28,8,28
"60RC000151",48,17,2,29
"60RC000152",92,46,1,45
"60RC000153",106,61,3,42
"60RC000154",89,44,2,43
"60RC000155",143,62,6,75
"60RC000156",105,57,5,43
"60RC000157",114,80,4,30
"60RC000158",130,70,3,57
"60RC000159",35,18,1,16
"60RC000160",168,118,2,48
"60RC000161",115,72,4,39
"60RC000162",121,76,3,42
"60RC000163",82,44,3,35
"60RC000164",103,74,5,24
"60RC000165",128,81,2,45
"60RC000166",130,64,5,61
"60RC000167",104,62,2,40
"60RC000168",97,56,1,40
"60RC000169",126,73,2,51
"60RC000170",90,55,0,35
"60RC000171",89,51,0,38
"60RC000172",70,46,4,20
"60RC000173",80,45,6,29
"60RC000174",76,48,4,24
"60RC000175",67,33,7,27
"60RC000176",115,70,3,42
"60RC000177",130,84,5,41
"60RC000178",89,42,3,44
"60RC000179",93,60,1,32
"60RC000180",83,47,3,33
"60RC000181",135,74,10,51
"60RC000182",96,43,3,50
"60RC000183",151,99,2,50
"60RC000184",56,19,1,36
"60RC000185",103,53,15,35
"60RC000186",121,55,7,59
"60RC000187",96,47,7,42
"60RC000188",102,54,8,40
"60RC000189",65,43,5,17
"60RC000190",83,31,7,45
"60RC000191",74,33,2,39
"60RC000192",114,55,6,53
"60RC000193",101,40,4,57
"60RC000194",141,84,3,54
"60RC000195",123,86,5,32
"60RC000196",114,73,5,36
"60RC000197",115,78,5,32
"60RC000198",134,75,5,54
"60RC000199",139,86,3,50
"60RC000200",117,83,6,28
"60RC000201",144,88,4,52
"60RC000202",117,68,1,48
"60RC000203",144,80,9,55
"60RC000204",40,14,2,24
"60RC000205",97,56,6,35
"60RC000206",141,65,11,65
"60RC000207",94,55,2,37
"60RC000208",105,62,6,37
"60RC000209",89,49,6,34
"60RC000210",76,45,4,27
"60RC000211",92,37,2,53
"60RC000212",94,44,3,47
"60RC000213",99,58,3,38
"60RC000214",85,35,4,46
"60RC000215",92,47,3,42
"60RC000216",81,38,3,40
"60RC000217",68,19,4,45
"60RC000218",69,27,3,39
"60RC000219",75,35,7,33
"60RC000220",126,52,8,66
"60RC000221",110,54,2,54
"60RC000222",94,43,4,47
"60RC000223",106,46,7,53
"60RC000224",93,49,5,39
"60RC000225",87,46,2,39
"60RC000226",138,62,4,72
"60RC000227",112,53,7,52
"60RC000228",142,75,7,60
"60RC000229",115,52,16,47
"60RC000230",94,45,3,46
"60RC000231",89,56,6,27
"60RC000232",43,32,3,8
"60RC000233",89,63,2,24
"60RC000234",74,38,9,27
"60RC000235",60,37,4,19
"60RC000236",105,74,3,28
"60RC000237",107,79,6,22
"60RC000238",98,58,4,36
"60RC000239",83,41,10,32
"60RC000240",89,69,2,18
"60RC000241",68,26,4,38
"60RC000242",56,27,2,27
"60RC000243",64,35,2,27
"60RC000244",106,62,7,37
"60RC000245",93,45,5,43
"60RC000246",81,35,11,35
"60RC000247",111,79,3,29
"60RC000248",62,29,5,28
"60RC000249",63,40,4,19
"60RC000250",62,37,1,24
"60RC000251",51,29,4,18
"60RC000252",110,45,8,57
"60RC000253",63,34,4,25
"60RC000254",89,38,14,37
"60RC000255",75,42,5,28
"60RC000256",71,36,4,31
"60RC000257",50,24,3,23
"60RC000258",49,21,7,21
"60RC000259",26,7,2,17
"60RC000260",109,79,8,22
"60RC000261",88,41,2,45
"60RC000262",64,36,5,23
"60RC000263",79,45,1,33
"60RC000264",112,87,0,25
"60RC000265",71,46,0,25
"60RC000266",79,58,1,20
"60RC000267",53,30,3,20
"60RC000268",80,37,6,37
"60RC000269",63,28,8,27
"60RC000270",74,49,3,22
"60RC000271",60,30,5,25
"60RC000272",118,82,3,33
"60RC000273",109,75,5,29
"60RC000274",57,20,3,34
"60RC000275",36,5,4,27
"60RC000276",60,25,1,34
"60RC000277",99,50,6,43
"60RC000278",87,27,6,54
"60RC000279",52,32,0,20
"60RC000280",49,26,5,18
"60RC000281",56,16,3,37
"60RC000282",68,26,8,34
"60RC000283",50,21,3,26
"60RC000284",92,39,10,43
"60RC000285",39,10,5,24
"60RC000286",99,81,1,17
"60RC000287",99,55,4,40
"60RC000288",67,35,3,29
"60RC000289",53,37,1,15
"60RC000290",103,58,3,42
"60RC000291",57,33,1,23
"60RC000292",119,80,2,37
"60RC000293",68,52,1,15
"60RC000294",74,18,5,51
"60RC000295",65,17,5,43
"60RC000296",117,49,5,63
"60RC000297",53,16,1,36
"60RC000298",60,29,1,30
"60RC000299",82,33,4,45
"60RC000300",141,37,2,102
"60RC000301",46,28,4,14
"60RC000302",52,20,5,27
"60RC000303",42,15,11,16
"60RC000304",76,44,1,31
"60RC000305",69,46,4,19
"60RC000306",47,22,5,20
"60RC000307",97,49,9,39
"60RC000308",46,26,1,19
"60RC000309",90,36,7,47
"60RC000310",97,83,2,12
"60RC000311",118,43,12,63
"60RC000312",51,19,12,20
"60RC000313",80,27,11,42
"60RC000314",86,39,15,32
"60RC000315",44,26,2,16
"60RC000316",78,33,6,39
"60RC000317",47,22,3,22
"60RC000318",67,38,6,23
"60RC000319",66,28,4,34
"60RC000320",54,28,3,23
"60RC000321",95,77,1,17
"60RC000322",108,54,7,47
"60RC000323",97,66,2,29
"60RC000324",67,36,1,30
"60RC000325",80,44,1,35
"60RC000326",96,79,3,14
"60RC000327",52,14,0,38
"60RC000328",91,59,2,30
"60RC000329",87,64,1,22
"60RC000330",65,39,3,23
"60RC000331",57,31,0,26
"60RC000332",54,17,6,31
"60RC000333",63,25,2,36
"60RC000334",82,35,8,39
"60RC000335",62,32,1,29
"60RC000336",98,51,2,45
"60RC000337",77,41,0,36
"60RC000338",83,62,1,20
"60RC000339",61,38,2,21
"60RC000340",43,30,3,10
"60RC000341",116,88,4,24
"60RC000342",104,67,1,36
"60RC000343",108,74,4,30
"60RC000344",77,54,1,22
"60RC000345",86,51,2,33
"60RC000346",125,79,4,42
"60RC000347",77,52,0,25
"60RC000348",119,79,3,37
"60RC000349",101,60,2,39
"60RC000350",38,23,1,14
"60RC000351",65,43,1,21
"60RC000352",97,58,4,35
"60RC000353",83,41,1,41
"60RC000354",81,41,4,36
"60RC000355",84,54,1,29
"60RC000356",98,61,4,33
"60RC000357",70,47,1,22
"60RC000358",87,52,1,34
"60RC000359",168,113,5,50
"60RC000360",100,64,0,36
"60RC000361",137,77,5,55
"60RC000362",124,74,0,50
"60RC000363",86,57,2,27
"60RC000364",97,51,1,45
"60RC000365",80,51,1,28
"60RC000366",110,66,0,44
"60RC000367",122,80,0,42
"60RC000368",51,16,2,33
"60RC000369",86,56,2,28
"60RC000370",78,59,0,19
"60RC000371",108,62,1,45
"60RC000372",69,47,1,21
"60RC000373",88,51,2,35
"60RC000374",153,108,0,45
"60RC000375",121,82,1,38
"60RC000376",95,50,1,44
"60RC000377",73,45,3,25
"60RC000378",100,57,3,40
"60RC000379",89,55,0,34
"60RC000380",87,56,0,31
"60RC000381",75,36,3,36
"60RC000382",101,65,3,33
"60RC000383",60,34,1,25
"60RC000384",79,46,2,31
"60RC000385",124,89,2,33
"60RC000386",72,39,2,31
"60RC000387",86,52,1,33
"60RC000388",84,62,1,21
"60RC000389",100,57,4,39
"60RC000390",89,61,0,28
"60RC000391",78,37,0,41
"60RC000392",67,39,1,27
"60RC000393",130,61,3,66
"60RC000394",11,2,0,9
"60RC000395",78,17,6,55
"60RC000396",86,27,7,52
"60RC000397",46,8,0,38
"60RC000398",59,18,2,39
"60RC000399",58,21,2,35
"60RC000400",112,72,4,36
"60RC000401",121,96,2,23
"60RC000402",131,91,1,39
"60RC000403",46,28,2,16
"60RC000404",37,30,0,7
"60RC000405",69,42,1,26
"60RC000406",84,50,5,29
"60RC000407",59,33,2,24
"60RC000408",80,30,0,50
"60RC000409",45,7,1,37
"60RC000410",77,21,1,55
"60RC000411",77,31,2,44
"60RC000412",87,39,3,45
"60RC000413",58,22,0,36
"60RC000414",55,18,0,37
"60RC000415",52,18,5,29
"60RC000416",58,27,3,28
"60RC000417",47,17,0,30
"60RC000418",168,89,8,71
"60RC000419",82,45,5,32
"60RC000420",99,53,4,42
"60RC000421",84,37,0,47
"60RC000422",164,90,12,62
"60RC000423",132,68,6,58
"60RC000424",55,23,5,27
"60RC000425",123,69,2,52
"60RC000426",66,34,0,32
"60RC000427",64,28,8,28
"60RC000428",115,64,5,46
"60RC000429",75,25,13,37
"60RC000430",66,30,14,22
"60RC000431",43,21,2,20
"60RC000432",80,62,4,14
"60RC000433",106,50,9,47
"60RC000434",92,44,1,47
"60RC000435",128,84,6,38
"60RC000436",97,54,1,42
"60RC000437",69,34,5,30
"60RC000438",44,30,0,14
"60RC000439",70,35,3,32
"60RC000440",101,38,7,56
"60RC000441",73,37,7,29
"60RC000442",76,44,2,30
"60RC000443",58,24,9,25
"60RC000444",111,51,14,46
"60RC000445",48,16,7,25
"60RC000446",62,33,9,20
"60RC000447",116,48,9,59
"60RC000448",87,32,5,50
"60RC000449",148,85,5,58
"60RC000450",75,54,0,21
"60RC000451",107,73,3,31
"60RC000452",90,63,0,27
"60RC000453",168,101,6,61
"60RC000454",156,96,2,58
"60RC000455",101,62,1,38
"60RC000456",91,60,0,31
"60RC000457",86,43,2,41
"60RC000458",68,30,0,38
"60RC000459",96,52,2,42
"60RC000460",80,35,2,43
"60RC000461",82,47,0,35
"60RC000462",78,35,4,39
"60RC000463",69,36,1,32
"60RC000464",88,51,3,34
"60RC000465",97,47,1,49
"60RC000466",60,29,2,29
"60RC000467",72,25,3,44
"60RC000468",79,42,3,34
"60RC000469",63,31,5,27
"60RC000470",83,35,4,44
"60RC000471",85,39,7,39
"60RC000472",115,66,5,44
"60RC000473",98,54,3,41
"60RC000474",89,61,4,24
"60RC000475",75,36,2,37
"60RC000476",104,62,13,29
"60RC000477",118,73,8,37
"60RC000478",62,32,4,26
"60RC000479",88,46,6,36
"60RC000480",121,52,4,65
"60RC000481",116,60,6,50
"60RC000482",94,45,0,49
"60RC000483",56,23,2,31
"60RC000484",82,32,3,47
"60RC000485",112,63,5,44
"60RC000486",105,64,5,36
"60RC000487",78,39,3,36
"60RC000488",84,44,7,33
"60RC000489",82,37,4,41
"60RC000490",70,25,8,37
"60RC000491",86,45,3,38
"60RC000492",88,46,7,35
"60RC000493",69,37,2,30
"60RC000494",74,44,4,26
"60RC000495",79,48,2,29
"60RC000496",80,49,6,25
"60RC000497",87,31,4,52
"60RC000498",77,52,3,22
"60RC000499",124,62,2,60
"60RC000500",104,57,10,37
"60RC000501",108,57,10,41
"60RC000502",69,40,1,28
"60RC000503",50,30,1,19
"60RC000504",73,40,2,31
"60RC000505",74,37,1,36
"60RC000506",75,32,2,41
"60RC000507",99,66,3,30
"60RC000508",109,54,6,49
"60RC000509",69,34,4,31
"60RC000510",70,37,5,28
"60RC000511",78,47,2,29
"60RC000512",65,26,7,32
"60RC000513",73,29,9,35
"60RC000514",67,25,10,32
"60RC000515",110,53,12,45
"60RC000516",93,71,1,21
"60RC000517",157,107,1,49
"60RC000518",128,77,3,48
"60RC000519",80,46,5,29
"60RC000520",47,21,6,20
"60RC000521",51,21,2,28
"60RC000522",66,47,3,16
"60RC000523",96,65,2,29
"60RC000524",109,68,2,39
"60RC000525",104,56,0,48
"60RC000526",58,26,1,31
"60RC000527",98,50,2,46
"60RC000528",111,77,2,32
"60RC000529",83,70,2,11
"60RC000530",111,82,3,26
"60RC000531",101,69,1,31
"60RC000532",87,49,8,30
"60RC000533",101,38,10,53
"60RC000534",44,19,6,19
"60RC000535",64,26,1,37
"60RC000536",61,20,2,39
"60RC000537",55,44,3,8
"60RC000538",112,42,5,65
"60RC000539",105,65,2,38
"60RC000540",132,70,4,58
"60RC000541",93,50,4,39
"60RC000542",65,54,0,11
"60RC000543",86,55,1,30
"60RC000544",73,53,3,17
"60RC000545",56,30,3,23
"60RC000546",67,46,1,20
"60RC000547",84,49,5,30
"60RC000548",123,72,2,49
"60RC000549",56,32,1,23
"60RC000550",103,68,2,33
"60RC000551",134,84,2,48
"60RC000552",97,55,4,38
"60RC000553",54,39,0,15
"60RC000554",76,52,0,24
"60RC000555",95,72,0,23
"60RC000556",112,78,3,31
"60RC000557",90,67,5,18
"60RC000558",124,81,3,40
"60RC000559",82,67,1,14
"60RC000560",111,69,0,42
"60RC000561",106,84,4,18
"60RC000562",95,67,2,26
"60RC000563",142,102,4,36
"60RC000564",102,50,0,52
"60RC000565",100,69,2,29
"60RC000566",128,80,2,46
"60RC000567",124,78,3,43
"60RC000568",85,67,1,17
"60RC000569",83,69,2,12
"60RC000570",122,75,3,44
"60RC000571",107,71,1,35
"60RC000572",116,75,4,37
"60RC000573",80,36,1,43
"60RC000574",82,49,1,32
"60RC000575",123,79,5,39
"60RC000576",89,64,1,24
"60RC000577",96,73,3,20
"60RC000578",100,53,3,44
"60RC000579",74,48,0,26
"60RC000580",83,42,2,39
"60RC000581",92,36,14,42
"60RC000582",80,31,11,38
"60RC000583",75,40,2,33
"60RC000584",86,45,3,38
"60RC000585",60,30,1,29
"60RC000586",114,65,7,42
"60RC000587",65,35,7,23
"60RC000588",92,47,4,41
"60RC000589",67,31,2,34
"60RC000590",63,32,4,27
"60RC000591",85,46,4,35
"60RC000592",81,41,4,36
"60RC000593",99,50,2,47
"60RC000594",80,41,4,35
"60RC000595",53,26,0,27
"60RC000596",92,38,3,51
"60RC000597",117,68,4,45
"60RC000598",84,36,2,46
"60RC000599",64,28,3,33
"60RC000600",91,29,16,46
"60RC000601",57,35,0,22
"60RC000602",67,25,3,39
"60RC000603",84,44,4,36
"60RC000604",76,29,3,44
"60RC000605",92,53,2,37
"60RC000606",67,35,4,28
"60RC000607",50,28,4,18
"60RC000608",57,25,2,30
"60RC000609",80,40,7,33
"60RC000610",62,24,9,29
"60RC000611",99,51,11,37
"60RC000612",96,41,13,42
"60RC000613",67,32,2,33
"60RC000614",109,27,16,66
"60RC000615",114,23,12,79
"60RC000616",70,29,2,39
"60RC000617",95,21,13,61
"60RC000618",46,12,5,29
"60RC000619",96,63,1,32
"60RC000620",78,38,4,36
"60RC000621",55,47,1,7
"60RC000622",49,14,3,32
"60RC000623",94,32,7,55
"60RC000624",101,36,8,57
"60RC000625",53,21,6,26
"60RC000626",63,29,6,28
"60RC000627",61,40,5,16
"60RC000628",55,21,5,29
"60RC000629",42,23,3,16
"60RC000630",72,46,1,25
"60RC000631",65,42,5,18
"60RC000632",66,46,7,13
"60RC000633",75,38,5,32
"60RC000634",49,33,3,13
"60RC000635",58,34,3,21
"60RC000636",64,44,3,17
"60RC000637",50,24,4,22
"60RC000638",87,76,2,9
"60RC000639",91,62,4,25
"60RC000640",58,47,1,10
"60RC000641",123,106,3,14
"60RC000642",64,35,2,27
"60RC000643",63,21,5,37
"60RC000644",84,50,3,31
"60RC000645",68,34,3,31
"60RC000646",108,66,5,37
"60RC000647",59,27,3,29
"60RC000648",99,64,4,31
"60RC000649",52,19,6,27
"60RC000650",65,30,6,29
"60RC000651",72,32,5,35
"60RC000652",38,19,6,13
"60RC000653",61,22,3,36
"60RC000654",72,30,9,33
"60RC000655",45,21,6,18
"60RC000656",68,31,2,35
"60RC000657",90,42,2,46
"60RC000658",78,40,3,35
"60RC000659",92,49,4,39
"60RC000660",39,10,1,28
"60RC000661",66,30,2,34
"60RC000662",87,44,1,42
"60RC000663",51,26,1,24
"60RC000664",71,31,8,32
"60RC000665",65,36,4,25
"60RC000666",85,35,10,40
"60RC000667",69,42,6,21
"60RC000668",59,29,2,28
"60RC000669",96,50,5,41
"60RC000670",71,39,7,25
"60RC000671",68,26,4,38
"60RC000672",73,32,3,38
"60RC000673",72,31,4,37
"60RC000674",67,33,5,29
"60RC000675",75,46,5,24
"60RC000676",67,30,2,35
"60RC000677",73,45,4,24
"60RC000678",63,29,2,32
"60RC000679",117,63,2,52
"60RC000680",93,49,2,42
"60RC000681",73,39,2,32
"60RC000682",93,44,8,41
"60RC000683",92,47,2,43
"60RC000684",77,32,1,44
"60RC000685",71,33,4,34
"60RC000686",81,37,7,37
"60RC000687",45,19,1,25
"60RC000688",84,31,5,48
"60RC000689",72,32,8,32
"60RC000690",117,56,12,49
