output_area,total,llti,no_llti
S00093142,162,27,135
S00093143,118,15,103
S00093144,111,12,99
S00093145,169,49,120
S00093146,186,15,171
S00093147,108,15,93
S00093148,68,29,39
S00093149,109,26,83
S00093150,80,15,65
S00093151,110,37,73
S00093152,61,37,24
S00093153,149,12,137
S00093154,111,23,88
S00093155,101,18,83
S00093156,177,24,153
S00093157,117,27,90
S00093158,124,36,88
S00093159,80,42,38
S00093160,97,16,81
S00093161,137,17,120
S00093162,161,21,140
S00093163,103,41,62
S00093164,144,25,119
S00093165,104,17,87
S00093166,142,29,113
S00093167,119,31,88
S00093168,80,23,57
S00093169,80,21,59
S00093170,75,16,59
S00093171,76,41,35
S00093172,136,18,118
S00093173,106,26,80
S00093174,169,16,153
S00093175,82,8,74
S00093176,102,22,80
S00093177,88,24,64
S00093178,155,21,134
S00093179,125,33,92
S00093180,167,70,97
S00093181,146,20,126
S00093182,195,15,180
S00093183,110,18,92
S00093184,169,30,139
S00093185,99,16,83
S00093186,154,22,132
S00093187,161,22,139
S00093188,111,19,92
S00093189,106,17,89
S00093190,161,19,142
S00093191,91,19,72
S00093192,123,15,108
S00093193,141,33,108
S00093194,137,28,109
S00093195,96,17,79
S00093196,133,38,95
S00093197,76,15,61
S00093198,141,30,111
S00093199,147,40,107
S00093200,57,11,46
S00093201,117,23,94
S00093202,122,11,111
S00093203,85,20,65
S00093204,121,12,109
S00093205,95,17,78
S00093206,94,18,76
S00093207,93,27,66
S00093208,109,19,90
S00093209,114,8,106
S00093210,166,8,158
S00093211,104,20,84
S00093212,86,13,73
S00093213,88,17,71
S00093214,107,11,96
S00093215,97,12,85
S00093216,79,18,61
S00093217,68,11,57
S00093218,117,24,93
S00093219,98,24,74
S00093220,88,31,57
S00093221,69,17,52
S00093222,97,31,66
S00093223,112,22,90
S00093224,124,26,98
S00093225,103,13,90
S00093226,148,23,125
S00093227,84,21,63
S00093228,104,19,85
S00093229,170,26,144
S00093230,144,26,118
S00093231,88,24,64
S00093232,85,12,73
S00093233,116,18,98
S00093234,101,22,79
S00093235,109,11,98
S00093236,151,21,130
S00093237,145,32,113
S00093238,95,23,72
S00093239,135,24,111
S00093240,85,15,70
S00093241,78,28,50
S00093242,93,21,72
S00093243,104,21,83
S00093244,116,16,100
S00093245,101,20,81
S00093246,121,23,98
S00093247,128,15,113
S00093248,82,17,65
S00093249,120,19,101
S00093250,113,28,85
S00093251,176,19,157
S00093252,114,34,80
S00093253,99,15,84
S00093254,108,61,47
S00093255,109,21,88
S00093256,113,23,90
S00093257,106,23,83
S00093258,95,12,83
S00093259,105,36,69
S00093260,89,38,51
S00093261,57,7,50
S00093262,117,14,103
S00093263,67,18,49
S00093264,81,30,51
S00093265,136,17,119
S00093266,97,13,84
S00093267,77,12,65
S00093268,93,18,75
S00093269,74,16,58
S00093270,104,24,80
S00093271,53,15,38
S00093272,97,16,81
S00093273,104,27,77
S00093274,104,30,74
S00093275,79,21,58
S00093276,125,12,113
S00093277,68,25,43
S00093278,54,26,28
S00093279,118,29,89
S00093280,64,38,26
S00093281,110,23,87
S00093282,100,31,69
S00093283,100,39,61
S00093284,89,16,73
S00093285,104,15,89
S00093286,94,10,84
S00093287,94,26,68
S00093288,77,6,71
S00093289,89,20,69
S00093290,127,18,109
S00093291,99,20,79
S00093292,108,17,91
S00093293,107,22,85
S00093294,93,17,76
S00093295,154,22,132
S00093296,99,24,75
S00093297,130,25,105
S00093298,166,49,117
S00093299,148,24,124
S00093300,126,16,110
S00093301,106,18,88
S00093302,143,32,111
S00093303,183,25,158
S00093304,72,8,64
S00093305,97,13,84
S00093306,142,30,112
S00093307,126,47,79
S00093308,119,19,100
S00093309,97,13,84
S00093310,151,18,133
S00093311,124,22,102
S00093312,105,18,87
S00093313,107,29,78
S00093314,128,13,115
S00093315,120,22,98
S00093316,109,19,90
S00093317,98,18,80
S00093318,86,24,62
S00093319,85,30,55
S00093320,123,22,101
S00093321,95,16,79
S00093322,121,18,103
S00093323,131,26,105
S00093324,109,25,84
S00093325,94,26,68
S00093326,115,22,93
S00093327,106,24,82
S00093328,132,31,101
S00093329,125,22,103
S00093330,111,17,94
S00093331,93,15,78
S00093332,156,36,120
S00093333,125,20,105
S00093334,221,41,180
S00093335,164,28,136
S00093336,121,26,95
S00093337,98,20,78
S00093338,77,25,52
S00093339,152,29,123
S00093340,80,23,57
S00093341,59,15,44
S00093342,157,33,124
S00093343,65,21,44
S00093344,158,26,132
S00093345,104,14,90
S00093346,94,21,73
S00093347,58,19,39
S00093348,73,19,54
S00093349,158,48,110
S00093350,121,45,76
S00093351,100,38,62
S00093352,84,11,73
S00093353,121,26,95
S00093354,89,29,60
S00093355,134,28,106
S00093356,83,16,67
S00093357,109,19,90
S00093358,103,11,92
S00093359,89,15,74
S00093360,93,22,71
S00093361,103,28,75
S00093362,138,30,108
S00093363,92,18,74
S00093364,65,16,49
S00093365,100,26,74
S00093366,150,35,115
S00093367,57,12,45
S00093368,107,12,95
S00093369,63,20,43
S00093370,118,32,86
S00093371,90,18,72
S00093372,112,19,93
S00093373,53,12,41
S00093374,200,14,186
S00093375,142,25,117
S00093376,215,31,184
S00093377,184,33,151
S00093378,85,19,66
S00093379,70,11,59
S00093380,101,18,83
S00093381,110,36,74
S00093382,104,18,86
S00093383,77,11,66
S00093384,117,21,96
S00093385,118,38,80
S00093386,104,15,89
S00093387,78,10,68
S00093388,135,29,106
S00093389,84,20,64
S00093390,88,13,75
S00093391,157,31,126
S00093392,153,62,91
S00093393,111,29,82
S00093394,108,25,83
S00093395,133,22,111
S00093396,96,20,76
S00093397,157,29,128
S00093398,109,24,85
S00093399,110,23,87
S00093400,87,20,67
S00093401,61,14,47
S00093402,119,27,92
S00093403,177,48,129
S00093404,136,27,109
S00093405,149,22,127
S00093406,127,22,105
S00093407,87,22,65
S00093408,57,10,47
S00093409,124,19,105
S00093410,185,36,149
S00093411,79,12,67
S00093412,95,29,66
S00093413,90,21,69
S00093414,83,17,66
S00093415,129,24,105
S00093416,121,17,104
S00093417,70,10,60
S00093418,53,12,41
S00093419,108,19,89
S00093420,221,25,196
S00093421,151,20,131
S00093422,121,12,109
S00093423,109,22,87
S00093424,118,26,92
S00093425,100,45,55
S00093426,137,38,99
S00093427,149,43,106
S00093428,124,25,99
S00093429,114,17,97
S00093430,154,25,129
S00093431,159,29,130
S00093432,70,8,62
S00093433,145,28,117
S00093434,110,24,86
S00093435,100,14,86
S00093436,120,23,97
S00093437,53,8,45
S00093438,99,20,79
S00093439,129,30,99
S00093440,124,30,94
S00093441,77,16,61
S00093442,100,22,78
S00093443,134,29,105
S00093444,85,15,70
S00093445,146,20,126
S00093446,71,7,64
S00093447,106,17,89
S00093448,65,9,56
S00093449,184,29,155
S00093450,69,18,51
S00093451,162,41,121
S00093452,178,55,123
S00093453,138,33,105
S00093454,138,26,112
S00093455,165,75,90
S00093456,107,43,64
S00093457,63,16,47
S00093458,158,40,118
S00093459,154,26,128
S00093460,150,31,119
S00093461,126,25,101
S00093462,104,23,81
S00093463,113,37,76
S00093464,65,12,53
S00093465,97,20,77
S00093466,154,32,122
S00093467,120,17,103
S00093468,81,15,66
S00093469,125,24,101
S00093470,104,26,78
S00093471,198,30,168
S00093472,75,17,58
S00093473,95,17,78
S00093474,190,36,154
S00093475,139,35,104
S00093476,105,16,89
S00093477,94,11,83
S00093478,67,14,53
S00093479,57,9,48
S00093480,74,9,65
S00093481,123,43,80
S00093482,67,26,41
S00093483,138,24,114
S00093484,105,12,93
S00093485,104,16,88
S00093486,95,8,87
S00093487,75,6,69
S00093488,98,37,61
S00093489,136,29,107
S00093490,117,22,95
S00093491,132,30,102
S00093492,129,21,108
S00093493,128,42,86
S00093494,119,58,61
S00093495,115,27,88
S00093496,80,22,58
S00093497,105,45,60
S00093498,121,18,103
S00093499,158,46,112
S00093500,164,27,137
S00093501,91,26,65
S00093502,110,20,90
S00093503,168,32,136
S00093504,114,21,93
S00093505,121,20,101
S00093506,93,16,77
S00093507,138,25,113
S00093508,110,17,93
S00093509,202,72,130
S00093510,86,20,66
S00093511,94,14,80
S00093512,87,9,78
S00093513,91,20,71
S00093514,54,18,36
S00093515,110,9,101
S00093516,77,15,62
S00093517,84,16,68
S00093518,94,10,84
S00093519,55,12,43
S00093520,137,33,104
S00093521,113,17,96
S00093522,89,18,71
S00093523,119,10,109
S00093524,114,28,86
S00093525,100,13,87
S00093526,118,27,91
S00093527,137,30,107
S00093528,101,33,68
S00093529,156,22,134
S00093530,113,28,85
S00093531,108,27,81
S00093532,96,30,66
S00093533,147,25,122
S00093534,107,17,90
S00093535,80,19,61
S00093536,87,18,69
S00093537,89,13,76
S00093538,177,66,111
S00093539,66,14,52
S00093540,115,22,93
S00093541,124,16,108
S00093542,60,30,30
S00093543,106,25,81
S00093544,103,20,83
S00093545,147,26,121
S00093546,102,11,91
S00093547,160,19,141
S00093548,124,32,92
S00093549,120,16,104
S00093550,113,18,95
S00093551,107,13,94
S00093552,172,32,140
S00093553,136,25,111
S00093554,137,27,110
S00093555,65,14,51
S00093556,106,18,88
S00093557,83,7,76
S00093558,112,44,68
S00093559,99,26,73
S00093560,136,26,110
S00093561,85,13,72
S00093562,161,26,135
S00093563,159,27,132
S00093564,121,28,93
S00093565,110,17,93
S00093566,86,27,59
S00093567,167,24,143
S00093568,99,26,73
S00093569,122,27,95
S00093570,105,12,93
S00093571,98,20,78
S00093572,143,16,127
S00093573,82,33,49
S00093574,94,16,78
S00093575,121,26,95
S00093576,81,11,70
S00093577,99,16,83
S00093578,72,8,64
S00093579,81,13,68
S00093580,135,20,115
S00093581,88,10,78
S00093582,126,17,109
S00093583,86,13,73
S00093584,59,5,54
S00093585,75,11,64
S00093586,108,19,89
S00093587,122,15,107
S00093588,94,22,72
S00093589,74,11,63
S00093590,108,16,92
S00093591,133,36,97
S00093592,104,16,88
S00093593,74,42,32
S00093594,148,18,130
S00093595,147,18,129
S00093596,118,26,92
S00093597,125,21,104
S00093598,139,17,122
S00093599,104,54,50
S00093600,65,8,57
S00093601,80,10,70
S00093602,100,21,79
S00093603,68,10,58
S00093604,85,28,57
S00093605,98,16,82
S00093606,63,13,50
S00093607,113,11,102
S00093608,189,66,123
S00093609,78,15,63
S00093610,106,19,87
S00093611,148,26,122
S00093612,111,24,87
S00093613,123,16,107
S00093614,108,15,93
S00093615,109,32,77
S00093616,106,27,79
S00093617,84,16,68
S00093618,102,15,87
S00093619,95,17,78
S00093620,104,23,81
S00093621,129,23,106
S00093622,72,23,49
S00093623,86,34,52
S00093624,67,26,41
S00093625,84,28,56
S00093626,110,30,80
S00093627,83,23,60
S00093628,73,16,57
S00093629,94,18,76
S00093630,143,22,121
S00093631,85,15,70
S00093632,157,49,108
S00093633,164,31,133
S00093634,144,24,120
S00093635,101,17,84
S00093636,128,18,110
S00093637,87,26,61
S00093638,129,19,110
S00093639,115,16,99
S00093640,108,16,92
S00093641,95,19,76
S00093642,104,25,79
S00093643,90,16,74
S00093644,116,12,104
S00093645,153,15,138
S00093646,66,17,49
S00093647,123,40,83
S00093648,133,12,121
S00093649,158,37,121
S00093650,133,24,109
S00093651,156,20,136
S00093652,113,18,95
S00093653,96,11,85
S00093654,126,42,84
S00093655,127,24,103
S00093656,97,29,68
S00093657,170,13,157
S00093658,72,29,43
S00093659,68,18,50
S00093660,86,16,70
S00093661,114,23,91
S00093662,91,11,80
S00093663,200,36,164
S00093664,89,20,69
S00093665,122,16,106
S00093666,106,17,89
S00093667,61,16,45
S00093668,68,19,49
S00093669,84,18,66
S00093670,135,19,116
S00093671,126,19,107
S00093672,116,26,90
S00093673,153,20,133
S00093674,93,11,82
S00093675,99,16,83
S00093676,112,22,90
S00093677,119,22,97
S00093678,134,34,100
S00093679,68,38,30
S00093680,128,23,105
S00093681,139,50,89
S00093682,122,53,69
S00093683,105,14,91
S00093684,127,17,110
S00093685,124,23,101
S00093686,88,13,75
S00093687,105,18,87
S00093688,60,26,34
S00093689,98,12,86
S00093690,139,22,117
S00093691,205,32,173
S00093692,137,33,104
S00093693,92,19,73
S00093694,130,21,109
S00093695,87,21,66
S00093696,147,22,125
S00093697,107,22,85
S00093698,117,40,77
S00093699,108,25,83
S00093700,126,20,106
S00093701,73,13,60
S00093702,76,19,57
S00093703,91,19,72
S00093704,67,10,57
S00093705,183,41,142
S00093706,101,29,72
S00093707,56,14,42
S00093708,95,30,65
S00093709,67,19,48
S00093710,158,14,144
S00093711,100,19,81
S00093712,75,27,48
S00093713,111,16,95
S00093714,174,16,158
S00093715,146,27,119
S00093716,129,17,112
S00093717,93,15,78
S00093718,115,36,79
S00093719,50,7,43
S00093720,82,21,61
S00093721,114,21,93
S00093722,143,25,118
S00093723,95,17,78
S00093724,88,8,80
S00093725,125,31,94
S00093726,103,39,64
S00093727,109,37,72
S00093728,172,61,111
S00093729,124,31,93
S00093730,109,15,94
S00093731,109,9,100
S00093732,97,16,81
S00093733,93,22,71
S00093734,85,19,66
S00093735,100,20,80
S00093736,123,35,88
S00093737,112,18,94
S00093738,54,15,39
S00093739,128,13,115
S00093740,146,17,129
S00093741,177,18,159
S00093742,151,22,129
S00093743,76,7,69
S00093744,130,21,109
S00093745,109,19,90
S00093746,61,13,48
S00093747,157,21,136
S00093748,128,22,106
S00093749,62,7,55
S00093750,52,8,44
S00093751,110,7,103
S00093752,99,28,71
S00093753,151,21,130
S00093754,99,9,90
S00093755,133,13,120
S00093756,143,21,122
S00093757,163,27,136
S00093758,280,80,200
S00093759,134,4,130
S00093760,233,16,217
S00093761,123,29,94
S00093762,104,34,70
S00093763,175,44,131
S00093764,101,18,83
S00093765,148,21,127
S00093766,80,12,68
S00093767,110,23,87
S00093768,121,23,98
S00093769,179,18,161
S00093770,169,28,141
S00093771,130,35,95
S00093772,110,38,72
S00093773,62,12,50
S00093774,157,23,134
S00093775,101,44,57
S00093776,56,9,47
S00093777,79,22,57
S00093778,78,7,71
S00093779,102,21,81
S00093780,85,21,64
S00093781,56,11,45
S00093782,123,22,101
S00093783,110,28,82
S00093784,114,19,95
S00093785,97,18,79
S00093786,116,26,90
S00093787,190,24,166
S00093788,99,18,81
S00093789,87,26,61
S00093790,133,23,110
S00093791,75,8,67
S00093792,87,20,67
S00093793,104,26,78
S00093794,155,27,128
S00093795,89,22,67
S00093796,87,10,77
S00093797,69,7,62
S00093798,58,7,51
S00093799,73,21,52
S00093800,108,18,90
S00093801,98,22,76
S00093802,110,13,97
S00093803,95,18,77
S00093804,155,29,126
S00093805,75,26,49
S00093806,108,16,92
S00093807,106,9,97
S00093808,72,8,64
S00093809,65,18,47
S00093810,69,12,57
S00093811,109,16,93
S00093812,79,21,58
S00093813,66,13,53
S00093814,105,20,85
S00093815,83,12,71
S00093816,176,25,151
S00093817,75,19,56
S00093818,134,27,107
S00093819,95,37,58
S00093820,154,21,133
S00093821,76,19,57
S00093822,242,33,209
S00093823,127,22,105
S00093824,82,9,73
S00093825,89,18,71
S00093826,192,33,159
S00093827,84,14,70
S00093828,123,15,108
S00093829,99,25,74
S00093830,71,19,52
S00093831,121,23,98
S00093832,98,12,86
S00093833,163,24,139
S00093834,115,24,91
S00093835,113,23,90
S00093836,110,17,93
S00093837,53,10,43
S00093838,71,11,60
S00093839,176,22,154
S00093840,141,19,122
S00093841,77,19,58
S00093842,184,6,178
S00093843,71,8,63
S00093844,150,14,136
S00093845,154,49,105
S00093846,68,14,54
S00093847,109,10,99
S00093848,149,23,126
S00093849,103,19,84
S00093850,122,13,109
S00093851,151,24,127
S00093852,140,14,126
S00093853,95,9,86
S00093854,99,17,82
S00093855,127,18,109
S00093856,72,6,66
S00093857,73,13,60
S00093858,158,23,135
S00093859,215,15,200
S00093860,64,6,58
S00093861,154,15,139
S00093862,127,21,106
S00093863,63,8,55
S00093864,182,32,150
S00093865,164,27,137
S00093866,123,17,106
S00093867,88,9,79
S00093868,197,22,175
S00093869,80,8,72
S00093870,133,18,115
S00093871,138,18,120
S00093872,121,15,106
S00093873,146,14,132
S00093874,75,17,58
S00093875,114,19,95
S00093876,124,20,104
S00093877,131,27,104
S00093878,95,24,71
S00093879,117,7,110
S00093880,120,23,97
S00093881,73,14,59
S00093882,51,9,42
S00093883,189,33,156
S00093884,68,18,50
S00093885,173,27,146
S00093886,143,39,104
S00093887,125,10,115
S00093888,151,18,133
S00093889,104,22,82
S00093890,57,6,51
S00093891,140,18,122
S00093892,102,17,85
S00093893,81,10,71
S00093894,119,44,75
S00093895,99,18,81
S00093896,68,17,51
S00093897,119,24,95
S00093898,232,89,143
S00093899,129,28,101
S00093900,87,18,69
S00093901,127,27,100
S00093902,59,14,45
S00093903,257,85,172
S00093904,188,11,177
S00093905,126,18,108
S00093906,77,11,66
S00093907,78,34,44
S00093908,83,30,53
S00093909,131,16,115
S00093910,172,17,155
S00093911,74,14,60
S00093912,126,24,102
S00093913,111,19,92
S00093914,57,30,27
S00093915,112,15,97
S00093916,63,41,22
S00093917,167,17,150
S00093918,83,5,78
S00093919,144,22,122
S00093920,140,23,117
S00093921,138,26,112
S00093922,125,22,103
S00093923,52,8,44
S00093924,167,15,152
S00093925,86,17,69
S00093926,91,17,74
S00093927,65,35,30
S00093928,65,14,51
S00093929,126,18,108
S00093930,107,21,86
S00093931,87,9,78
S00093932,82,17,65
S00093933,129,13,116
S00093934,157,20,137
S00093935,190,27,163
S00093936,80,11,69
S00093937,69,48,21
S00093938,78,20,58
S00093939,116,14,102
S00093940,91,12,79
S00093941,180,29,151
S00093942,108,18,90
S00093943,99,12,87
S00093944,102,18,84
S00093945,61,12,49
S00093946,70,17,53
S00093947,133,39,94
S00093948,113,35,78
S00093949,74,23,51
S00093950,101,24,77
S00093951,83,14,69
S00093952,154,79,75
S00093953,86,8,78
S00093954,82,18,64
S00093955,171,33,138
S00093956,143,22,121
S00093957,127,10,117
S00093958,64,24,40
S00093959,108,23,85
S00093960,57,11,46
S00093961,136,15,121
S00093962,133,25,108
S00093963,180,35,145
S00093964,59,15,44
S00093965,185,24,161
S00093966,83,13,70
S00093967,92,18,74
S00093968,191,81,110
S00093969,113,25,88
S00093970,119,19,100
S00093971,98,38,60
S00093972,168,41,127
S00093973,127,29,98
S00093974,132,22,110
S00093975,66,6,60
S00093976,74,14,60
S00093977,113,20,93
S00093978,156,10,146
S00093979,137,19,118
S00093980,74,2,72
S00093981,138,19,119
S00093982,102,14,88
S00093983,168,18,150
S00093984,143,19,124
S00093985,227,61,166
S00093986,148,14,134
S00093987,119,17,102
S00093988,169,13,156
S00093989,86,3,83
S00093990,87,12,75
S00093991,229,17,212
S00093992,93,16,77
S00093993,93,22,71
S00093994,106,26,80
S00093995,52,13,39
S00093996,116,20,96
S00093997,68,15,53
S00093998,136,18,118
S00093999,104,33,71
S00094000,72,13,59
S00094001,50,21,29
S00094002,55,18,37
S00094003,64,20,44
S00094004,87,27,60
S00094005,96,39,57
S00094006,130,30,100
S00094007,119,20,99
S00094008,177,43,134
S00094009,59,18,41
S00094010,51,14,37
S00094011,149,37,112
S00094012,102,22,80
S00094013,163,38,125
S00094014,167,40,127
S00094015,125,46,79
S00094016,124,31,93
S00094017,62,20,42
S00094018,157,32,125
S00094019,58,6,52
S00094020,128,35,93
S00094021,75,11,64
S00094022,136,29,107
S00094023,90,16,74
S00094024,78,17,61
S00094025,143,22,121
S00094026,92,17,75
S00094027,141,41,100
S00094028,54,15,39
S00094029,116,18,98
S00094030,145,41,104
S00094031,126,29,97
S00094032,107,11,96
S00094033,117,21,96
S00094034,116,21,95
S00094035,96,21,75
S00094036,67,20,47
S00094037,107,25,82
S00094038,104,40,64
S00094039,84,25,59
S00094040,76,19,57
S00094041,111,17,94
S00094042,92,21,71
S00094043,97,19,78
S00094044,148,33,115
S00094045,100,26,74
S00094046,172,35,137
S00094047,69,11,58
S00094048,106,25,81
S00094049,141,26,115
S00094050,119,20,99
S00094051,113,16,97
S00094052,141,28,113
S00094053,204,24,180
S00094054,74,15,59
S00094055,96,22,74
S00094056,134,23,111
S00094057,62,9,53
S00094058,121,16,105
S00094059,130,28,102
S00094060,162,37,125
S00094061,218,43,175
S00094062,87,18,69
S00094063,114,17,97
S00094064,83,26,57
S00094065,116,13,103
S00094066,91,20,71
S00094067,86,15,71
S00094068,86,19,67
S00094069,79,15,64
S00094070,164,32,132
S00094071,121,25,96
S00094072,79,15,64
S00094073,109,20,89
S00094074,72,13,59
S00094075,88,20,68
S00094076,109,19,90
S00094077,117,18,99
S00094078,167,23,144
S00094079,129,15,114
S00094080,84,16,68
S00094081,103,28,75
S00094082,147,27,120
S00094083,104,14,90
S00094084,76,16,60
S00094085,136,22,114
S00094086,125,8,117
S00094087,89,14,75
S00094088,120,26,94
S00094089,109,18,91
S00094090,167,38,129
S00094091,129,19,110
S00094092,164,19,145
S00094093,108,12,96
S00094094,99,15,84
S00094095,142,19,123
S00094096,131,27,104
S00094097,120,23,97
S00094098,59,9,50
S00094099,128,16,112
S00094100,163,39,124
S00094101,150,28,122
S00094102,102,26,76
S00094103,75,14,61
S00094104,73,11,62
S00094105,127,27,100
S00094106,51,8,43
S00094107,71,9,62
S00094108,88,17,71
S00094109,95,14,81
S00094110,88,26,62
S00094111,89,21,68
S00094112,150,34,116
S00094113,62,14,48
S00094114,134,27,107
S00094115,82,26,56
S00094116,96,14,82
S00094117,113,19,94
S00094118,88,16,72
S00094119,133,13,120
S00094120,78,16,62
S00094121,100,11,89
S00094122,136,15,121
S00094123,177,14,163
