"output_area","All households","Number of households comprising: One person Pensioner","Number of households comprising: One person Other","Number of households comprising: One family and no others All pensioners","Number of households comprising: One family and no others Married couple households No children","Number of households comprising: One family and no others Married couple households With dependent children","Number of households comprising: One family and no others Married couple households All children non-dependent ","Number of households comprising: One family and no others Cohabiting couple households No children","Number of households comprising: One family and no others Cohabiting couple households With dependent children","Number of households comprising: One family and no others Cohabiting couple households All children non-dependent","Number of households comprising: One family and no others Lone parent housheolds With dependent children","Number of households comprising: One family and no others Lone parent households All children non-dependent","Number of households comprising: Other households With dependent children","Number of households comprising: Other households All student","Number of households comprising: Other households All pensioner","Number of households comprising: Other households Other"
"60RF001007",71,3,3,3,14,29,11,0,0,0,3,3,1,0,0,1
"60RF001008",46,15,4,10,3,3,3,2,1,0,3,1,0,0,0,1
"60RF001009",48,7,22,1,6,2,1,4,1,0,3,1,0,0,0,0
"60RF001010",54,5,0,8,8,20,10,0,1,0,0,2,0,0,0,0
"60RF001011",47,4,0,4,13,15,6,1,1,1,1,1,0,0,0,0
"60RF001012",44,7,22,1,2,2,0,3,1,0,5,0,0,0,0,1
"60RF001013",62,4,11,5,10,14,8,4,0,0,2,3,1,0,0,0
"60RF001014",43,5,7,5,6,11,2,0,0,0,3,2,0,0,1,1
"60RF001015",42,7,1,5,2,20,2,1,0,0,3,1,0,0,0,0
"60RF001016",61,6,3,4,4,25,9,1,0,0,3,6,0,0,0,0
"60RF001017",51,7,1,9,7,13,7,0,0,0,1,2,2,0,1,1
"60RF001018",50,9,6,8,6,12,6,1,0,0,1,1,0,0,0,0
"60RF001019",46,16,4,12,4,0,6,0,0,1,2,0,1,0,0,0
"60RF001020",73,13,11,8,11,8,8,3,2,0,3,4,0,0,0,2
"60RF001021",62,18,10,5,2,8,7,2,2,0,4,2,2,0,0,0
"60RF001022",66,8,7,6,7,19,5,4,1,0,2,3,1,0,0,3
"60RF001023",60,7,10,7,7,16,2,2,4,0,3,0,2,0,0,0
"60RF001024",42,14,9,2,6,5,3,1,0,0,1,1,0,0,0,0
"60RF001025",41,10,14,3,5,4,1,2,0,0,0,1,0,0,1,0
"60RF001026",74,0,14,8,12,22,6,1,2,0,5,4,0,0,0,0
"60RF001027",68,4,9,4,15,19,6,0,0,0,5,3,2,0,1,0
"60RF001028",62,5,0,5,10,23,10,0,2,1,3,2,1,0,0,0
"60RF001029",50,3,1,3,9,17,6,1,1,0,3,5,1,0,0,0
"60RF001030",48,3,4,7,8,10,4,1,0,0,4,4,0,0,0,3
"60RF001031",48,6,14,2,2,3,2,5,4,0,4,4,1,0,0,1
"60RF001032",75,7,22,4,10,17,6,3,0,0,1,2,2,0,1,0
"60RF001033",39,2,22,1,8,0,0,2,1,0,2,1,0,0,0,0
"60RF001034",34,1,4,2,7,8,2,3,1,0,2,2,2,0,0,0
"60RF001035",79,13,22,6,9,8,5,4,1,1,4,1,1,0,1,3
"60RF001036",23,1,2,0,7,2,7,0,1,1,0,0,1,0,0,1
"60RF001037",35,5,2,3,6,10,4,1,1,0,1,1,1,0,0,0
"60RF001038",56,4,14,2,6,17,4,3,0,0,2,0,0,1,0,3
"60RF001039",47,9,23,1,2,5,0,4,0,0,0,3,0,0,0,0
"60RF001040",52,10,3,3,11,14,5,1,0,0,2,1,1,0,1,0
"60RF001041",57,12,3,6,11,13,8,0,0,0,0,0,1,0,0,3
"60RF001042",46,5,17,3,5,2,0,2,1,0,6,4,0,0,0,1
"60RF001043",59,25,1,7,8,12,2,0,0,0,1,1,0,0,2,0
"60RF001044",61,5,6,2,10,20,14,0,0,0,1,2,0,0,0,1
"60RF001045",59,4,3,6,15,19,9,0,0,0,1,1,1,0,0,0
"60RF001046",68,10,1,4,7,28,3,2,2,1,4,4,2,0,0,0
"60RF001047",51,3,1,5,12,16,9,1,0,0,0,3,0,0,0,1
"60RF001048",51,7,5,11,10,11,2,1,0,0,3,0,1,0,0,0
"60RF001049",46,7,2,14,6,12,4,0,0,0,0,1,0,0,0,0
"60RF001050",49,8,3,1,9,14,4,0,2,0,4,2,1,0,0,1
"60RF001051",70,13,10,10,6,10,6,3,1,0,7,1,0,0,0,3
"60RF001052",67,24,7,8,5,4,7,1,3,0,3,3,1,0,0,1
"60RF001053",47,5,7,9,3,10,5,0,0,0,4,2,1,0,0,1
"60RF001054",48,3,11,4,4,11,1,4,1,1,5,2,0,0,0,1
"60RF001055",46,4,11,2,3,6,7,1,3,0,5,2,0,0,1,1
"60RF001056",64,8,13,4,13,9,5,0,3,0,3,0,4,0,0,2
"60RF001057",56,7,5,10,6,18,2,3,0,0,2,2,1,0,0,0
"60RF001058",44,7,11,9,3,4,3,1,0,0,2,2,1,0,1,0
"60RF001059",45,9,6,8,5,6,1,1,1,1,4,2,1,0,0,0
"60RF001060",47,11,6,8,9,6,3,1,1,0,0,2,0,0,0,0
"60RF001061",51,10,8,5,5,7,2,1,1,0,5,3,0,0,0,4
"60RF001062",65,16,4,6,11,15,2,0,0,0,3,7,1,0,0,0
"60RF001063",58,15,11,8,4,9,2,2,0,0,3,1,1,0,2,0
"60RF001064",58,13,9,10,5,6,3,4,4,0,1,1,0,0,2,0
"60RF001065",61,13,4,5,6,9,12,2,1,0,6,3,0,0,0,0
"60RF001066",54,19,8,5,1,7,1,2,2,0,7,1,0,0,1,0
"60RF001067",45,7,3,5,8,10,4,1,1,0,2,2,0,0,0,2
"60RF001068",59,3,11,3,9,13,4,5,2,0,5,1,1,0,0,2
"60RF001069",41,15,3,3,3,6,5,0,3,0,1,2,0,0,0,0
"60RF001070",41,11,3,5,4,4,0,4,2,0,1,5,0,0,0,2
"60RF001071",49,13,11,8,3,4,1,0,0,0,4,3,2,0,0,0
"60RF001072",53,14,8,1,4,8,5,0,0,1,3,5,3,0,0,1
"60RF001073",49,18,4,7,4,8,1,1,4,0,1,0,0,0,0,1
"60RF001074",75,25,8,12,14,5,2,2,1,0,3,2,0,0,1,0
"60RF001075",60,15,10,9,3,7,1,4,3,0,8,0,0,0,0,0
"60RF001076",41,8,6,3,8,3,4,1,4,0,3,1,0,0,0,0
"60RF001077",47,6,8,7,2,7,2,2,2,0,7,2,1,0,1,0
"60RF001078",51,9,11,9,5,6,2,0,1,1,2,3,0,0,0,2
"60RF001079",79,16,11,11,11,17,5,2,0,0,0,4,1,0,0,1
"60RF001080",55,9,3,11,11,8,4,1,3,0,1,1,2,0,0,1
"60RF001081",73,24,21,8,6,1,0,3,1,0,4,5,0,0,0,0
"60RF001082",65,17,7,11,8,6,5,2,0,0,3,4,1,0,0,1
"60RF001083",73,18,11,10,2,11,6,4,0,0,6,3,2,0,0,0
"60RF001084",63,5,4,13,12,14,6,1,1,0,3,3,1,0,0,0
"60RF001085",57,6,11,11,5,11,4,0,0,0,6,1,0,0,1,1
"60RF001086",46,0,2,1,6,24,8,2,0,0,2,1,0,0,0,0
"60RF001087",41,1,21,1,8,4,1,2,0,0,2,1,0,0,0,0
"60RF001088",72,7,9,13,11,18,6,2,0,0,2,3,0,0,1,0
"60RF001089",40,2,16,2,7,3,0,4,0,0,5,0,0,0,0,1
"60RF001090",56,10,16,3,6,7,3,4,1,2,3,0,0,1,0,0
"60RF001091",34,3,9,3,4,5,0,7,1,0,1,0,0,0,0,1
"60RF001092",46,29,2,10,2,0,0,1,0,0,1,1,0,0,0,0
"60RF001093",71,25,12,5,7,3,1,11,0,1,2,3,0,0,1,0
"60RF001094",61,3,29,0,8,4,0,9,3,0,3,2,0,0,0,0
"60RF001095",57,4,19,6,9,6,1,6,0,0,3,2,0,0,0,1
"60RF001096",48,8,14,3,5,5,3,3,1,0,5,1,0,0,0,0
"60RF001097",56,6,18,3,8,6,4,1,0,0,3,3,0,0,2,2
"60RF001098",61,15,9,5,7,9,5,3,0,0,4,4,0,0,0,0
"60RF001099",64,30,4,10,6,9,2,1,0,0,0,2,0,0,0,0
"60RF001100",45,14,9,3,3,7,2,0,1,0,3,3,0,0,0,0
"60RF001101",42,7,20,3,1,2,0,2,0,0,4,2,1,0,0,0
"60RF001102",22,5,0,3,1,7,3,1,1,0,0,0,1,0,0,0
"60RF001103",47,12,17,3,1,4,1,2,1,0,3,2,0,0,0,1
"60RF001104",44,3,7,9,5,8,1,4,0,0,3,3,0,0,0,1
"60RF001105",74,11,14,13,8,14,5,3,1,0,2,3,0,0,0,0
"60RF001106",63,18,6,12,6,6,7,1,1,1,0,4,0,0,0,1
"60RF001107",85,24,38,3,7,1,1,4,0,0,2,2,0,0,0,3
"60RF001108",52,4,0,9,6,22,5,0,0,0,2,3,1,0,0,0
"60RF001109",78,25,33,2,4,0,2,4,0,1,1,5,1,0,0,0
"60RF001110",58,5,1,6,9,23,4,2,1,1,3,1,0,0,1,1
"60RF001111",50,8,17,0,3,2,0,4,2,0,10,2,1,0,0,1
"60RF001112",39,6,10,4,3,7,2,2,2,0,1,0,0,0,0,2
"60RF001113",60,5,3,11,11,12,6,1,2,0,3,2,3,0,1,0
"60RF001114",76,9,18,7,4,8,6,9,3,0,8,3,1,0,0,0
"60RF001115",64,13,2,9,9,19,3,1,2,1,3,2,0,0,0,0
"60RF001116",46,2,8,2,9,8,6,1,2,0,3,4,0,0,0,1
"60RF001117",74,7,11,5,7,14,3,4,3,0,15,1,4,0,0,0
"60RF001118",63,3,4,5,4,26,7,2,2,1,6,1,1,0,1,0
"60RF001119",41,12,13,4,5,1,0,0,0,0,2,3,0,0,1,0
"60RF001120",75,21,31,1,6,1,3,3,2,0,4,2,0,0,0,1
"60RF001121",65,7,27,2,5,5,3,5,0,0,7,3,0,0,0,1
"60RF001122",80,8,19,9,4,16,5,3,2,1,7,4,1,0,1,0
"60RF001123",78,8,12,13,8,17,3,4,3,0,6,2,2,0,0,0
"60RF001124",69,8,11,14,8,11,3,1,1,0,4,5,1,0,0,2
"60RF001125",58,7,10,7,8,6,3,6,2,0,7,2,0,0,0,0
"60RF001126",66,5,31,0,9,4,4,5,3,0,1,2,1,0,0,1
"60RF001127",80,3,15,6,10,19,4,5,5,0,10,0,2,0,0,1
"60RF001128",41,4,8,3,4,7,3,0,2,0,4,4,2,0,0,0
"60RF001129",78,7,11,5,12,23,9,1,2,0,6,1,0,0,0,1
"60RF001130",54,6,4,8,14,7,4,2,1,0,5,0,1,0,0,2
"60RF001131",36,2,15,1,1,7,2,4,0,0,3,0,0,0,0,1
"60RF001132",45,9,16,1,3,3,0,11,0,0,2,0,0,0,0,0
"60RF001133",66,5,7,7,4,19,7,2,1,0,7,4,1,0,1,1
"60RF001134",63,11,19,2,14,5,6,2,1,0,1,2,0,0,0,0
"60RF001135",43,1,5,2,15,11,2,2,0,0,3,1,0,0,0,1
"60RF001136",47,6,22,6,3,3,3,3,1,0,0,0,0,0,0,0
"60RF001137",66,9,12,7,13,12,2,3,0,0,3,2,1,0,1,1
"60RF001138",40,5,4,4,7,7,2,1,0,0,0,8,1,0,0,1
"60RF001139",57,5,1,8,11,15,7,1,1,0,2,2,3,0,0,1
"60RF001140",54,11,4,10,7,11,4,0,1,0,2,2,2,0,0,0
"60RF001141",41,10,9,4,5,3,1,2,0,0,3,4,0,0,0,0
"60RF001142",57,22,2,14,7,6,3,0,0,0,3,0,0,0,0,0
"60RF001143",54,15,16,8,5,1,0,4,0,0,1,3,0,0,0,1
"60RF001144",63,20,20,7,6,0,0,3,0,0,5,2,0,0,0,0
"60RF001145",50,21,14,2,6,0,0,2,0,0,3,1,0,0,0,1
"60RF001146",51,14,8,8,4,10,3,0,0,0,1,0,1,0,0,2
"60RF001147",48,4,3,11,6,12,6,0,0,0,2,3,1,0,0,0
"60RF001148",41,3,2,7,6,11,7,0,0,0,5,0,0,0,0,0
"60RF001149",63,11,14,9,9,5,4,1,1,0,0,2,4,0,0,3
"60RF001150",42,0,2,1,9,14,2,7,3,1,1,1,1,0,0,0
"60RF001151",54,10,9,4,7,9,3,0,0,0,5,3,4,0,0,0
"60RF001152",76,10,7,5,8,20,6,3,0,0,9,7,1,0,0,0
"60RF001153",54,8,4,8,9,7,6,2,1,1,1,4,2,0,0,1
"60RF001154",55,11,6,7,3,9,3,0,2,1,2,5,1,0,0,5
"60RF001155",51,16,5,6,6,4,3,1,0,0,1,3,2,0,1,3
"60RF001156",42,11,8,9,5,1,0,3,1,0,1,2,1,0,0,0
"60RF001157",44,15,9,2,5,4,0,0,4,0,0,4,0,0,0,1
"60RF001158",42,10,0,6,3,6,9,0,3,0,2,2,1,0,0,0
"60RF001159",43,7,6,3,6,5,5,2,0,0,4,4,0,0,0,1
"60RF001160",52,7,5,7,4,12,7,0,1,0,4,4,0,0,0,1
"60RF001161",45,14,5,4,5,9,1,1,2,0,2,1,1,0,0,0
"60RF001162",42,8,10,4,2,3,4,2,2,0,5,1,1,0,0,0
"60RF001163",56,7,9,8,4,11,6,0,3,0,3,2,2,0,0,1
"60RF001164",46,8,8,5,6,6,4,1,0,0,2,4,0,0,0,2
"60RF001165",45,7,7,9,4,6,5,0,1,0,1,2,0,0,0,3
"60RF001166",50,7,4,10,4,9,6,2,0,0,6,2,0,0,0,0
"60RF001167",62,11,14,5,6,6,1,1,5,0,6,2,0,0,1,4
"60RF001168",60,8,10,3,5,14,4,0,0,0,9,7,0,0,0,0
"60RF001169",49,9,10,4,3,3,4,3,1,0,5,5,0,0,1,1
"60RF001170",36,0,4,0,5,22,0,2,1,1,0,0,0,0,0,1
"60RF001171",44,1,3,2,5,24,3,1,0,0,2,0,2,0,0,1
"60RF001172",28,1,2,2,3,16,1,0,0,0,2,0,1,0,0,0
"60RF001173",49,2,3,2,9,20,6,1,3,0,3,0,0,0,0,0
"60RF001174",36,0,4,3,9,12,4,0,0,0,3,0,1,0,0,0
"60RF001175",45,4,10,6,11,1,1,9,3,0,0,0,0,0,0,0
"60RF001176",73,0,1,2,10,42,8,4,0,0,1,2,3,0,0,0
"60RF001177",66,2,9,3,16,22,5,2,1,0,3,2,0,0,0,1
"60RF001178",66,1,8,6,15,20,5,4,1,0,1,2,1,0,0,2
"60RF001179",37,5,1,9,13,4,3,1,0,0,0,0,1,0,0,0
"60RF001180",32,7,3,4,9,6,1,1,0,0,0,0,1,0,0,0
"60RF001181",57,1,8,7,13,16,5,0,0,0,3,2,2,0,0,0
"60RF001182",26,2,2,6,8,4,1,0,1,0,1,1,0,0,0,0
"60RF001183",42,4,5,6,10,8,7,0,1,0,0,0,1,0,0,0
"60RF001184",56,8,15,6,12,7,4,2,0,0,2,0,0,0,0,0
"60RF001185",47,28,1,6,3,1,6,0,0,0,0,1,0,0,1,0
"60RF001186",51,1,2,1,7,15,7,0,1,0,8,3,3,0,0,3
"60RF001187",47,6,2,0,3,15,5,4,2,0,8,1,1,0,0,0
"60RF001188",80,5,5,4,7,26,7,2,4,1,11,3,5,0,0,0
"60RF001189",61,3,7,6,8,13,10,1,1,1,6,1,1,0,0,3
"60RF001190",69,6,0,5,9,21,12,1,1,2,3,7,1,0,0,1
"60RF001191",70,2,3,4,13,11,14,0,4,0,9,5,2,0,0,3
"60RF001192",54,4,5,2,10,22,3,5,0,0,3,0,0,0,0,0
"60RF001193",47,0,2,2,3,11,10,1,6,0,6,5,1,0,0,0
"60RF001194",47,1,4,0,1,23,5,0,2,0,11,0,0,0,0,0
"60RF001195",38,1,11,0,6,12,4,3,0,0,1,0,0,0,0,0
"60RF001196",42,5,3,5,4,7,4,0,2,0,8,3,0,0,0,1
"60RF001197",41,1,1,1,3,18,5,2,1,1,4,3,1,0,0,0
"60RF001198",75,3,11,1,10,23,12,5,4,0,2,1,2,0,0,1
"60RF001199",67,5,15,3,11,21,4,3,1,0,2,0,2,0,0,0
"60RF001200",41,0,1,1,8,21,5,1,0,0,2,0,1,0,0,1
"60RF001201",27,4,0,0,3,7,6,1,0,1,1,2,0,0,0,2
"60RF001202",41,2,6,1,10,10,2,4,0,0,3,2,1,0,0,0
"60RF001203",57,0,4,5,7,14,10,3,1,0,2,7,0,0,0,4
"60RF001204",66,0,10,1,8,25,6,8,3,0,3,1,0,0,0,1
"60RF001205",59,1,7,1,15,13,12,0,1,0,2,4,1,0,1,1
"60RF001206",70,1,8,3,17,11,7,3,3,1,9,6,1,0,0,0
"60RF001207",45,2,5,4,4,6,2,2,6,0,8,4,2,0,0,0
"60RF001208",43,3,5,1,3,11,9,1,2,0,2,2,2,0,0,2
"60RF001209",68,0,9,2,9,18,11,2,1,0,10,2,4,0,0,0
"60RF001210",59,4,13,0,6,8,10,1,1,0,13,2,0,0,0,1
"60RF001211",60,5,5,2,11,12,8,0,3,0,7,5,2,0,0,0
"60RF001212",53,3,4,4,4,13,7,1,4,0,4,3,2,0,1,3
"60RF001213",39,10,5,6,5,4,5,0,1,0,1,0,2,0,0,0
"60RF001214",70,3,9,2,18,10,8,2,4,0,9,1,1,0,0,3
"60RF001215",71,1,17,2,7,15,10,1,4,0,12,1,1,0,0,0
"60RF001216",60,3,4,10,9,18,8,1,1,0,1,3,1,0,0,1
"60RF001217",48,4,4,5,10,13,5,0,0,0,3,2,1,0,0,1
"60RF001218",58,7,20,7,3,9,4,0,2,0,2,4,0,0,0,0
"60RF001219",45,3,8,3,8,8,7,3,1,0,2,0,0,0,0,2
"60RF001220",44,5,6,7,5,8,4,3,0,0,1,4,0,0,1,0
"60RF001221",65,10,4,5,9,20,7,1,3,0,1,4,0,0,1,0
"60RF001222",66,36,10,4,3,3,1,1,1,0,4,1,0,1,0,1
"60RF001223",66,9,8,9,5,20,8,2,1,0,0,2,1,0,0,1
"60RF001224",48,5,3,5,9,13,6,0,0,0,4,1,1,0,0,1
"60RF001225",60,10,3,8,9,16,2,2,0,0,4,3,1,0,0,2
"60RF001226",46,8,2,6,5,9,4,1,1,0,2,6,1,0,1,0
"60RF001227",39,4,5,4,2,10,2,1,1,1,3,3,0,0,0,3
"60RF001228",58,8,8,8,8,5,7,3,2,0,5,3,0,0,0,1
"60RF001229",39,3,12,4,4,3,0,0,1,0,6,3,2,0,0,1
"60RF001230",43,9,7,5,4,6,1,2,1,0,6,1,0,0,0,1
"60RF001231",46,7,4,10,3,5,1,1,1,2,7,3,0,0,0,2
"60RF001232",53,8,6,5,4,16,4,0,1,1,2,2,2,0,0,2
"60RF001233",49,7,4,7,2,13,8,3,1,0,1,2,0,0,0,1
"60RF001234",53,3,4,12,5,15,2,2,0,1,5,2,1,0,0,1
"60RF001235",39,4,12,4,3,8,0,1,1,0,4,0,0,0,0,2
"60RF001236",71,13,40,0,4,2,1,6,2,0,1,0,0,0,1,1
"60RF001237",40,4,5,6,4,8,2,1,0,0,5,2,0,0,0,3
"60RF001238",49,11,9,3,5,5,3,1,1,0,3,3,3,0,0,2
"60RF001239",38,4,10,1,4,2,0,3,3,0,6,5,0,0,0,0
"60RF001240",54,10,3,7,7,11,6,3,1,0,3,1,1,0,0,1
"60RF001241",49,11,8,4,4,4,4,2,3,0,4,3,0,0,1,1
"60RF001242",48,13,2,7,2,9,2,1,0,0,4,5,1,0,0,2
"60RF001243",39,12,7,2,3,6,4,0,0,0,2,3,0,0,0,0
"60RF001244",52,21,6,4,9,4,1,0,1,0,2,3,1,0,0,0
"60RF001245",52,9,18,6,5,3,3,3,1,0,3,0,0,0,0,1
"60RF001246",41,6,5,5,6,8,2,0,4,1,0,3,1,0,0,0
"60RF001247",51,5,14,4,4,7,4,2,2,0,7,1,0,0,0,1
"60RF001248",51,7,8,9,6,7,2,0,0,1,7,2,0,0,1,1
"60RF001249",60,10,3,5,12,11,5,0,1,0,4,6,1,0,0,2
"60RF001250",50,11,9,5,4,6,1,2,1,0,5,3,2,0,0,1
"60RF001251",53,20,1,8,8,6,4,0,0,0,2,2,1,0,1,0
"60RF001252",68,11,14,10,6,7,5,3,4,0,6,2,0,0,0,0
"60RF001253",39,6,19,3,5,1,0,2,1,0,1,1,0,0,0,0
"60RF001254",44,10,8,5,5,4,4,1,2,0,1,4,0,0,0,0
"60RF001255",51,8,27,1,5,2,0,1,1,0,3,3,0,0,0,0
"60RF001256",49,10,6,7,5,9,1,5,0,0,3,2,0,0,0,1
"60RF001257",44,8,5,8,3,7,4,3,0,0,2,2,1,0,0,1
"60RF001258",78,6,7,16,11,18,9,0,3,0,3,3,2,0,0,0
"60RF001259",66,4,8,6,6,15,8,3,1,0,9,3,2,0,0,1
"60RF001260",45,5,9,2,4,10,4,3,1,0,4,0,1,0,1,1
"60RF001261",60,7,16,8,6,7,1,1,1,0,8,1,1,0,1,2
"60RF001262",50,6,3,13,8,9,1,2,1,0,3,1,1,0,0,2
"60RF001263",46,7,3,9,7,11,3,0,2,0,1,1,1,0,1,0
"60RF001264",52,5,11,4,8,7,5,2,0,1,5,2,1,0,0,1
"60RF001265",44,9,1,10,5,6,0,3,0,0,3,4,3,0,0,0
"60RF001266",50,4,1,8,5,18,8,0,2,0,1,3,0,0,0,0
"60RF001267",40,3,19,1,4,1,0,1,0,0,10,0,0,0,0,1
"60RF001268",38,0,18,2,3,3,0,4,0,0,3,2,1,0,0,2
"60RF001269",59,4,4,3,9,21,5,3,1,0,7,2,0,0,0,0
"60RF001270",80,4,0,17,10,15,8,2,3,1,12,4,2,0,1,1
"60RF001271",66,9,6,7,8,14,7,0,2,3,5,5,0,0,0,0
"60RF001272",70,7,0,14,15,16,14,0,1,0,0,1,2,0,0,0
"60RF001273",42,5,1,7,8,9,10,0,0,0,0,0,0,0,0,2
"60RF001274",55,12,4,15,9,6,5,3,1,0,0,0,0,0,0,0
"60RF001275",59,10,3,9,13,11,7,1,0,0,0,3,1,0,1,0
"60RF001276",31,0,1,2,7,13,5,0,0,0,2,0,1,0,0,0
"60RF001277",55,1,0,2,13,20,6,1,5,2,2,2,1,0,0,0
"60RF001278",63,2,2,8,11,16,16,4,0,0,0,2,2,0,0,0
"60RF001279",44,2,1,2,11,15,6,3,0,0,2,2,0,0,0,0
"60RF001280",73,1,3,2,17,30,12,2,2,0,3,0,0,0,0,1
"60RF001281",37,3,1,1,8,13,4,1,1,1,2,1,1,0,0,0
"60RF001282",52,1,2,1,12,27,5,0,0,0,3,0,1,0,0,0
"60RF001283",52,10,4,4,10,14,4,1,0,0,1,3,1,0,0,0
"60RF001284",53,2,4,0,7,23,6,1,1,0,4,0,4,0,0,1
"60RF001285",57,0,3,0,9,34,2,2,1,1,3,1,1,0,0,0
"60RF001286",39,1,4,1,5,22,3,1,1,1,0,0,0,0,0,0
"60RF001287",34,4,0,2,6,15,4,1,1,0,1,0,0,0,0,0
"60RF001288",62,1,2,2,14,29,9,0,0,1,2,1,1,0,0,0
"60RF001289",76,2,11,7,12,24,9,3,1,0,1,3,2,0,0,1
"60RF001290",46,2,14,6,7,8,4,3,1,0,0,0,0,0,0,1
"60RF001291",52,6,25,1,4,3,1,6,1,0,1,0,3,0,0,1
"60RF001292",46,1,3,2,6,25,4,1,0,0,4,0,0,0,0,0
"60RF001293",41,2,2,0,5,22,1,1,1,0,6,0,0,0,0,1
"60RF001294",58,1,5,2,8,19,9,3,1,0,4,4,0,0,0,2
"60RF001295",54,0,3,5,8,23,5,5,1,0,3,1,0,0,0,0
"60RF001296",30,4,6,0,5,6,3,1,1,0,1,0,2,0,0,1
"60RF001297",61,0,3,0,13,23,13,3,0,0,2,1,1,0,0,2
"60RF001298",61,1,12,1,5,11,10,5,1,0,9,4,1,0,0,1
"60RF001299",53,2,7,2,10,14,3,4,1,0,7,0,3,0,0,0
"60RF001300",49,8,5,2,7,11,0,2,4,1,4,2,2,0,0,1
"60RF001301",45,1,4,1,4,12,8,2,2,0,7,2,2,0,0,0
"60RF001302",63,1,7,1,5,21,11,0,3,1,6,5,0,0,0,2
"60RF001303",28,1,1,0,5,7,4,0,1,0,4,1,3,0,0,1
"60RF001304",47,5,10,0,8,6,5,2,1,0,8,0,0,0,0,2
"60RF001305",62,3,4,4,5,16,11,0,1,1,7,5,3,0,0,2
"60RF001306",40,18,2,9,3,1,3,0,0,0,0,1,1,0,1,1
"60RF001307",74,27,1,8,8,6,8,1,4,1,7,3,0,0,0,0
"60RF001308",38,2,14,0,2,8,3,1,4,0,3,1,0,0,0,0
"60RF001309",69,11,4,4,7,15,9,1,1,1,8,4,2,0,0,2
"60RF001310",58,1,5,3,7,15,8,0,1,1,8,4,4,0,0,1
"60RF001311",40,3,5,2,6,4,6,0,4,0,1,4,3,0,0,2
"60RF001312",56,1,4,1,6,16,13,0,2,1,9,2,0,0,0,1
"60RF001313",72,6,12,8,10,11,9,0,1,0,9,3,0,0,0,3
"60RF001314",67,9,7,11,6,13,7,2,0,1,5,3,1,0,0,2
"60RF001315",79,5,13,1,10,18,8,1,5,0,10,4,3,0,0,1
"60RF001316",49,2,5,2,1,12,7,1,2,0,3,5,7,0,0,2
"60RF001317",47,1,5,0,6,17,5,2,3,1,5,1,1,0,0,0
"60RF001318",55,0,5,3,9,12,8,2,2,1,6,2,5,0,0,0
"60RF001319",38,1,7,1,11,10,3,0,1,0,3,0,0,0,0,1
"60RF001320",34,2,16,0,1,4,0,0,1,0,9,0,0,0,1,0
"60RF001321",55,11,7,3,2,14,5,4,1,0,3,1,1,0,0,3
"60RF001322",76,1,8,3,10,16,12,2,3,0,11,2,5,0,0,3
"60RF001323",64,6,11,2,2,16,3,2,5,0,11,3,1,0,0,2
"60RF001324",75,3,24,1,8,11,1,6,2,1,14,2,1,0,0,1
"60RF001325",47,2,7,1,9,6,3,2,3,0,8,3,2,0,0,1
"60RF001326",43,1,13,3,4,6,4,2,1,1,5,1,1,0,0,1
"60RF001327",49,5,8,5,5,11,3,1,2,1,2,2,2,0,1,1
"60RF001328",59,5,11,3,7,10,3,6,7,0,4,3,0,0,0,0
"60RF001329",40,6,5,6,5,4,1,2,5,0,5,1,0,0,0,0
"60RF001330",70,6,12,5,10,15,3,4,2,0,8,3,0,0,1,1
"60RF001331",64,10,4,1,13,14,4,2,2,1,6,4,2,0,0,1
"60RF001332",43,3,14,0,4,6,7,1,2,0,5,0,1,0,0,0
"60RF001333",39,1,12,1,1,9,0,0,3,0,7,3,1,0,0,1
"60RF001334",51,2,13,1,9,8,0,3,4,0,7,1,1,0,0,2
"60RF001335",54,2,8,2,5,13,4,2,3,1,9,2,2,0,0,1
"60RF001336",38,0,3,3,9,8,3,3,3,0,3,3,0,0,0,0
"60RF001337",55,8,9,9,4,10,2,1,1,0,3,4,3,0,0,1
"60RF001338",45,6,6,1,8,7,5,0,1,0,7,1,0,0,1,2
"60RF001339",41,3,15,2,4,6,0,2,3,0,3,2,0,0,0,1
"60RF001340",50,6,6,2,5,12,4,0,3,0,4,5,0,0,2,1
"60RF001341",47,19,8,7,2,4,1,1,1,0,2,0,1,0,0,1
"60RF001342",45,12,1,6,6,7,4,2,3,0,2,2,0,0,0,0
"60RF001343",59,15,7,10,4,3,5,2,0,0,6,3,3,0,0,1
"60RF001344",40,4,3,8,4,9,6,2,2,0,0,0,1,0,0,1
"60RF001345",48,7,0,5,1,15,7,1,0,1,4,2,3,0,0,2
"60RF001346",41,5,1,9,5,9,2,2,0,0,5,2,0,0,0,1
"60RF001347",75,17,28,8,5,5,3,3,0,0,3,3,0,0,0,0
"60RF001348",61,15,11,8,5,12,3,1,0,0,2,1,1,0,0,2
"60RF001349",49,6,13,6,4,8,1,3,3,0,2,1,0,0,0,2
"60RF001350",51,5,9,7,4,8,6,1,1,0,5,3,1,0,0,1
"60RF001351",40,4,3,4,7,11,2,1,1,0,3,2,1,0,1,0
"60RF001352",56,8,11,2,4,9,7,3,3,1,7,0,1,0,0,0
"60RF001353",44,2,8,5,7,10,3,0,1,0,3,2,3,0,0,0
"60RF001354",42,3,5,3,5,8,3,4,4,0,3,2,2,0,0,0
"60RF001355",61,14,0,13,10,10,5,0,0,1,1,3,2,0,0,2
"60RF001356",48,4,11,4,2,9,0,2,2,1,5,7,1,0,0,0
