"output_area","ALL PEOPLE","No qualifications or qualifications outwith these groups","Group 1","Group 2","Group 3","Group 4"
"60QA000732",118,15,26,18,11,48
"60QA000733",98,17,8,19,5,49
"60QA000734",97,10,12,15,2,58
"60QA000735",101,5,13,14,6,63
"60QA000736",77,3,4,13,4,53
"60QA000737",98,5,10,15,4,64
"60QA000738",118,10,10,20,7,71
"60QA000739",72,3,4,7,7,51
"60QA000740",84,4,13,8,3,56
"60QA000741",103,13,19,14,9,48
"60QA000742",76,3,11,13,7,42
"60QA000743",73,3,4,10,9,47
"60QA000744",95,8,15,14,6,52
"60QA000745",85,6,11,7,7,54
"60QA000746",50,6,6,10,1,27
"60QA000747",56,3,5,8,2,38
"60QA000748",80,5,10,7,14,44
"60QA000749",82,16,14,22,4,26
"60QA000750",144,19,19,31,9,66
"60QA000751",76,7,16,19,8,26
"60QA000752",49,0,16,4,4,25
"60QA000753",87,9,6,13,12,47
"60QA000754",88,9,12,6,9,52
"60QA000755",98,12,12,12,5,57
"60QA000756",105,9,10,14,7,65
"60QA000757",79,16,10,14,8,31
"60QA000758",66,8,6,8,8,36
"60QA000759",67,3,2,23,7,32
"60QA000760",38,2,1,5,3,27
"60QA000761",77,10,7,11,10,39
"60QA000762",74,7,7,14,12,34
"60QA000763",85,3,18,18,14,32
"60QA000764",107,14,14,20,11,48
"60QA000765",61,2,10,14,6,29
"60QA000766",78,4,13,9,10,42
"60QA000767",90,8,24,17,15,26
"60QA000768",68,4,10,8,17,29
"60QA000769",113,37,20,21,9,26
"60QA000770",46,25,8,10,1,2
"60QA000771",62,10,12,14,8,18
"60QA000772",82,6,17,20,12,27
"60QA000773",85,4,16,11,14,40
"60QA000774",24,11,11,0,0,2
"60QA000775",81,9,18,16,5,33
"60QA000776",100,43,20,8,13,16
"60QA000777",71,24,21,10,8,8
"60QA000778",76,6,7,21,14,28
"60QA000779",70,5,10,13,9,33
"60QA000780",97,12,19,21,10,35
"60QA000781",238,28,41,88,16,65
"60QA000782",47,20,10,5,4,8
"60QA000783",53,9,8,10,5,21
"60QA000784",116,19,10,17,12,58
"60QA000785",101,16,13,30,10,32
"60QA000786",104,6,5,28,16,49
"60QA000787",101,11,7,25,7,51
"60QA000788",83,9,7,17,14,36
"60QA000789",127,20,15,21,9,62
"60QA000790",106,12,14,16,15,49
"60QA000791",66,40,13,3,1,9
"60QA000792",127,51,51,14,4,7
"60QA000793",59,30,18,3,3,5
"60QA000794",112,39,46,13,6,8
"60QA000795",67,26,23,7,3,8
"60QA000796",77,40,20,8,4,5
"60QA000797",71,33,27,8,0,3
"60QA000798",65,22,17,15,6,5
"60QA000799",73,38,20,9,3,3
"60QA000800",57,23,15,8,4,7
"60QA000801",61,16,28,12,1,4
"60QA000802",87,35,29,11,6,6
"60QA000803",115,47,30,10,13,15
"60QA000804",42,21,8,4,0,9
"60QA000805",71,29,19,10,7,6
"60QA000806",88,40,28,9,6,5
"60QA000807",106,57,36,10,0,3
"60QA000808",60,26,20,8,2,4
"60QA000809",124,51,40,11,4,18
"60QA000810",89,35,32,11,4,7
"60QA000811",102,37,33,22,6,4
"60QA000812",85,31,33,14,1,6
"60QA000813",58,23,19,7,3,6
"60QA000814",123,61,28,13,10,11
"60QA000815",128,64,34,19,4,7
"60QA000816",88,44,25,5,9,5
"60QA000817",89,38,28,13,4,6
"60QA000818",84,38,25,11,5,5
"60QA000819",82,31,43,2,1,5
"60QA000820",105,52,31,9,5,8
"60QA000821",73,35,27,5,2,4
"60QA000822",111,53,32,10,8,8
"60QA000823",77,36,24,8,3,6
"60QA000824",76,35,28,5,4,4
"60QA000825",129,66,40,13,2,8
"60QA000826",120,59,46,5,5,5
"60QA000827",106,63,24,7,3,9
"60QA000828",65,28,23,7,0,7
"60QA000829",61,18,28,9,2,4
"60QA000830",81,40,30,6,2,3
"60QA000831",75,33,26,6,7,3
"60QA000832",91,39,27,9,7,9
"60QA000833",83,47,23,5,4,4
"60QA000834",118,40,49,14,6,9
"60QA000835",58,27,17,8,1,5
"60QA000836",153,67,58,14,6,8
"60QA000837",103,32,44,16,4,7
"60QA000838",87,46,22,7,4,8
"60QA000839",67,30,27,5,3,2
"60QA000840",57,38,12,2,1,4
"60QA000841",82,37,26,8,3,8
"60QA000842",44,31,10,1,0,2
"60QA000843",103,56,35,3,5,4
"60QA000844",128,54,49,9,12,4
"60QA000845",93,33,38,14,1,7
"60QA000846",86,40,20,11,9,6
"60QA000847",69,28,27,8,3,3
"60QA000848",69,24,20,8,7,10
"60QA000849",54,29,13,6,3,3
"60QA000850",100,42,34,9,5,10
"60QA000851",111,18,28,13,5,47
"60QA000852",111,44,37,13,7,10
"60QA000853",105,40,29,19,9,8
"60QA000854",54,23,18,7,0,6
"60QA000855",82,32,27,11,3,9
"60QA000856",55,27,16,3,4,5
"60QA000857",72,18,21,17,3,13
"60QA000858",35,18,9,2,2,4
"60QA000859",94,37,33,10,4,10
"60QA000860",72,27,21,12,2,10
"60QA000861",111,44,34,16,5,12
"60QA000862",131,55,38,18,4,16
"60QA000863",125,34,39,28,12,12
"60QA000864",116,51,41,4,6,14
"60QA000865",85,24,32,7,6,16
"60QA000866",85,33,20,14,7,11
"60QA000867",90,50,21,8,4,7
"60QA000868",108,38,33,15,6,16
"60QA000869",115,24,28,16,10,37
"60QA000870",148,46,47,22,9,24
"60QA000871",92,14,27,12,9,30
"60QA000872",76,15,12,9,5,35
"60QA000873",181,7,30,39,15,90
"60QA000874",77,28,24,7,5,13
"60QA000875",73,32,10,12,7,12
"60QA000876",69,23,18,9,2,17
"60QA000877",61,17,19,12,4,9
"60QA000878",46,20,10,8,1,7
"60QA000879",215,109,34,21,9,42
"60QA000880",85,37,15,17,7,9
"60QA000881",94,8,15,24,12,35
"60QA000882",67,7,9,24,4,23
"60QA000883",65,32,11,13,4,5
"60QA000884",82,41,23,6,4,8
"60QA000885",104,39,28,15,6,16
"60QA000886",90,9,14,18,3,46
"60QA000887",91,12,21,12,9,37
"60QA000888",74,10,15,15,9,25
"60QA000889",129,14,32,29,9,45
"60QA000890",131,28,31,25,8,39
"60QA000891",83,31,28,12,4,8
"60QA000892",106,26,33,10,11,26
"60QA000893",69,29,23,10,3,4
"60QA000894",78,27,18,10,3,20
"60QA000895",41,10,11,3,2,15
"60QA000896",119,50,36,14,5,14
"60QA000897",128,51,36,13,11,17
"60QA000898",119,51,46,15,6,1
"60QA000899",63,14,14,11,5,19
"60QA000900",66,15,32,9,5,5
"60QA000901",70,10,19,8,1,32
"60QA000902",80,44,19,9,2,6
"60QA000903",86,25,33,11,7,10
"60QA000904",59,9,13,6,6,25
"60QA000905",109,41,48,13,5,2
"60QA000906",73,42,19,4,2,6
"60QA000907",68,34,13,9,2,10
"60QA000908",76,34,24,8,5,5
"60QA000909",59,22,25,7,4,1
"60QA000910",72,39,25,3,4,1
"60QA000911",78,33,30,10,2,3
"60QA000912",65,28,25,5,2,5
"60QA000913",91,45,31,7,3,5
"60QA000914",89,41,34,9,0,5
"60QA000915",67,34,18,7,3,5
"60QA000916",67,32,18,12,2,3
"60QA000917",102,32,39,15,8,8
"60QA000918",71,30,27,4,5,5
"60QA000919",60,14,26,9,6,5
"60QA000920",93,35,45,6,5,2
"60QA000921",50,20,14,7,5,4
"60QA000922",58,23,19,6,5,5
"60QA000923",80,37,22,10,7,4
"60QA000924",105,54,33,14,2,2
"60QA000925",76,31,29,8,4,4
"60QA000926",83,36,27,11,6,3
"60QA000927",47,17,20,5,3,2
"60QA000928",78,35,26,10,2,5
"60QA000929",36,23,8,3,0,2
"60QA000930",192,71,47,43,7,24
"60QA000931",71,31,19,9,4,8
"60QA000932",98,15,35,20,8,20
"60QA000933",95,45,29,7,7,7
"60QA000934",91,46,23,13,2,7
"60QA000935",70,19,24,15,4,8
"60QA000936",103,37,36,13,4,13
"60QA000937",52,29,11,6,3,3
"60QA000938",101,45,35,3,7,11
"60QA000939",169,65,70,21,4,9
"60QA000940",26,14,7,2,0,3
"60QA000941",99,42,33,12,2,10
"60QA000942",102,28,44,14,6,10
"60QA000943",93,35,36,9,7,6
"60QA000944",79,23,34,9,4,9
"60QA000945",75,19,38,7,4,7
"60QA000946",45,14,14,8,3,6
"60QA000947",61,28,23,6,2,2
"60QA000948",49,40,6,1,1,1
"60QA000949",146,68,50,14,6,8
"60QA000950",128,59,51,10,3,5
"60QA000951",100,52,26,15,2,5
"60QA000952",69,27,27,8,2,5
"60QA000953",76,33,27,5,5,6
"60QA000954",87,36,32,9,3,7
"60QA000955",125,54,50,14,4,3
"60QA000956",72,33,29,3,4,3
"60QA000957",91,43,30,13,3,2
"60QA000958",83,30,33,13,0,7
"60QA000959",99,39,37,11,7,5
"60QA000960",86,47,23,8,4,4
"60QA000961",78,31,25,10,8,4
"60QA000962",121,62,37,11,4,7
"60QA000963",84,40,27,7,4,6
"60QA000964",87,43,28,8,2,6
"60QA000965",16,14,1,1,0,0
"60QA000966",69,22,31,10,5,1
"60QA000967",55,17,27,5,2,4
"60QA000968",73,30,27,6,6,4
"60QA000969",88,40,28,9,4,7
"60QA000970",70,31,24,6,2,7
"60QA000971",75,44,14,7,3,7
"60QA000972",93,51,29,8,2,3
"60QA000973",96,49,35,8,2,2
"60QA000974",69,37,23,7,0,2
"60QA000975",93,37,39,10,5,2
"60QA000976",127,42,49,21,8,7
"60QA000977",141,12,19,24,4,82
"60QA000978",55,5,7,7,1,35
"60QA000979",40,2,6,4,1,27
"60QA000980",93,8,16,18,8,43
"60QA000981",97,14,15,18,4,46
"60QA000982",72,7,11,15,5,34
"60QA000983",81,7,10,11,7,46
"60QA000984",57,5,9,7,6,30
"60QA000985",83,39,26,8,2,8
"60QA000986",81,31,37,8,3,2
"60QA000987",102,44,31,14,3,10
"60QA000988",46,28,12,3,2,1
"60QA000989",68,33,18,7,4,6
"60QA000990",135,55,44,21,8,7
"60QA000991",67,39,17,4,2,5
"60QA000992",72,21,35,7,1,8
"60QA000993",81,40,21,14,2,4
"60QA000994",105,41,37,6,11,10
"60QA000995",96,45,34,11,3,3
"60QA000996",84,49,22,7,1,5
"60QA000997",104,47,36,10,2,9
"60QA000998",67,36,16,8,3,4
"60QA000999",73,29,32,7,2,3
"60QA001000",89,33,24,20,7,5
"60QA001001",111,50,40,11,2,8
"60QA001002",92,45,26,11,7,3
"60QA001003",121,55,35,17,8,6
"60QA001004",91,33,41,9,6,2
"60QA001005",52,26,19,4,1,2
"60QA001006",109,55,42,10,1,1
"60QA001007",112,50,43,7,6,6
"60QA001008",72,37,27,5,1,2
"60QA001009",95,44,35,8,3,5
"60QA001010",78,32,30,12,2,2
"60QA001011",63,29,24,5,2,3
"60QA001012",76,48,23,3,0,2
"60QA001013",110,63,33,8,1,5
"60QA001014",98,41,43,10,2,2
"60QA001015",91,51,31,4,0,5
"60QA001016",97,44,31,14,4,4
"60QA001017",106,51,38,8,5,4
"60QA001018",86,46,26,8,4,2
"60QA001019",99,46,35,9,3,6
"60QA001020",92,49,29,3,6,5
"60QA001021",88,39,32,8,2,7
"60QA001022",105,58,34,9,2,2
"60QA001023",54,23,24,6,1,0
"60QA001024",57,31,17,6,1,2
"60QA001025",78,35,32,5,2,4
"60QA001026",78,36,31,3,4,4
"60QA001027",105,41,45,12,2,5
"60QA001028",36,20,10,4,1,1
"60QA001029",82,29,38,10,4,1
"60QA001030",115,65,27,14,2,7
"60QA001031",90,50,26,8,2,4
"60QA001032",72,39,25,4,1,3
"60QA001033",67,26,28,8,4,1
"60QA001034",98,51,34,4,5,4
"60QA001035",104,50,39,6,4,5
"60QA001036",112,49,45,7,6,5
"60QA001037",32,28,0,3,0,1
"60QA001038",116,59,34,6,5,12
"60QA001039",89,40,30,9,6,4
"60QA001040",84,36,32,8,2,6
"60QA001041",79,47,21,6,0,5
"60QA001042",76,27,39,3,1,6
"60QA001043",124,49,52,11,4,8
"60QA001044",45,16,16,5,5,3
"60QA001045",41,19,9,8,2,3
"60QA001046",94,26,34,9,8,17
"60QA001047",83,33,23,14,4,9
"60QA001048",105,44,44,7,6,4
"60QA001049",179,83,63,17,8,8
"60QA001050",107,20,36,16,9,26
"60QA001051",118,19,30,27,14,28
"60QA001052",105,28,33,19,12,13
"60QA001053",112,36,32,16,4,24
"60QA001054",142,33,49,24,18,18
"60QA001055",83,14,22,12,11,24
"60QA001056",79,12,37,15,6,9
"60QA001057",140,59,44,9,8,20
"60QA001058",115,24,27,30,13,21
"60QA001059",91,16,32,16,14,13
"60QA001060",94,18,28,20,6,22
"60QA001061",78,32,21,11,7,7
"60QA001062",68,25,20,9,3,11
"60QA001063",133,44,44,29,4,12
"60QA001064",108,26,42,16,10,14
"60QA001065",98,18,21,22,13,24
"60QA001066",88,35,31,16,2,4
"60QA001067",82,39,26,12,1,4
"60QA001068",78,36,28,8,2,4
"60QA001069",45,18,14,6,2,5
"60QA001070",155,31,47,26,15,36
"60QA001071",55,32,15,3,3,2
"60QA001072",37,23,4,6,2,2
"60QA001073",111,26,35,25,13,12
"60QA001074",130,33,41,29,8,19
"60QA001075",86,37,17,15,3,14
"60QA001076",73,36,19,11,3,4
"60QA001077",63,26,26,5,2,4
"60QA001078",137,66,41,11,4,15
"60QA001079",145,36,41,33,10,25
"60QA001080",152,28,48,32,15,29
"60QA001081",103,20,31,25,11,16
"60QA001082",74,29,24,7,4,10
"60QA001083",98,26,41,16,7,8
"60QA001084",74,34,19,6,6,9
"60QA001085",140,48,46,17,11,18
"60QA001086",118,35,37,15,7,24
"60QA001087",134,19,35,42,11,27
"60QA001088",102,16,32,25,5,24
"60QA001089",128,27,36,28,11,26
"60QA001090",66,23,21,8,2,12
"60QA001091",166,43,43,38,10,32
"60QA001092",102,39,26,17,7,13
"60QA001093",110,25,17,27,13,28
"60QA001094",90,28,19,21,4,18
"60QA001095",122,18,49,23,7,25
"60QA001096",124,27,45,24,2,26
"60QA001097",163,32,59,28,16,28
"60QA001098",181,26,63,61,9,22
"60QA001099",135,20,35,28,17,35
"60QA001100",187,29,60,42,21,35
"60QA001101",112,15,43,24,9,21
"60QA001102",97,23,41,11,10,12
"60QA001103",66,23,23,11,4,5
"60QA001104",36,19,12,0,1,4
"60QA001105",95,44,34,9,5,3
"60QA001106",134,33,30,28,11,32
"60QA001107",90,31,33,13,3,10
"60QA001108",132,34,47,24,9,18
"60QA001109",109,37,27,17,11,17
"60QA001110",130,25,49,27,11,18
"60QA001111",132,27,31,24,15,35
"60QA001112",150,22,53,30,18,27
"60QA001113",112,13,32,28,14,25
"60QA001114",111,25,39,22,7,18
"60QA001115",106,10,40,25,14,17
"60QA001116",90,7,30,19,25,9
"60QA001117",95,20,29,17,8,21
"60QA001118",110,14,40,21,12,23
"60QA001119",99,8,40,20,19,12
"60QA001120",58,9,28,11,4,6
"60QA001121",86,34,34,9,5,4
"60QA001122",70,27,23,11,4,5
"60QA001123",80,36,23,12,4,5
"60QA001124",98,46,28,13,4,7
"60QA001125",68,37,18,7,1,5
"60QA001126",68,40,14,8,2,4
"60QA001127",61,28,26,2,4,1
"60QA001128",121,54,39,7,4,17
"60QA001129",67,32,23,3,2,7
"60QA001130",65,40,14,4,3,4
"60QA001131",90,25,42,13,3,7
"60QA001132",94,38,30,13,8,5
"60QA001133",91,44,22,13,6,6
"60QA001134",90,36,26,15,3,10
"60QA001135",132,67,43,10,1,11
"60QA001136",79,33,25,11,5,5
"60QA001137",112,60,32,10,5,5
"60QA001138",89,43,25,6,5,10
"60QA001139",85,39,30,9,3,4
"60QA001140",107,49,37,10,3,8
"60QA001141",76,28,22,9,6,11
"60QA001142",118,17,51,21,15,14
"60QA001143",109,36,33,12,8,20
"60QA001144",78,14,26,20,8,10
"60QA001145",80,4,30,19,13,14
"60QA001146",83,24,23,14,3,19
"60QA001147",84,40,29,10,2,3
"60QA001148",86,34,26,13,7,6
"60QA001149",160,44,47,29,9,31
"60QA001150",103,32,34,15,9,13
"60QA001151",132,31,40,21,10,30
"60QA001152",117,18,34,23,14,28
"60QA001153",48,14,15,3,6,10
"60QA001154",97,43,29,9,6,10
"60QA001155",123,37,38,18,7,23
"60QA001156",97,53,23,11,5,5
"60QA001157",115,43,36,19,7,10
"60QA001158",97,48,25,15,4,5
"60QA001159",109,27,34,15,8,25
"60QA001160",118,19,44,22,8,25
"60QA001161",73,17,26,12,4,14
"60QA001162",70,19,23,8,5,15
"60QA001163",95,35,34,9,7,10
"60QA001164",103,45,40,16,1,1
"60QA001165",64,15,21,9,8,11
"60QA001166",107,36,37,10,10,14
"60QA001167",104,31,32,8,7,26
"60QA001168",86,35,30,8,4,9
"60QA001169",93,42,32,12,4,3
"60QA001170",72,44,14,8,0,6
"60QA001171",105,21,33,21,7,23
"60QA001172",73,31,16,8,5,13
"60QA001173",90,20,41,16,7,6
"60QA001174",96,22,26,17,11,20
"60QA001175",71,15,17,9,5,25
"60QA001176",84,21,19,16,5,23
"60QA001177",50,17,18,6,2,7
"60QA001178",91,15,24,21,14,17
"60QA001179",67,18,25,10,4,10
"60QA001180",98,40,33,7,3,15
"60QA001181",71,31,19,7,5,9
"60QA001182",72,41,15,8,4,4
"60QA001183",84,24,23,9,8,20
"60QA001184",92,22,30,18,4,18
"60QA001185",92,20,38,13,8,13
"60QA001186",76,20,23,14,6,13
"60QA001187",64,5,28,11,6,14
"60QA001188",46,14,15,7,1,9
"60QA001189",52,15,14,12,2,9
"60QA001190",91,27,30,16,7,11
"60QA001191",115,25,33,27,11,19
"60QA001192",85,28,22,13,5,17
"60QA001193",85,23,20,16,8,18
"60QA001194",94,15,14,21,9,35
"60QA001195",95,9,33,11,13,29
"60QA001196",112,14,27,21,10,40
"60QA001197",125,22,47,26,5,25
"60QA001198",112,32,41,14,5,20
"60QA001199",138,51,51,13,5,18
"60QA001200",156,26,32,25,14,59
"60QA001201",164,27,55,28,14,40
"60QA001202",157,25,48,38,15,31
"60QA001203",158,59,58,17,8,16
"60QA001204",138,27,50,26,12,23
"60QA001205",72,14,30,10,7,11
"60QA001206",85,8,36,21,9,11
"60QA001207",90,28,23,12,6,21
"60QA001208",122,23,28,13,11,47
"60QA001209",122,24,40,25,10,23
"60QA001210",79,38,28,6,1,6
"60QA001211",67,29,16,5,11,6
"60QA001212",70,13,23,17,5,12
"60QA001213",105,18,38,22,13,14
"60QA001214",103,16,35,17,10,25
"60QA001215",106,34,30,13,8,21
"60QA001216",132,48,55,17,5,7
"60QA001217",68,24,34,5,2,3
"60QA001218",85,17,21,18,11,18
"60QA001219",149,60,44,20,9,16
"60QA001220",47,32,5,5,3,2
"60QA001221",103,20,39,18,9,17
"60QA001222",49,27,10,2,3,7
"60QA001223",169,37,61,26,18,27
"60QA001224",121,44,40,18,2,17
"60QA001225",113,21,30,25,18,19
"60QA001226",137,19,51,33,10,24
"60QA001227",176,53,59,29,12,23
"60QA001228",119,26,28,18,9,38
"60QA001229",94,22,35,17,6,14
"60QA001230",161,24,48,22,15,52
"60QA001231",135,30,34,26,14,31
"60QA001232",131,17,38,22,17,37
"60QA001233",161,37,44,32,17,31
"60QA001234",158,54,61,20,10,13
"60QA001235",139,40,34,21,14,30
"60QA001236",119,35,30,17,8,29
"60QA001237",84,22,22,16,9,15
"60QA001238",85,21,19,18,9,18
"60QA001239",50,16,15,2,3,14
"60QA001240",82,34,26,11,5,6
"60QA001241",143,37,46,22,10,28
"60QA001242",73,25,21,8,4,15
"60QA001243",74,24,16,13,6,15
"60QA001244",128,50,42,20,1,15
"60QA001245",106,43,37,10,7,9
"60QA001246",89,37,28,9,5,10
"60QA001247",107,51,26,13,7,10
"60QA001248",86,49,18,12,1,6
"60QA001249",111,32,38,20,10,11
"60QA001250",93,20,35,19,8,11
"60QA001251",71,36,18,7,4,6
"60QA001252",80,26,26,9,8,11
"60QA001253",77,8,21,16,6,26
"60QA001254",105,22,25,10,13,35
"60QA001255",109,51,39,11,2,6
"60QA001256",74,9,15,13,12,25
"60QA001257",54,19,19,10,2,4
"60QA001258",66,29,15,5,7,10
"60QA001259",65,15,17,7,1,25
"60QA001260",91,39,27,12,4,9
"60QA001261",97,42,26,16,5,8
"60QA001262",103,47,28,10,5,13
"60QA001263",94,44,18,12,8,12
"60QA001264",97,43,32,13,2,7
"60QA001265",54,21,11,8,5,9
"60QA001266",91,18,14,13,7,39
"60QA001267",83,15,18,14,7,29
"60QA001268",147,30,26,24,21,46
"60QA001269",88,20,15,12,7,34
"60QA001270",94,13,8,16,2,55
"60QA001271",101,13,10,19,10,49
"60QA001272",139,18,24,16,9,72
"60QA001273",120,18,15,18,10,59
"60QA001274",120,6,11,26,4,73
"60QA001275",101,14,17,22,6,42
"60QA001276",94,7,16,8,10,53
"60QA001277",95,12,23,14,9,37
"60QA001278",94,6,24,15,8,41
"60QA001279",79,11,15,16,6,31
"60QA001280",128,17,27,26,11,47
"60QA001281",103,7,13,17,11,55
"60QA001282",54,6,12,16,4,16
"60QA001283",148,26,29,20,7,66
"60QA001284",152,17,35,29,14,57
"60QA001285",151,13,20,54,21,43
"60QA001286",68,29,19,13,3,4
"60QA001287",53,4,10,16,4,19
"60QA001288",98,3,6,52,9,28
"60QA001289",94,4,11,38,14,27
"60QA001290",71,14,11,9,5,32
"60QA001291",53,27,12,9,1,4
"60QA001292",70,8,9,11,6,36
"60QA001293",77,9,19,11,1,37
"60QA001294",42,7,5,4,2,24
"60QA001295",49,4,9,8,7,21
"60QA001296",60,18,9,12,5,16
"60QA001297",54,20,8,7,13,6
"60QA001298",98,21,23,18,7,29
"60QA001299",93,25,22,23,5,18
"60QA001300",94,37,33,8,3,13
"60QA001301",52,11,10,3,6,22
"60QA001302",63,11,12,5,5,30
"60QA001303",82,33,14,12,4,19
"60QA001304",125,49,40,15,9,12
"60QA001305",40,21,13,1,2,3
"60QA001306",36,11,18,4,1,2
"60QA001307",80,20,20,23,3,14
"60QA001308",52,17,17,9,2,7
"60QA001309",51,18,23,4,2,4
"60QA001310",78,37,22,12,4,3
"60QA001311",64,17,28,12,3,4
"60QA001312",48,2,7,12,3,24
"60QA001313",77,34,15,17,4,7
"60QA001314",53,19,20,8,0,6
"60QA001315",94,54,15,8,5,12
"60QA001316",59,22,28,7,1,1
"60QA001317",53,22,22,4,3,2
"60QA001318",91,39,38,7,3,4
"60QA001319",56,12,17,11,4,12
"60QA001320",162,22,67,22,20,31
"60QA001321",42,21,13,5,2,1
"60QA001322",79,29,31,9,5,5
"60QA001323",168,29,57,24,10,48
"60QA001324",110,14,35,22,12,27
"60QA001325",51,7,9,13,8,14
"60QA001326",64,12,19,22,6,5
"60QA001327",77,10,26,11,7,23
"60QA001328",130,44,14,30,5,37
"60QA001329",30,12,10,4,2,2
"60QA001330",50,24,17,7,1,1
"60QA001331",81,28,11,15,10,17
"60QA001332",39,22,11,4,2,0
"60QA001333",45,18,14,5,1,7
"60QA001334",34,15,10,4,2,3
"60QA001335",114,29,49,13,7,16
"60QA001336",94,19,37,17,9,12
"60QA001337",59,24,13,8,5,9
"60QA001338",53,7,28,4,4,10
"60QA001339",42,14,9,6,5,8
"60QA001340",115,21,40,17,10,27
"60QA001341",52,8,14,9,4,17
"60QA001342",107,29,37,12,14,15
"60QA001343",66,13,13,8,8,24
"60QA001344",67,16,18,14,5,14
"60QA001345",73,25,20,14,7,7
"60QA001346",62,9,11,13,7,22
"60QA001347",67,8,13,14,3,29
"60QA001348",39,5,7,5,5,17
"60QA001349",45,6,5,8,3,23
"60QA001350",63,8,20,6,8,21
"60QA001351",49,6,13,6,6,18
"60QA001352",120,35,34,21,6,24
"60QA001353",53,10,13,15,7,8
"60QA001354",82,7,17,16,7,35
"60QA001355",93,16,22,17,14,24
"60QA001356",161,27,37,26,6,65
"60QA001357",96,24,22,20,9,21
"60QA001358",97,44,34,11,4,4
"60QA001359",141,11,21,21,6,82
"60QA001360",70,6,12,13,5,34
"60QA001361",56,4,14,7,2,29
"60QA001362",54,3,4,12,7,28
"60QA001363",48,6,8,4,3,27
"60QA001364",123,41,9,20,6,47
"60QA001365",114,9,15,24,11,55
"60QA001366",83,9,15,8,7,44
"60QA001367",88,14,6,8,7,53
"60QA001368",103,35,31,15,5,17
"60QA001369",68,8,11,14,5,30
"60QA001370",117,27,49,18,11,12
"60QA001371",60,7,17,13,5,18
"60QA001372",63,10,13,15,4,21
"60QA001373",65,33,16,8,2,6
"60QA001374",89,17,18,16,7,31
"60QA001375",125,15,27,25,7,51
"60QA001376",82,4,13,17,13,35
"60QA001377",58,9,11,3,9,26
"60QA001378",47,10,5,3,8,21
"60QA001379",106,39,31,12,5,19
"60QA001380",86,16,21,12,3,34
"60QA001381",92,10,9,18,8,47
"60QA001382",226,25,43,58,34,66
"60QA001383",53,5,7,7,5,29
"60QA001384",91,12,15,17,7,40
"60QA001385",63,12,16,8,3,24
"60QA001386",52,7,10,5,2,28
"60QA001387",150,11,26,26,21,66
"60QA001388",67,4,8,8,2,45
"60QA001389",45,4,3,7,2,29
"60QA001390",68,5,13,4,7,39
"60QA001391",41,1,4,8,3,25
"60QA001392",46,5,7,11,3,20
"60QA001393",61,5,6,4,6,40
"60QA001394",53,22,15,6,3,7
"60QA001395",125,30,30,20,11,34
"60QA001396",79,17,18,15,8,21
"60QA001397",52,8,9,15,3,17
"60QA001398",59,11,6,20,4,18
"60QA001399",89,13,11,13,6,46
"60QA001400",61,32,15,8,4,2
"60QA001401",53,39,6,1,2,5
"60QA001402",108,68,12,18,0,10
"60QA001403",92,12,11,12,4,53
"60QA001404",91,44,29,3,4,11
"60QA001405",79,4,12,18,3,42
"60QA001406",61,18,16,13,1,13
"60QA001407",50,1,10,12,5,22
"60QA001408",54,19,18,4,3,10
"60QA001409",47,10,14,9,3,11
"60QA001410",120,9,13,25,13,60
"60QA001411",40,15,10,7,3,5
"60QA001412",40,10,17,5,0,8
"60QA001413",51,15,20,7,2,7
"60QA001414",47,14,18,4,3,8
"60QA001415",89,44,27,7,2,9
"60QA001416",46,3,8,20,6,9
"60QA001417",104,25,16,31,6,26
"60QA001418",57,15,11,7,6,18
"60QA001419",51,18,22,5,1,5
"60QA001420",113,46,38,13,11,5
"60QA001421",44,25,15,3,0,1
"60QA001422",64,34,16,7,3,4
"60QA001423",97,9,11,10,15,52
"60QA001424",68,7,8,18,7,28
"60QA001425",59,35,12,5,3,4
"60QA001426",73,35,16,7,7,8
"60QA001427",89,37,28,9,10,5
"60QA001428",62,16,23,13,5,5
"60QA001429",71,16,26,14,6,9
"60QA001430",61,23,22,11,3,2
"60QA001431",72,26,28,9,5,4
"60QA001432",79,35,24,9,5,6
"60QA001433",81,28,26,11,4,12
"60QA001434",42,30,8,2,0,2
"60QA001435",31,20,7,3,0,1
"60QA001436",62,30,14,10,5,3
"60QA001437",53,28,13,5,1,6
"60QA001438",69,29,20,8,5,7
"60QA001439",72,14,12,19,10,17
"60QA001440",60,14,2,12,3,29
"60QA001441",67,45,11,5,2,4
"60QA001442",56,29,15,3,3,6
"60QA001443",78,22,39,9,2,6
"60QA001444",57,17,20,8,8,4
"60QA001445",90,38,35,9,3,5
"60QA001446",38,15,15,6,2,0
"60QA001447",52,25,15,7,1,4
"60QA001448",63,35,12,10,4,2
"60QA001449",76,35,29,6,3,3
"60QA001450",69,29,27,5,2,6
"60QA001451",45,9,16,10,4,6
"60QA001452",207,34,65,44,16,48
"60QA001453",84,20,27,12,9,16
"60QA001454",83,19,27,13,10,14
"60QA001455",147,30,47,29,15,26
"60QA001456",104,12,26,27,18,21
"60QA001457",79,8,21,14,9,27
"60QA001458",62,5,19,18,8,12
"60QA001459",60,23,23,8,1,5
"60QA001460",129,44,46,13,13,13
"60QA001461",96,22,29,11,8,26
"60QA001462",84,9,24,23,5,23
"60QA001463",129,1,13,43,20,52
"60QA001464",48,5,16,11,4,12
"60QA001465",124,27,28,18,11,40
